技能ID,备注,阶段列表,阶段列表_远程
7740010,闪电风暴1,"16100100,16100101,16100102,16100103,16100104","16100100,16100101,16100102,16100103,16100104"
7740011,闪电风暴2,"16100110,16100111,16100112","16100110,16100111,16100112"
7740012,闪电风暴3,"16100120,16100121,16100122","16100120,16100121,16100122"
7740013,闪电风暴4,"16100130,16100131,16100132","16100130,16100131,16100132"
7740014,闪电风暴5,"16100140,16100141,16100142","16100140,16100141,16100142"
7740015,闪电风暴6,"16100150,16100151,16100152","16100150,16100151,16100152"
7740016,闪电风暴7,"16110100,16110101,16110102","16110100,16110101,16110102"
7740017,闪电风暴8,"16110110,16110111,16110112","16110110,16110111,16110112"
7740020,治疗图腾（召唤）,"16100200,16100201,16100202","16100200,16100201,16100202"
7740030,五雷轰顶,"16100300,16100301,16100302","16100300,16100301,16100302"
7740040,先祖之魂复活,"16100400,16100401,16100402,16100403","16100400,16100401,16100402,16100403"
7740050,狂热图腾（召唤）,"16100500,16100501,16100502","16100500,16100501,16100502"
7810010,月影摇光1,"16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107","16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107"
7810011,月影摇光2,"16200110,16200111,16200112,16200113,16200114,16200115","16200110,16200111,16200112,16200113,16200114,16200115"
7810012,月影摇光3,"16200120,16200121,16200122,16200123,16200124,16200125","16200120,16200121,16200122,16200123,16200124,16200125"
7810013,月影摇光4,"16200130,16200131,16200132,16200133,16200134,16200135","16200130,16200131,16200132,16200133,16200134,16200135"
7810014,月影摇光现身,"16200140,16200141","16200140,16200141"
7810015,月影摇光首目标上毒,16200150,16200150
7810016,月影摇光上毒加星,16200160,16200160
7810020,碎玉击,"16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207","16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207"
7810021,碎玉击加星,"16200210,16200211","16200210,16200211"
7810030,月刃1,"16200300,16200301,16200302,16200303,16200304,16200305,16200306","16200300,16200301,16200302,16200303,16200304,16200305,16200306"
7810031,月刃2,"16200310,16200311,16200312,16200313,16200314,16200315,16200316","16200310,16200311,16200312,16200313,16200314,16200315,16200316"
7810032,月刃3,"16200320,16200321,16200322,16200323,16200324,16200325,16200326","16200320,16200321,16200322,16200323,16200324,16200325,16200326"
7810033,月刃4,"16200330,16200331,16200332,16200333,16200334,16200335,16200336","16200330,16200331,16200332,16200333,16200334,16200335,16200336"
7810034,月刃5,"16200340,16200341,16200342,16200343,16200344,16200345,16200346","16200340,16200341,16200342,16200343,16200344,16200345,16200346"
7810035,月刃虚弱休息,"16200350,16200351","16200350,16200351"
7810040,桂花醉,"16200400,16200401,16200402","16200400,16200401,16200402"
7810050,月凝,"16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508","16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508"
7810051,月凝虚弱休息,"16200510,16200511","16200510,16200511"
7810052,月凝扣血,16200520,16200520
7810132,月刃3消耗连击点,16201320,16201320
7810133,月刃4消耗连击点,16201330,16201330
7810134,月刃5消耗连击点,16201340,16201340
7820010,月影摇光1,"16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107","16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107"
7820011,月影摇光2,"16200110,16200111,16200112,16200113,16200114,16200115","16200110,16200111,16200112,16200113,16200114,16200115"
7820012,月影摇光3,"16200120,16200121,16200122,16200123,16200124,16200125","16200120,16200121,16200122,16200123,16200124,16200125"
7820013,月影摇光4,"16200130,16200131,16200132,16200133,16200134,16200135","16200130,16200131,16200132,16200133,16200134,16200135"
7820014,月影摇光现身,"16200140,16200141","16200140,16200141"
7820015,月影摇光首目标上毒,16200150,16200150
7820016,月影摇光上毒加星,16200160,16200160
7820020,碎玉击,"16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207","16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207"
7820021,碎玉击加星,"16200210,16200211","16200210,16200211"
7820030,月刃1,"16200300,16200301,16200302,16200303,16200304,16200305,16200306","16200300,16200301,16200302,16200303,16200304,16200305,16200306"
7820031,月刃2,"16200310,16200311,16200312,16200313,16200314,16200315,16200316","16200310,16200311,16200312,16200313,16200314,16200315,16200316"
7820032,月刃3,"16200320,16200321,16200322,16200323,16200324,16200325,16200326","16200320,16200321,16200322,16200323,16200324,16200325,16200326"
7820033,月刃4,"16200330,16200331,16200332,16200333,16200334,16200335,16200336","16200330,16200331,16200332,16200333,16200334,16200335,16200336"
7820034,月刃5,"16200340,16200341,16200342,16200343,16200344,16200345,16200346","16200340,16200341,16200342,16200343,16200344,16200345,16200346"
7820035,月刃虚弱休息,"16200350,16200351","16200350,16200351"
7820040,桂花醉,"16200400,16200401,16200402","16200400,16200401,16200402"
7820050,月凝,"16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508","16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508"
7820051,月凝虚弱休息,"16200510,16200511","16200510,16200511"
7820052,月凝扣血,16200520,16200520
7820132,月刃3消耗连击点,16201320,16201320
7820133,月刃4消耗连击点,16201330,16201330
7820134,月刃5消耗连击点,16201340,16201340
7830010,月影摇光1,"16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107","16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107"
7830011,月影摇光2,"16200110,16200111,16200112,16200113,16200114,16200115","16200110,16200111,16200112,16200113,16200114,16200115"
7830012,月影摇光3,"16200120,16200121,16200122,16200123,16200124,16200125","16200120,16200121,16200122,16200123,16200124,16200125"
7830013,月影摇光4,"16200130,16200131,16200132,16200133,16200134,16200135","16200130,16200131,16200132,16200133,16200134,16200135"
7830014,月影摇光现身,"16200140,16200141","16200140,16200141"
7830015,月影摇光首目标上毒,16200150,16200150
7830016,月影摇光上毒加星,16200160,16200160
7830020,碎玉击,"16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207","16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207"
7830021,碎玉击加星,"16200210,16200211","16200210,16200211"
7830030,月刃1,"16200300,16200301,16200302,16200303,16200304,16200305,16200306","16200300,16200301,16200302,16200303,16200304,16200305,16200306"
7830031,月刃2,"16200310,16200311,16200312,16200313,16200314,16200315,16200316","16200310,16200311,16200312,16200313,16200314,16200315,16200316"
7830032,月刃3,"16200320,16200321,16200322,16200323,16200324,16200325,16200326","16200320,16200321,16200322,16200323,16200324,16200325,16200326"
7830033,月刃4,"16200330,16200331,16200332,16200333,16200334,16200335,16200336","16200330,16200331,16200332,16200333,16200334,16200335,16200336"
7830034,月刃5,"16200340,16200341,16200342,16200343,16200344,16200345,16200346","16200340,16200341,16200342,16200343,16200344,16200345,16200346"
7830035,月刃虚弱休息,"16200350,16200351","16200350,16200351"
7830040,桂花醉,"16200400,16200401,16200402","16200400,16200401,16200402"
7830050,月凝,"16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508","16200500,16200501,16200502,16200503,16200504,16200505,16200506,16200507,16200508"
7830051,月凝虚弱休息,"16200510,16200511","16200510,16200511"
7830052,月凝扣血,16200520,16200520
7830132,月刃3消耗连击点,16201320,16201320
7830133,月刃4消耗连击点,16201330,16201330
7830134,月刃5消耗连击点,16201340,16201340
7910010,唧唧歪歪1,"16300100,16300101,16300102,16300103","16300100,16300101,16300102,16300103"
7910011,唧唧歪歪2,16300110,16300110
7910012,唧唧歪歪3,16300120,16300120
7910013,唧唧歪歪4,16300130,16300130
7910014,唧唧歪歪5,16300140,16300140
7910015,唧唧歪歪6,16300150,16300150
7910020,沉默诅咒,"16300200,16300201,16300202,16300203","16300200,16300201,16300202,16300203"
7910021,沉默诅咒伤害,"16310100,16310101,16310102,16310103","16310100,16310101,16310102,16310103"
7910030,推气过宫上毒,"16300300,16300301,16300302","16300300,16300301,16300302"
7910031,推气过宫吸血,"16300310,16300311","16300310,16300311"
7910040,金刚护法,"16300400,16300401,16300402","16300400,16300401,16300402"
7910041,金刚护法伤害,"16310100,16310101,16310102,16310103","16310100,16310101,16310102,16310103"
7910050,我佛慈悲1,"16300500,16300501,16300502,16300503","16300500,16300501,16300502,16300503"
7910051,我佛慈悲2,16300510,16300510
7920010,唧唧歪歪1,"16300100,16300101,16300102,16300103","16300100,16300101,16300102,16300103"
7920011,唧唧歪歪2,16300110,16300110
7920012,唧唧歪歪3,16300120,16300120
7920013,唧唧歪歪4,16300130,16300130
7920014,唧唧歪歪5,16300140,16300140
7920015,唧唧歪歪6,16300150,16300150
7920020,沉默诅咒,"16300200,16300201,16300202,16300203","16300200,16300201,16300202,16300203"
7920030,推气过宫上毒,"16300300,16300301,16300302","16300300,16300301,16300302"
7920031,推气过宫吸血,"16300310,16300311","16300310,16300311"
7920040,金刚护法,"16300400,16300401,16300402","16300400,16300401,16300402"
7920050,我佛慈悲1,"16300500,16300501,16300502,16300503","16300500,16300501,16300502,16300503"
7920051,我佛慈悲2,16300510,16300510
7930010,唧唧歪歪1,"16300100,16300101,16300102,16300103","16300100,16300101,16300102,16300103"
7930011,唧唧歪歪2,16300110,16300110
7930012,唧唧歪歪3,16300120,16300120
7930013,唧唧歪歪4,16300130,16300130
7930014,唧唧歪歪5,16300140,16300140
7930015,唧唧歪歪6,16300150,16300150
7930020,沉默诅咒,"16300200,16300201,16300202,16300203","16300200,16300201,16300202,16300203"
7930030,推气过宫上毒,"16300300,16300301,16300302","16300300,16300301,16300302"
7930031,推气过宫吸血,"16300310,16300311","16300310,16300311"
7930040,金刚护法,"16300400,16300401,16300402","16300400,16300401,16300402"
7930050,我佛慈悲1,"16300500,16300501,16300502,16300503","16300500,16300501,16300502,16300503"
7930051,我佛慈悲2,16300510,16300510
7940010,唧唧歪歪1,"16300100,16300101,16300102,16300103","16300100,16300101,16300102,16300103"
7940011,唧唧歪歪2,16300110,16300110
7940012,唧唧歪歪3,16300120,16300120
7940013,唧唧歪歪4,16300130,16300130
7940014,唧唧歪歪5,16300140,16300140
7940015,唧唧歪歪6,16300150,16300150
7940020,沉默诅咒,"16300200,16300201,16300202,16300203","16300200,16300201,16300202,16300203"
7940030,推气过宫上毒,"16300300,16300301,16300302","16300300,16300301,16300302"
7940031,推气过宫吸血,"16300310,16300311","16300310,16300311"
7940040,金刚护法,"16300400,16300401,16300402","16300400,16300401,16300402"
7940050,我佛慈悲1,"16300500,16300501,16300502,16300503","16300500,16300501,16300502,16300503"
7940051,我佛慈悲2,16300510,16300510
7950010,唧唧歪歪1,"16300100,16300101,16300102,16300103","16300100,16300101,16300102,16300103"
7950011,唧唧歪歪2,16300110,16300110
7950012,唧唧歪歪3,16300120,16300120
7950013,唧唧歪歪4,16300130,16300130
7950014,唧唧歪歪5,16300140,16300140
7950015,唧唧歪歪6,16300150,16300150
7950020,沉默诅咒,"16300200,16300201,16300202,16300203","16300200,16300201,16300202,16300203"
7950021,沉默诅咒推气过宫伤害,"16300300,16300301,16300302","16300300,16300301,16300302"
7950022,沉默诅咒推气过宫吸血,"16300310,16300311","16300310,16300311"
7950030,推气过宫上毒,"16300300,16300301,16300302","16300300,16300301,16300302"
7950031,推气过宫吸血,"16300310,16300311","16300310,16300311"
7950040,金刚护法,"16300400,16300401,16300402","16300400,16300401,16300402"
7950041,金刚护法推气过宫伤害,"16300300,16300301,16300302","16300300,16300301,16300302"
7950042,金刚护法推气过宫吸血,"16300310,16300311","16300310,16300311"
7950050,我佛慈悲1,"16300500,16300501,16300502,16300503","16300500,16300501,16300502,16300503"
7950051,我佛慈悲2,16300510,16300510
7960010,雷击,"20700400,20700401,20700402","20700400,20700401,20700402"
7960011,雷击,"20700403,20700404,20700405","20700403,20700404,20700405"
7960012,雷击,"20700406,20700407,20700408","20700406,20700407,20700408"
7960013,雷击,"20700409,20700410,20700411","20700409,20700410,20700411"
7960014,雷击,"20700412,20700413,20700414","20700412,20700413,20700414"
8200004,舍命击打击,"20701100,20701101,20701102,20701103,20701104","20701100,20701101,20701102,20701103,20701104"
8200005,潜行,"16200400,16200401,16200402","16200400,16200401,16200402"
8200006,破血狂攻0,"42003100,42003101,42003102,42003103,42003104","42003100,42003101,42003102,42003103,42003104"
8200007,破血狂攻1,"42003110,42003111,42003112,42003113,42003114","42003110,42003111,42003112,42003113,42003114"
8200008,破血狂攻0,"42003100,42003101,42003102,42003103,42003104","42003100,42003101,42003102,42003103,42003104"
8200009,破血狂攻1,"42003110,42003111,42003112,42003113,42003114","42003110,42003111,42003112,42003113,42003114"
8200010,破血狂攻0,"42003100,42003101,42003102,42003103,42003104","42003100,42003101,42003102,42003103,42003104"
8200011,破血狂攻1,"42003110,42003111,42003112,42003113,42003114","42003110,42003111,42003112,42003113,42003114"
8200012,地狱烈火1,"20700500,20700501,20700502","20700500,20700501,20700502"
8200013,地狱烈火2,"20700510,20700511","20700510,20700511"
8200014,地狱烈火3,"20700520,20700521","20700520,20700521"
8200015,淬毒刀扇1,"16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107","16200100,16200101,16200102,16200103,16200104,16200105,16200106,16200107"
8200016,淬毒刀扇2,"16200110,16200111,16200112,16200113,16200114,16200115","16200110,16200111,16200112,16200113,16200114,16200115"
8200017,淬毒刀扇3,"16200120,16200121,16200122,16200123,16200124,16200125","16200120,16200121,16200122,16200123,16200124,16200125"
8200018,淬毒刀扇4,"16200130,16200131,16200132,16200133,16200134,16200135","16200130,16200131,16200132,16200133,16200134,16200135"
8200019,淬毒刀扇现身,"16200140,16200141","16200140,16200141"
8200020,灵心佑主1,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
8200021,灵心佑主2,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
8200022,灵心佑主3,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
8200023,灵心佑主护盾1,"20701600,20701601,20701602,20701603","20701600,20701601,20701602,20701603"
8200024,灵心佑主护盾2,"20701600,20701601,20701602,20701603","20701600,20701601,20701602,20701603"
8200025,蛮力,"20701300,20701301,20701302,20701303,20701304","20701300,20701301,20701302,20701303,20701304"
8200026,蛮力后未死混乱,"16300400,16300401,16300402","16300400,16300401,16300402"
8200027,蛮力后面向,11000790,11000790
8300000,劫雷降临,"16100700,16100701,16100702","16100700,16100701,16100702"
8300001,烛龙裂,"16200200,16200201,16200202,16200203,16200204,16200205","16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207"
8300002,烛龙裂,"16200200,16200201,16200202,16200203,16200204,16200205","16200200,16200201,16200202,16200203,16200204,16200205,16200206,16200207"
8300003,魔神炼狱1,"18300200,18300201,18300202","18300200,18300201,18300202"
8300004,魔神炼狱2,"18300210,18300211","18300210,18300211"
8300005,魔神炼狱3,"18300220,18300221","18300220,18300221"
8300006,魔神炼狱4,"18300230,18300231","18300230,18300231"
8300007,魔神炼狱5,"18300240,18300241","18300240,18300241"
8200042,四象归一1,"20700100,20700101,20700102,20700103","20700100,20700101,20700102,20700103"
8200043,四象归一2,"20700200,20700201,20700202","20700200,20700201,20700202"
8200044,四象归一3,"20700300,20700301,20700302","20700300,20700301,20700302"
8200045,四象归一4,"20700400,20700401,20700402","20700400,20700401,20700402"
8200046,四象归一5,"15000400,15000401,15000402,15000403","15000400,15000401,15000402,15000403"
8200050,杀戮盛宴1,"16200700,16200701,16200702,16200703,16200704,16200705,16200706","16200700,16200701,16200702,16200703,16200704,16200705,16200706"
8200051,杀戮盛宴2,"16200710,16200711,16200712,16200713,16200714,16200715","16200710,16200711,16200712,16200713,16200714,16200715"
8200052,杀戮盛宴3,"16200720,16200721,16200722,16200723,16200724,16200725","16200720,16200721,16200722,16200723,16200724,16200725"
8200053,杀戮盛宴4,"16200730,16200731,16200732,16200733,16200734,16200735","16200730,16200731,16200732,16200733,16200734,16200735"
8200054,杀戮盛宴5,"16200740,16200741,16200742,16200743,16200744,16200745","16200740,16200741,16200742,16200743,16200744,16200745"
8200055,杀戮盛宴6,"16200750,16200751,16200752,16200753,16200754,16200755","16200750,16200751,16200752,16200753,16200754,16200755"
8200056,杀戮盛宴7,"16200760,16200761,16200762,16200763,16200764,16200765","16200760,16200761,16200762,16200763,16200764,16200765"
8200057,杀戮盛宴8,"16200770,16200771,16200772,16200773,16200774,16200775","16200770,16200771,16200772,16200773,16200774,16200775"
8200058,杀戮盛宴9,"162007710,162007711,162007712,162007713,162007714,162007715","162007710,162007711,162007712,162007713,162007714,162007715"
8200059,杀戮盛宴10,"162007720,162007721,162007722,162007723,162007724,162007725","162007720,162007721,162007722,162007723,162007724,162007725"
8200060,杀戮盛宴11,"162007730,162007731,162007732,162007733,162007734,162007735","162007730,162007731,162007732,162007733,162007734,162007735"
8200061,杀戮盛宴12,"162007740,162007741,162007742,162007743,162007744,162007745","162007740,162007741,162007742,162007743,162007744,162007745"
8200062,杀戮盛宴13,"162007750,162007751,162007752,162007753,162007754,162007755","162007750,162007751,162007752,162007753,162007754,162007755"
8200063,淬毒刀扇现身,"16200140,16200141","16200140,16200141"
8200064,神圣救赎,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
8200065,神圣救赎,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
8200075,无边定罪神圣伤害,"12000210,12000211,12000212","12000210,12000211,12000212"
8210000,天斗碎岳1,"20710060,20710061,20710062","20710060,20710061,20710062"
8210001,天斗碎岳2,"20710060,20710061,20710062","20710060,20710061,20710062"
8210002,天斗碎岳3,"20710060,20710061,20710062","20710060,20710061,20710062"
8210003,天斗碎岳4,"20710060,20710061,20710062","20710060,20710061,20710062"
8210004,天斗碎岳5,"20710060,20710061,20710062","20710060,20710061,20710062"
8210005,天斗碎岳6,"20710060,20710061,20710062","20710060,20710061,20710062"
8210006,天斗碎岳7,"20710060,20710061,20710062","20710060,20710061,20710062"
8210007,天斗碎岳8,"20710060,20710061,20710062","20710060,20710061,20710062"
8210008,天斗碎岳9,"20710060,20710061,20710062","20710060,20710061,20710062"
8210009,天斗碎岳10,"20710060,20710061,20710062","20710060,20710061,20710062"
8210010,荆棘之藤1,"18000000,18000001,18000002,18000004","18000000,18000001,18000002,18000004"
8210011,荆棘之藤2,"33333333,33333334,33333335","33333333,33333334,33333335"
8210012,荆棘之藤3,"33333333,33333334,33333335","33333333,33333334,33333335"
8210050,日月乾坤,"82100500,82100501,82100502,82100503,82100504,82100505","82100500,82100501,82100502,82100503,82100504,82100505"
8210051,生命之泉1,"16000200,16000201,16000202","16000200,16000201,16000202"
8210052,生命之泉2,"16000210,16000211","16000210,16000211"
8320010,日月乾坤,"82100500,82100501,82100502,82100503,82100504,82100505","82100500,82100501,82100502,82100503,82100504,82100505"
8320011,鹰击虚弱休息,"19100160,19100161","19100160,19100161"
16200770,杀戮盛宴8,"16200770,16200771,16200772,16200773,16200774,16200775","16200770,16200771,16200772,16200773,16200774,16200775"
16200771,杀戮盛宴9,"162007710,162007711,162007712,162007713,162007714,162007715","162007710,162007711,162007712,162007713,162007714,162007715"
16200772,杀戮盛宴10,"162007720,162007721,162007722,162007723,162007724,162007725","162007720,162007721,162007722,162007723,162007724,162007725"
16200773,杀戮盛宴11,"162007730,162007731,162007732,162007733,162007734,162007735","162007730,162007731,162007732,162007733,162007734,162007735"
16200774,杀戮盛宴12,"162007740,162007741,162007742,162007743,162007744,162007745","162007740,162007741,162007742,162007743,162007744,162007745"
16200775,杀戮盛宴13,"162007750,162007751,162007752,162007753,162007754,162007755","162007750,162007751,162007752,162007753,162007754,162007755"
16201770,杀戮盛宴8消耗连击点,162017700,162017700
16201772,杀戮盛宴10消耗连击点,162017720,162017720
16201774,杀戮盛宴12消耗连击点,162017740,162017740
16205311,一念成佛1,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
16205321,一念成佛2,"18405130,18405131","18405130,18405131"
16205331,一念成佛3,"18405140,18405141","18405140,18405141"
16205341,一念成佛4,"18405150,18405151","18405150,18405151"
16205351,一念成佛5,"18405160,18405161","18405160,18405161"
16205361,一念成佛6,"18405170,18405171","18405170,18405171"
16205401,一念成佛减点,18405152,18405152
16205411,一念成佛减点,18405162,18405162
16205421,一念成佛减点,18405172,18405172
16205901,问天一战1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
16205911,问天一战2,"18405282,18405283","18405282,18405283"
16205921,问天一战3,"18405292,18405293","18405292,18405293"
16205931,问天一战4,"18405302,18405303","18405302,18405303"
16205941,问天一战5,"18405312,18405313","18405312,18405313"
16205951,问天一战6,"18405322,18405323","18405322,18405323"
16205961,问天一战7,"18405332,18405333","18405332,18405333"
16205971,问天一战8,"18405342,18405343","18405342,18405343"
16205981,问天一战9,"18405352,18405353","18405352,18405353"
16205991,问天一战10,"18405362,18405363","18405362,18405363"
16206201,问天一战减点,18405324,18405324
16206211,问天一战减点,18405334,18405334
16206221,问天一战减点,18405344,18405344
16206231,问天一战减点,18405354,18405354
16206241,问天一战减点,18405364,18405364
17800770,杀戮盛宴8,"16200770,16200771,16200772,16200773,16200774","16200770,16200771,16200772,16200773,16200774"
17800771,杀戮盛宴9,"162007710,162007711,162007712,162007713,162007714","162007710,162007711,162007712,162007713,162007714"
17800772,杀戮盛宴10,"162007720,162007721,162007722,162007723,162007724","162007720,162007721,162007722,162007723,162007724"
17800773,杀戮盛宴11,"162007730,162007731,162007732,162007733,162007734","162007730,162007731,162007732,162007733,162007734"
17800774,杀戮盛宴12,"162007740,162007741,162007742,162007743,162007744","162007740,162007741,162007742,162007743,162007744"
17800775,杀戮盛宴13,"162007750,162007751,162007752,162007753,162007754","162007750,162007751,162007752,162007753,162007754"
1521000,呼子唤孙1,"18411000,18411001,18411002,18411003,18411004,18411005,18411006,18411007","18411000,18411001,18411002,18411003,18411004,18411005,18411006,18411007"
1521001,呼子唤孙2,"18412000,18412001,18412002,18412003,18412004,18412005","18412000,18412001,18412002,18412003,18412004,18412005"
1521002,呼子唤孙3,"18413000,18413001,18413002,18413003,18413004,18413005","18413000,18413001,18413002,18413003,18413004,18413005"
1521003,呼子唤孙4,"18413100,18413101,18413102,18413103,18413104,18413105","18413100,18413101,18413102,18413103,18413104,18413105"
1521004,呼子唤孙5,"18413200,18413201,18413202,18413203,18413204,18413205","18413200,18413201,18413202,18413203,18413204,18413205"
1521005,呼子唤孙6,"18413300,18413301,18413302,18413303,18413304,18413305","18413300,18413301,18413302,18413303,18413304,18413305"
1521006,呼子唤孙7,"18413400,18413401,18413402,18413403,18413404,18413405","18413400,18413401,18413402,18413403,18413404,18413405"
1521007,呼子唤孙现身,18413006,18413006
1522000,移星换斗,"18418000,18418001,18418002,18418003,18418004,18418005","18418000,18418001,18418002,18418003,18418004,18418005"
1522001,移星换斗2,"18418000,18418001,18418002,18418003,18418004,18418005","18418000,18418001,18418002,18418003,18418004,18418005"
1522002,移星换斗加暴击,18418006,18418006
1523000,毁天灭地,"18416000,18416001,18416002,18416003,18416004,18416005","18416000,18416001,18416002,18416003,18416004,18416005"
1524000,铜头铁臂,"18414000,18414001,18414002,18414003","18414000,18414001,18414002,18414003"
1524010,腾云驾雾,"16100500,16100501,16100502","16100500,16100501,16100502"
1526000,威震凌霄1,"18419000,18419001,18419002","18419000,18419001,18419002"
1526001,威震凌霄2,"18419010,18419011","18419010,18419011"
1526002,威震凌霄3,"18419020,18419021","18419020,18419021"
1526003,威震凌霄4,"18419030,18419031","18419030,18419031"
1526004,威震凌霄5,"18419040,18419041","18419040,18419041"
1526005,威震凌霄6,"18419050,18419051","18419050,18419051"
1526006,威震凌霄7,"18419060,18419061","18419060,18419061"
1526007,威震凌霄8,"18419070,18419071","18419070,18419071"
1526008,威震凌霄9,"18419080,18419081","18419080,18419081"
1526009,威震凌霄10,"18419090,18419091","18419090,18419091"
1526010,威震凌霄虚弱休息,"19100170,19100171",18419092
1526011,威震凌霄消除休息,"16000500,16000501,16000502,16000503",
1620510,斩业火1,"18405070,18405071,18405072,18405073","18405070,18405071,18405072,18405073"
1620511,斩业火2,"18405070,18405071,18405072,18405073","18405070,18405071,18405072,18405073"
1620512,斩业火3,"18405070,18405071,18405072,18405073","18405070,18405071,18405072,18405073"
1620513,斩业火4,"18405070,18405071,18405072,18405073","18405070,18405071,18405072,18405073"
1620514,斩业火加星,18405090,18405090
1620520,迷心障1,"18405100,18405101,18405102,18405103","18405100,18405101,18405102,18405103"
1620521,迷心障2,"18405110,18405111,18405112,18405113","18405110,18405111,18405112,18405113"
1620530,迷心障加星,18405114,18405114
1620531,一念成佛1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
1620532,一念成佛1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
1620533,一念成佛1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
1620534,一念成佛1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
1620535,一念成佛1,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
1620550,一劫为魔1,"18405180,18405181,18405182,18405183","18405180,18405181,18405182,18405183"
1620551,一劫为魔2,"18405190,18405191,18405192,18405193","18405190,18405191,18405192,18405193"
1620552,一劫为魔3,"18405200,18405201,18405202,18405203","18405200,18405201,18405202,18405203"
1620553,一劫为魔4,"18405210,18405211,18405212,18405213","18405210,18405211,18405212,18405213"
1620554,一劫为魔5,"18405220,18405221,18405222,18405223","18405220,18405221,18405222,18405223"
1620555,一劫为魔6,"18405230,18405231,18405232,18405233","18405230,18405231,18405232,18405233"
1620556,一劫为魔7,"18405240,18405241,18405242,18405243","18405240,18405241,18405242,18405243"
1620557,一劫为魔8,"18405250,18405251,18405252,18405253","18405250,18405251,18405252,18405253"
1620560,一劫为魔减点,18405214,18405214
1620561,一劫为魔减点,18405224,18405224
1620562,一劫为魔减点,18405234,18405234
1620563,一劫为魔减点,18405244,18405244
1620564,一劫为魔减点,18405254,18405254
1620570,雷音度厄,"18405260,18405261,18405262,18405263","18405260,18405261,18405262,18405263"
1620571,雷音度厄减点,18405264,18405264
1620590,问天一战1,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620591,问天一战2,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620592,问天一战3,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620593,问天一战4,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620594,问天一战5,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620595,问天一战6,"18405120,18405121,18405122,18405123","18405120,18405121,18405122,18405123"
1620620,问天一战2消耗连击点,18405364,18405364
1620621,问天一战3消耗连击点,18405364,18405364
1620622,问天一战4消耗连击点,18405364,18405364
1620623,问天一战5消耗连击点,18405364,18405364
1620624,问天一战6消耗连击点,18405364,18405364
2060729,嘲讽,"16620421,16620422,16620423",
2060731,嘲讽2,"21000110,21000111,21000112,21000113,21000114,21000115","21000108,21000109,21000110,21000111,21000112,21000113,21000114,21000115"
2060732,嘲讽3,"21000120,21000121,21000122,21000123,21000124,21000125","21000116,21000117,21000118,21000119,21000120,21000121,21000122,21000123"
2060733,嘲讽归位,21000140,21000123
2060737,超级善恶,"16620424,16620425,16620426,16620427,16620428","16620424,16620425,16620426,16620427,16620428"
2060738,超级壁垒,"16620429,16620430,16620431,16620432,16620433","16620429,16620430,16620431,16620432,16620433"
2060818,当头一棒,"16620421,16620422,16620423","16620421,16620422,16620423"
2060825,水无常形,"16620421,16620422,16620423","16620421,16620422,16620423"
1660010,飞花摘叶1,"16600100,16600101,16600102",
1660011,飞花摘叶2,"16600100,16600101,16600102",
1660012,飞花摘叶3,"16600100,16600101,16600102",
1660013,飞花摘叶4,"16600100,16600101,16600102",
1660014,飞花摘叶5,"16600100,16600101,16600102",
