附加属性id,名称,颜色,属性id,属性名称,区间,buffid,技能id,拍卖筛选是否显示
2133,阴:提升物理防御+48,FFd200ff,,,,,440104,0
2134,阴:提升物理防御+60,FFd200ff,,,,,440105,0
2135,阴:提升物理防御+72,FFd200ff,,,,,440106,0
2136,阴:提升物理防御+84,FFd200ff,,,,,440107,0
2137,阴:提升物理防御+96,FFd200ff,,,,,440108,0
2138,阴:提升物理防御+108,FFd200ff,,,,,440109,0
2139,阴:提升物理防御+120,FFd200ff,,,,,440110,0
2140,阳：提升法术防御+1%,FFd200ff,,,,,440111,0
2141,阳：提升法术防御+1.2%,FFd200ff,,,,,440112,0
2142,阳：提升法术防御+1.4%,FFd200ff,,,,,440113,0
2143,阳：提升法术防御+1.8%,FFd200ff,,,,,440114,0
2144,阳：提升法术防御+2%,FFd200ff,,,,,440115,0
2145,阳：提升法术防御+2.2%,FFd200ff,,,,,440116,0
2146,阳：提升法术防御+2.4%,FFd200ff,,,,,440117,0
2147,阳：提升法术防御+2.6%,FFd200ff,,,,,440118,0
2148,阳：提升法术防御+2.8%,FFd200ff,,,,,440119,0
2149,阳：提升法术防御+3%,FFd200ff,,,,,440120,0
2150,阴：提升法术防御+8,FFd200ff,,,,,440121,0
2151,阴：提升法术防御+16,FFd200ff,,,,,440122,0
2152,阴：提升法术防御+24,FFd200ff,,,,,440123,0
2153,阴：提升法术防御+32,FFd200ff,,,,,440124,0
2154,阴：提升法术防御+40,FFd200ff,,,,,440125,0
2155,阴：提升法术防御+48,FFd200ff,,,,,440126,0
2156,阴：提升法术防御+56,FFd200ff,,,,,440127,0
2157,阴：提升法术防御+64,FFd200ff,,,,,440128,0
2158,阴：提升法术防御+72,FFd200ff,,,,,440129,0
2159,阴：提升法术防御+80,FFd200ff,,,,,440130,0
2160,阳：提升速度+1%,FFd200ff,,,,,440131,0
2161,阳：提升速度+1.2%,FFd200ff,,,,,440132,0
2162,阳：提升速度+1.4%,FFd200ff,,,,,440133,0
2163,阳：提升速度+1.8%,FFd200ff,,,,,440134,0
2164,阳：提升速度+2%,FFd200ff,,,,,440135,0
2165,阳：提升速度+2.2%,FFd200ff,,,,,440136,0
2166,阳：提升速度+2.4%,FFd200ff,,,,,440137,0
2167,阳：提升速度+2.6%,FFd200ff,,,,,440138,0
2168,阳：提升速度+2.8%,FFd200ff,,,,,440139,0
2169,阳：提升速度+3%,FFd200ff,,,,,440140,0
2170,阴：提升速度+8,FFd200ff,,,,,440141,0
2171,阴：提升速度+16,FFd200ff,,,,,440142,0
2172,阴：提升速度+24,FFd200ff,,,,,440143,0
2173,阴：提升速度+32,FFd200ff,,,,,440144,0
2174,阴：提升速度+40,FFd200ff,,,,,440145,0
2175,阴：提升速度+48,FFd200ff,,,,,440146,0
2176,阴：提升速度+56,FFd200ff,,,,,440147,0
2177,阴：提升速度+64,FFd200ff,,,,,440148,0
2178,阴：提升速度+72,FFd200ff,,,,,440149,0
2179,阴：提升速度+80,FFd200ff,,,,,440150,0
2600,阴：提升物理暴击+8,FFd200ff,,,,,440201,0
2601,阴：提升物理暴击+16,FFd200ff,,,,,440202,0
2602,阴：提升物理暴击+24,FFd200ff,,,,,440203,0
2603,阴：提升物理暴击+32,FFd200ff,,,,,440204,0
2604,阴：提升物理暴击+40,FFd200ff,,,,,440205,0
2605,阴：提升物理暴击+48,FFd200ff,,,,,440206,0
2606,阴：提升物理暴击+56,FFd200ff,,,,,440207,0
2607,阴：提升物理暴击+64,FFd200ff,,,,,440208,0
2608,少阴：提升物理暴击+72,FFd200ff,,,,,440209,0
2609,太阴：提升物理暴击+80,FFd200ff,,,,,440210,0
2610,阴：提升法术暴击+8,FFd200ff,,,,,440211,0
2611,阴：提升法术暴击+16,FFd200ff,,,,,440212,0
2612,阴：提升法术暴击+24,FFd200ff,,,,,440213,0
2613,阴：提升法术暴击+32,FFd200ff,,,,,440214,0
2614,阴：提升法术暴击+40,FFd200ff,,,,,440215,0
2615,阴：提升法术暴击+48,FFd200ff,,,,,440216,0
2616,阴：提升法术暴击+56,FFd200ff,,,,,440217,0
2617,阴：提升法术暴击+64,FFd200ff,,,,,440218,0
2618,少阴：提升法术暴击+72,FFd200ff,,,,,440219,0
2619,太阴：提升法术暴击+80,FFd200ff,,,,,440220,0
2620,阴：提升治疗暴击+8,FFd200ff,,,,,440221,0
2621,阴：提升治疗暴击+16,FFd200ff,,,,,440222,0
2622,阴：提升治疗暴击+24,FFd200ff,,,,,440223,0
2623,阴：提升治疗暴击+32,FFd200ff,,,,,440224,0
2624,阴：提升治疗暴击+40,FFd200ff,,,,,440225,0
2625,阴：提升治疗暴击+48,FFd200ff,,,,,440226,0
2626,阴：提升治疗暴击+56,FFd200ff,,,,,440227,0
2627,阴：提升治疗暴击+64,FFd200ff,,,,,440228,0
2628,少阴：提升治疗暴击+72,FFd200ff,,,,,440229,0
2629,太阴：提升治疗暴击+80,FFd200ff,,,,,440230,0
2630,阴：提升封印命中+8,FFd200ff,,,,,440231,0
2631,阴：提升封印命中+16,FFd200ff,,,,,440232,0
2632,阴：提升封印命中+24,FFd200ff,,,,,440233,0
2633,阴：提升封印命中+32,FFd200ff,,,,,440234,0
2634,阴：提升封印命中+40,FFd200ff,,,,,440235,0
2635,阴：提升封印命中+48,FFd200ff,,,,,440236,0
2636,阴：提升封印命中+56,FFd200ff,,,,,440237,0
2637,阴：提升封印命中+64,FFd200ff,,,,,440238,0
2638,少阴：提升封印命中+72,FFd200ff,,,,,440239,0
2639,太阴：提升封印命中+80,FFd200ff,,,,,440240,0
2640,阴：提升物理抗暴+8,FFd200ff,,,,,440241,0
2641,阴：提升物理抗暴+16,FFd200ff,,,,,440242,0
2642,阴：提升物理抗暴+24,FFd200ff,,,,,440243,0
2643,阴：提升物理抗暴+32,FFd200ff,,,,,440244,0
2644,阴：提升物理抗暴+40,FFd200ff,,,,,440245,0
2645,阴：提升物理抗暴+48,FFd200ff,,,,,440246,0
2646,阴：提升物理抗暴+56,FFd200ff,,,,,440247,0
2647,阴：提升物理抗暴+64,FFd200ff,,,,,440248,0
2648,少阴：提升物理抗暴+72,FFd200ff,,,,,440249,0
2649,太阴：提升物理抗暴+80,FFd200ff,,,,,440250,0
2650,阴：提升法术抗暴+8,FFd200ff,,,,,440251,0
2651,阴：提升法术抗暴+16,FFd200ff,,,,,440252,0
2652,阴：提升法术抗暴+24,FFd200ff,,,,,440253,0
2653,阴：提升法术抗暴+32,FFd200ff,,,,,440254,0
2654,阴：提升法术抗暴+40,FFd200ff,,,,,440255,0
2655,阴：提升法术抗暴+48,FFd200ff,,,,,440256,0
2656,阴：提升法术抗暴+56,FFd200ff,,,,,440257,0
2657,阴：提升法术抗暴+64,FFd200ff,,,,,440258,0
2658,少阴：提升法术抗暴+72,FFd200ff,,,,,440259,0
2659,太阴：提升法术抗暴+80,FFd200ff,,,,,440260,0
2660,阳：提升物理暴击+1%,FFd200ff,,,,,440261,0
2661,阳：提升物理暴击+1.2%,FFd200ff,,,,,440262,0
2662,阳：提升物理暴击+1.4%,FFd200ff,,,,,440263,0
2663,阳：提升物理暴击+1.8%,FFd200ff,,,,,440264,0
2664,阳：提升物理暴击+2%,FFd200ff,,,,,440265,0
2665,阳：提升物理暴击+2.2%,FFd200ff,,,,,440266,0
2666,阳：提升物理暴击+2.4%,FFd200ff,,,,,440267,0
2667,阳：提升物理暴击+2.6%,FFd200ff,,,,,440268,0
2668,少阳：提升物理暴击+2.8%,FFd200ff,,,,,440269,0
2669,太阳：提升物理暴击+3%,FFd200ff,,,,,440270,0
2670,阳：提升法术暴击+1%,FFd200ff,,,,,440271,0
2671,阳：提升法术暴击+1.2%,FFd200ff,,,,,440272,0
2672,阳：提升法术暴击+1.4%,FFd200ff,,,,,440273,0
2673,阳：提升法术暴击+1.8%,FFd200ff,,,,,440274,0
2674,阳：提升法术暴击+2%,FFd200ff,,,,,440275,0
2675,阳：提升法术暴击+2.2%,FFd200ff,,,,,440276,0
2676,阳：提升法术暴击+2.4%,FFd200ff,,,,,440277,0
2677,阳：提升法术暴击+2.6%,FFd200ff,,,,,440278,0
2678,少阳：提升法术暴击+2.8%,FFd200ff,,,,,440279,0
2679,太阳：提升法术暴击+3%,FFd200ff,,,,,440280,0
2680,阳：提升治疗暴击+1%,FFd200ff,,,,,440281,0
2681,阳：提升治疗暴击+1.2%,FFd200ff,,,,,440282,0
2682,阳：提升治疗暴击+1.4%,FFd200ff,,,,,440283,0
2683,阳：提升治疗暴击+1.8%,FFd200ff,,,,,440284,0
2684,阳：提升治疗暴击+2%,FFd200ff,,,,,440285,0
2685,阳：提升治疗暴击+2.2%,FFd200ff,,,,,440286,0
2686,阳：提升治疗暴击+2.4%,FFd200ff,,,,,440287,0
2687,阳：提升治疗暴击+2.6%,FFd200ff,,,,,440288,0
2688,少阳：提升治疗暴击+2.8%,FFd200ff,,,,,440289,0
2689,太阳：提升治疗暴击+3%,FFd200ff,,,,,440290,0
2690,阳：提升封印命中+1%,FFd200ff,,,,,440291,0
2691,阳：提升封印命中+1.2%,FFd200ff,,,,,440292,0
2692,阳：提升封印命中+1.4%,FFd200ff,,,,,440293,0
2693,阳：提升封印命中+1.8%,FFd200ff,,,,,440294,0
2694,阳：提升封印命中+2%,FFd200ff,,,,,440295,0
2695,阳：提升封印命中+2.2%,FFd200ff,,,,,440296,0
2696,阳：提升封印命中+2.4%,FFd200ff,,,,,440297,0
2697,阳：提升封印命中+2.6%,FFd200ff,,,,,440298,0
2698,少阳：提升封印命中+2.8%,FFd200ff,,,,,440299,0
2699,太阳：提升封印命中+3%,FFd200ff,,,,,440300,0
2700,阳：提升物理抗暴+1%,FFd200ff,,,,,440301,0
2701,阳：提升物理抗暴+1.2%,FFd200ff,,,,,440302,0
2702,阳：提升物理抗暴+1.4%,FFd200ff,,,,,440303,0
2703,阳：提升物理抗暴+1.8%,FFd200ff,,,,,440304,0
2704,阳：提升物理抗暴+2%,FFd200ff,,,,,440305,0
2705,阳：提升物理抗暴+2.2%,FFd200ff,,,,,440306,0
2706,阳：提升物理抗暴+2.4%,FFd200ff,,,,,440307,0
2707,阳：提升物理抗暴+2.6%,FFd200ff,,,,,440308,0
2708,少阳：提升物理抗暴+2.8%,FFd200ff,,,,,440309,0
2709,太阳：提升物理抗暴+3%,FFd200ff,,,,,440310,0
2710,阳：提升法术抗暴+1%,FFd200ff,,,,,440311,0
2711,阳：提升法术抗暴+1.2%,FFd200ff,,,,,440312,0
2712,阳：提升法术抗暴+1.4%,FFd200ff,,,,,440313,0
2713,阳：提升法术抗暴+1.8%,FFd200ff,,,,,440314,0
2714,阳：提升法术抗暴+2%,FFd200ff,,,,,440315,0
2715,阳：提升法术抗暴+2.2%,FFd200ff,,,,,440316,0
2716,阳：提升法术抗暴+2.4%,FFd200ff,,,,,440317,0
2717,阳：提升法术抗暴+2.6%,FFd200ff,,,,,440318,0
2718,少阳：提升法术抗暴+2.8%,FFd200ff,,,,,440319,0
2719,太阳：提升法术抗暴+3%,FFd200ff,,,,,440320,0
2300,戒指品质•0级,FFd200ff,,,,,441000,0
2301,戒指品质•1级,FFd200ff,,,,,441001,0
2302,戒指品质•2级,FFd200ff,,,,,441002,0
2303,戒指品质•3级,FFd200ff,,,,,441003,0
2304,戒指品质•4级,FFd200ff,,,,,441004,0
2305,戒指品质•5级,FFd200ff,,,,,441005,0
2306,戒指品质•6级,FFd200ff,,,,,441006,0
2307,戒指品质•7级,FFd200ff,,,,,441007,0
2308,戒指品质•8级,FFd200ff,,,,,441008,0
2309,戒指品质•9级,FFd200ff,,,,,441009,0
2310,戒指品质•10级,FFd200ff,,,,,441010,0
2311,戒指品质•11级,FFd200ff,,,,,441011,0
2312,戒指品质•12级,FFd200ff,,,,,441012,0
2313,戒指品质•13级,FFd200ff,,,,,441013,0
2314,戒指品质•14级,FFd200ff,,,,,441014,0
2315,戒指品质•15级,FFd200ff,,,,,441015,0
2316,戒指品质•16级,FFd200ff,,,,,441016,0
2317,戒指品质•17级,FFd200ff,,,,,441017,0
2318,戒指品质•18级,FFd200ff,,,,,441018,0
2319,戒指品质•19级,FFd200ff,,,,,441019,0
2320,戒指品质•Max,FFd200ff,,,,,441020,0
2321,戒指品质•Max,FFd200ff,,,,,441021,0
2322,戒指品质•Max,FFd200ff,,,,,441022,0
2323,戒指品质•Max,FFd200ff,,,,,441023,0
3311,物理伤害+&,FFd200ff,130,phyattack_value,8;8,0,0,0
3312,法术伤害+&,FFd200ff,140,defend_value,12;12,0,0,0
3313,物理防御+&,FFd200ff,150,magicattack_value,6;6,0,0,0
3314,法术防御+&,FFd200ff,160,magicdef_value,8;8,0,0,0
3315,物理伤害+&,FFd200ff,130,phyattack_value,16;16,0,0,0
3316,法术伤害+&,FFd200ff,140,defend_value,24;24,0,0,0
3317,物理防御+&,FFd200ff,150,magicattack_value,12;12,0,0,0
3318,法术防御+&,FFd200ff,160,magicdef_value,16;16,0,0,0
3319,物理伤害+&,FFd200ff,130,phyattack_value,24;24,0,0,0
3320,法术伤害+&,FFd200ff,140,defend_value,36;36,0,0,0
3321,物理防御+&,FFd200ff,150,magicattack_value,18;18,0,0,0
3322,法术防御+&,FFd200ff,160,magicdef_value,24;24,0,0,0
3323,物理伤害+&,FFd200ff,130,phyattack_value,32;32,0,0,0
3324,法术伤害+&,FFd200ff,140,defend_value,48;48,0,0,0
3325,物理防御+&,FFd200ff,150,magicattack_value,24;24,0,0,0
3326,法术防御+&,FFd200ff,160,magicdef_value,32;32,0,0,0
3327,物理伤害+&,FFd200ff,130,phyattack_value,40;40,0,0,0
3328,法术伤害+&,FFd200ff,140,defend_value,60;60,0,0,0
3329,物理防御+&,FFd200ff,150,magicattack_value,30;30,0,0,0
3330,法术防御+&,FFd200ff,160,magicdef_value,40;40,0,0,0
3331,物理伤害+&,FFd200ff,130,phyattack_value,48;48,0,0,0
3332,法术伤害+&,FFd200ff,140,defend_value,72;72,0,0,0
3333,物理防御+&,FFd200ff,150,magicattack_value,36;36,0,0,0
3334,法术防御+&,FFd200ff,160,magicdef_value,48;48,0,0,0
3335,物理伤害+&,FFd200ff,130,phyattack_value,56;56,0,0,0
3336,法术伤害+&,FFd200ff,140,defend_value,84;84,0,0,0
3337,物理防御+&,FFd200ff,150,magicattack_value,42;42,0,0,0
3338,法术防御+&,FFd200ff,160,magicdef_value,56;56,0,0,0
3339,物理伤害+&,FFd200ff,130,phyattack_value,64;64,0,0,0
3340,法术伤害+&,FFd200ff,140,defend_value,96;96,0,0,0
3341,物理防御+&,FFd200ff,150,magicattack_value,48;48,0,0,0
3342,法术防御+&,FFd200ff,160,magicdef_value,64;64,0,0,0
3343,物理伤害+&,FFd200ff,130,phyattack_value,72;72,0,0,0
3344,法术伤害+&,FFd200ff,140,defend_value,108;108,0,0,0
3345,物理防御+&,FFd200ff,150,magicattack_value,54;54,0,0,0
3346,法术防御+&,FFd200ff,160,magicdef_value,72;72,0,0,0
3347,物理伤害+&,FFd200ff,130,phyattack_value,80;80,0,0,0
3348,法术伤害+&,FFd200ff,140,defend_value,120;120,0,0,0
3349,物理防御+&,FFd200ff,150,magicattack_value,60;60,0,0,0
3350,法术防御+&,FFd200ff,160,magicdef_value,80;80,0,0,0
3401,物理伤害+8,FFd200ff,,,,,441001,0
3402,物理伤害+9,FFd200ff,,,,,441002,0
3403,物理伤害+10,FFd200ff,,,,,441003,0
3404,物理伤害+11,FFd200ff,,,,,441004,0
3405,物理伤害+12,FFd200ff,,,,,441005,0
3406,物理伤害+13,FFd200ff,,,,,441006,0
3407,物理伤害+14,FFd200ff,,,,,441007,0
3408,物理伤害+15,FFd200ff,,,,,441008,0
3409,物理伤害+16,FFd200ff,,,,,441009,0
3410,物理伤害+17,FFd200ff,,,,,441010,0
3001,心疗术,FFd200ff,,,,,420002,1
3002,命疗术,FFd200ff,,,,,420003,1
3003,凝气决,FFd200ff,,,,,420004,1
3004,凝神决,FFd200ff,,,,,420005,1
3005,气归术,FFd200ff,,,,,420006,1
3006,命归术,FFd200ff,,,,,420007,1
3007,四海升平,FFd200ff,,,,,420008,1
3008,回魂咒,FFd200ff,,,,,420009,1
3009,起死回生,FFd200ff,,,,,420010,1
3010,慈航普度,FFd200ff,,,,,420011,1
3011,水清诀,FFd200ff,,,,,420012,1
3012,冰清诀,FFd200ff,,,,,420013,1
3013,玉清诀,FFd200ff,,,,,420014,1
3014,晶清诀,FFd200ff,,,,,420015,1
3015,笑里藏刀,FFd200ff,,,,,420016,1
3016,野兽之力,FFd200ff,,,,,420017,1
3017,魔兽之印,FFd200ff,,,,,420018,1
3018,放下屠刀,FFd200ff,,,,,420019,1
3019,河东狮吼,FFd200ff,,,,,420020,1
3020,光辉之甲,FFd200ff,,,,,420021,1
3021,圣灵之甲,FFd200ff,,,,,420022,1
3022,破甲术,FFd200ff,,,,,420023,1
3023,碎甲术,FFd200ff,,,,,420024,1
3024,流云诀,FFd200ff,,,,,420025,1
3025,啸风诀,FFd200ff,,,,,420026,1
3026,凝滞术,FFd200ff,,,,,420027,1
3027,停陷术,FFd200ff,,,,,420028,1
3028,太极护法,FFd200ff,,,,,420029,1
3029,罗汉金钟,FFd200ff,,,,,420030,1
3030,破血狂攻,FFd200ff,,,,,420031,1
3031,弱点击破,FFd200ff,,,,,420032,1
3032,破碎无双,FFd200ff,,,,,420033,1
3033,盘古之力,FFd200ff,,,,,420034,1
3034,女娲玄力,FFd200ff,,,,,420035,1
3035,盘古意志,FFd200ff,,,,,420036,1
3036,女娲神识,FFd200ff,,,,,420037,1
3100,阳:提升物理伤害+10%,FFd200ff,,,,,610000,0
3101,阴:提升物理伤害+300,FFd200ff,,,,,610001,0
3102,阳:提升法术伤害+10%,FFd200ff,,,,,610002,0
3103,阴:提升法术伤害+220,FFd200ff,,,,,610003,0
3104,阳:提升气血+15%,FFd200ff,,,,,610004,0
3105,阴:提升气血+1000,FFd200ff,,,,,610005,0
3106,阳:提升治疗强度+10%,FFd200ff,,,,,610006,0
3107,阴:提升治疗强度+180,FFd200ff,,,,,610007,0
3108,阳：提升物理防御+10%,FFd200ff,,,,,610008,0
3109,阴:提升物理防御+330,FFd200ff,,,,,610009,0
3110,阳：提升法术防御+10%,FFd200ff,,,,,610010,0
3111,阴：提升法术防御+210,FFd200ff,,,,,610011,0
3112,阳：提升速度+7%,FFd200ff,,,,,610012,0
3113,阴：提升速度+160,FFd200ff,,,,,610013,0
3114,太阴：提升物理暴击+160,FFd200ff,,,,,610014,0
3115,太阴：提升法术暴击+160,FFd200ff,,,,,610015,0
3116,太阴：提升治疗暴击+160,FFd200ff,,,,,610016,0
3117,太阴：提升封印命中+160,FFd200ff,,,,,610017,0
3118,太阴：提升物理抗暴+160,FFd200ff,,,,,610018,0
3119,太阴：提升法术抗暴+160,FFd200ff,,,,,610019,0
3120,太阳：提升物理暴击+7%,FFd200ff,,,,,610020,0
3121,太阳：提升法术暴击+7%,FFd200ff,,,,,610021,0
3122,太阳：提升治疗暴击+7%,FFd200ff,,,,,610022,0
3123,太阳：提升封印命中+7%,FFd200ff,,,,,610023,0
3124,太阳：提升物理抗暴+7%,FFd200ff,,,,,610024,0
3125,太阳：提升法术抗暴+7%,FFd200ff,,,,,610025,0
