2025-09-02 16:11:52 出售人id: 155649 出售人userid: 40 出售人名字: 刘光济  购买人id: 106497  购买人userid: 28  购买人名字: 林宏硕  物品名称: 碧水青龙  物品数量: 1  交易价格: 1
2025-09-03 16:42:22 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 龙骨甲  物品数量: 1  交易价格: 9000000
2025-09-03 16:42:37 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 碧水青龙  物品数量: 1  交易价格: 9000000
2025-09-03 16:42:46 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 九州履  物品数量: 1  交易价格: 9000000
2025-09-03 16:42:53 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 兽王腰带  物品数量: 1  交易价格: 9000000
2025-09-03 16:42:56 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 兽王腰带  物品数量: 1  交易价格: 9000000
2025-09-03 16:43:22 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 北斗七星剑  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:09 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 大宝剑  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:11 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 变异嘲风  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:13 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 变异元宝大王  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:15 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 变异巡游天神  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:16 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 胖子  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:18 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 变异雾中仙  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:19 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 变异幽冥书生  物品数量: 1  交易价格: 9000000
2025-09-03 17:10:21 出售人id: 393217 出售人userid: 98 出售人名字: 踏梦而来  购买人id: 819201  购买人userid: 202  购买人名字: 踏梦而来丶  物品名称: 小星  物品数量: 1  交易价格: 9000000
2025-09-03 17:37:47 出售人id: 327681 出售人userid: 82 出售人名字: 赫本  购买人id: 782337  购买人userid: 193  购买人名字: 千城  物品名称: 魔女发冠  物品数量: 1  交易价格: 2700000
2025-09-03 18:03:11 出售人id: 532481 出售人userid: 132 出售人名字: 龙太子头领  购买人id: 892929  购买人userid: 220  购买人名字: 柒丶月殇  物品名称: 超级大熊猫  物品数量: 1  交易价格: 1
2025-09-03 18:03:12 出售人id: 532481 出售人userid: 132 出售人名字: 龙太子头领  购买人id: 892929  购买人userid: 220  购买人名字: 柒丶月殇  物品名称: 超级九色鹿  物品数量: 1  交易价格: 1
2025-09-03 18:03:14 出售人id: 532481 出售人userid: 132 出售人名字: 龙太子头领  购买人id: 892929  购买人userid: 220  购买人名字: 柒丶月殇  物品名称: 超级神猴  物品数量: 1  交易价格: 1
2025-09-03 18:54:04 出售人id: 1028097 出售人userid: 254 出售人名字: iuhu  购买人id: 630785  购买人userid: 156  购买人名字: 小皮Q  物品名称: 变异苏摩罗  物品数量: 1  交易价格: 9
2025-09-03 19:02:48 出售人id: 819201 出售人userid: 202 出售人名字: 踏梦而来丶  购买人id: 393217  购买人userid: 98  购买人名字: 踏梦而来  物品名称: 北斗七星剑  物品数量: 1  交易价格: 387000000
2025-09-03 19:04:11 出售人id: 643073 出售人userid: 159 出售人名字: 醉射美人吟丶  购买人id: 966657  购买人userid: 238  购买人名字: 微笑  物品名称: 咕噜咕噜  物品数量: 1  交易价格: 100
2025-09-03 19:04:16 出售人id: 643073 出售人userid: 159 出售人名字: 醉射美人吟丶  购买人id: 966657  购买人userid: 238  购买人名字: 微笑  物品名称: 水灵兽  物品数量: 1  交易价格: 100
2025-09-03 19:05:17 出售人id: 983041 出售人userid: 242 出售人名字: 令狐立诚  购买人id: 479233  购买人userid: 119  购买人名字: 澹台衍  物品名称: 灵犀望月  物品数量: 1  交易价格: 1
2025-09-03 19:25:42 出售人id: 327681 出售人userid: 82 出售人名字: 赫本  购买人id: 921601  购买人userid: 227  购买人名字: 骆康复  物品名称: 九州履  物品数量: 1  交易价格: 2700000
2025-09-03 19:28:27 出售人id: 942081 出售人userid: 232 出售人名字: 钟离浩渺  购买人id: 1175553  购买人userid: 291  购买人名字: 刁楚  物品名称: 龙骨甲  物品数量: 1  交易价格: 100
2025-09-03 19:31:27 出售人id: 942081 出售人userid: 232 出售人名字: 钟离浩渺  购买人id: 1175553  购买人userid: 291  购买人名字: 刁楚  物品名称: 赤炎枪  物品数量: 1  交易价格: 1
2025-09-03 19:39:29 出售人id: 1175553 出售人userid: 291 出售人名字: 刁楚  购买人id: 942081  购买人userid: 232  购买人名字: 钟离浩渺  物品名称: 碧水青龙  物品数量: 1  交易价格: 270000000
2025-09-03 19:45:38 出售人id: 1175553 出售人userid: 291 出售人名字: 刁楚  购买人id: 552961  购买人userid: 137  购买人名字: 宋嘉容  物品名称: 乾坤帽  物品数量: 1  交易价格: 270000000
2025-09-03 20:07:53 出售人id: 1028097 出售人userid: 254 出售人名字: iuhu  购买人id: 630785  购买人userid: 156  购买人名字: 小皮Q  物品名称: 变异虎力大仙  物品数量: 1  交易价格: 90
2025-09-03 20:19:37 出售人id: 819201 出售人userid: 202 出售人名字: 踏梦而来丶  购买人id: 1060865  购买人userid: 262  购买人名字: 花和尚  物品名称: 无量经•精华  物品数量: 10  交易价格: 8999999
2025-09-03 20:26:21 出售人id: 643073 出售人userid: 159 出售人名字: 醉射美人吟丶  购买人id: 1253377  购买人userid: 310  购买人名字: 曹操  物品名称: 火灵兽  物品数量: 1  交易价格: 100
2025-09-03 20:47:50 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1036289  购买人userid: 256  购买人名字: 老白、  物品名称: 飞剑•精华  物品数量: 100  交易价格: 59999
2025-09-03 20:48:10 出售人id: 151553 出售人userid: 37 出售人名字: 子车茂实  购买人id: 61441  购买人userid: 17  购买人名字: 孤单寞冷  物品名称: 碧水青龙  物品数量: 1  交易价格: 1
2025-09-03 20:57:13 出售人id: 688129 出售人userid: 170 出售人名字: 卜晨  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 雷灵兽  物品数量: 1  交易价格: 100
2025-09-03 20:57:19 出售人id: 688129 出售人userid: 170 出售人名字: 卜晨  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 水灵兽  物品数量: 1  交易价格: 100
2025-09-03 21:12:47 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1085441  购买人userid: 269  购买人名字: 贝明珠  物品名称: 飞剑•精华  物品数量: 99  交易价格: 59999
2025-09-03 21:12:52 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1085441  购买人userid: 269  购买人名字: 贝明珠  物品名称: 飞剑•精华  物品数量: 1  交易价格: 60000
2025-09-03 21:13:49 出售人id: 524289 出售人userid: 130 出售人名字: 万俟睿范  购买人id: 61441  购买人userid: 17  购买人名字: 孤单寞冷  物品名称: 九州履  物品数量: 1  交易价格: 1
2025-09-03 21:20:05 出售人id: 61441 出售人userid: 17 出售人名字: 孤单寞冷  购买人id: 929793  购买人userid: 229  购买人名字: 鹿先生  物品名称: 变异元宝大王  物品数量: 1  交易价格: 800000
2025-09-03 21:33:23 出售人id: 1130497 出售人userid: 280 出售人名字: 彭于晏  购买人id: 1175553  购买人userid: 291  购买人名字: 刁楚  物品名称: 碧水青龙  物品数量: 1  交易价格: 9000000
2025-09-03 21:33:50 出售人id: 327681 出售人userid: 82 出售人名字: 赫本  购买人id: 1175553  购买人userid: 291  购买人名字: 刁楚  物品名称: 兽王腰带  物品数量: 1  交易价格: 6000000
2025-09-03 21:36:46 出售人id: 151553 出售人userid: 37 出售人名字: 子车茂实  购买人id: 311297  购买人userid: 78  购买人名字: HairT  物品名称: 乾坤帽  物品数量: 1  交易价格: 1
2025-09-03 21:37:56 出售人id: 1204225 出售人userid: 298 出售人名字: 陶飞航  购买人id: 311297  购买人userid: 78  购买人名字: HairT  物品名称: 兽王腰带  物品数量: 1  交易价格: 90000000
2025-09-03 21:40:16 出售人id: 1093633 出售人userid: 271 出售人名字: 朱教  购买人id: 1327105  购买人userid: 328  购买人名字: 小楼昨夜又春风  物品名称: 北斗七星剑  物品数量: 1  交易价格: 900
2025-09-03 21:40:48 出售人id: 151553 出售人userid: 37 出售人名字: 子车茂实  购买人id: 1327105  购买人userid: 328  购买人名字: 小楼昨夜又春风  物品名称: 兽王腰带  物品数量: 1  交易价格: 1
2025-09-03 21:41:17 出售人id: 1204225 出售人userid: 298 出售人名字: 陶飞航  购买人id: 1327105  购买人userid: 328  购买人名字: 小楼昨夜又春风  物品名称: 九州履  物品数量: 1  交易价格: 9000000
2025-09-03 21:41:28 出售人id: 675841 出售人userid: 166 出售人名字: 云望舒  购买人id: 1327105  购买人userid: 328  购买人名字: 小楼昨夜又春风  物品名称: 碧水青龙  物品数量: 1  交易价格: 90000
2025-09-03 21:42:42 出售人id: 151553 出售人userid: 37 出售人名字: 子车茂实  购买人id: 1327105  购买人userid: 328  购买人名字: 小楼昨夜又春风  物品名称: 龙骨甲  物品数量: 1  交易价格: 1
2025-09-03 21:43:26 出售人id: 1093633 出售人userid: 271 出售人名字: 朱教  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 北斗七星剑  物品数量: 1  交易价格: 900
2025-09-03 21:44:04 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1036289  购买人userid: 256  购买人名字: 老白、  物品名称: 飞剑•精华  物品数量: 100  交易价格: 59999
2025-09-03 21:45:03 出售人id: 745473 出售人userid: 184 出售人名字: jiuk  购买人id: 1196033  购买人userid: 296  购买人名字: 惊鸿。夜未央  物品名称: 灵髓玉  物品数量: 999  交易价格: 0
2025-09-03 21:46:29 出售人id: 745473 出售人userid: 184 出售人名字: jiuk  购买人id: 1196033  购买人userid: 296  购买人名字: 惊鸿。夜未央  物品名称: 灵髓玉  物品数量: 999  交易价格: 0
2025-09-03 21:51:05 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1204225  购买人userid: 298  购买人名字: 陶飞航  物品名称: 飞剑•精华  物品数量: 200  交易价格: 59999
2025-09-03 21:51:09 出售人id: 311297 出售人userid: 78 出售人名字: HairT  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 乾坤帽  物品数量: 1  交易价格: 900000
2025-09-03 21:51:45 出售人id: 892929 出售人userid: 220 出售人名字: 柒丶月殇  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 龙骨甲  物品数量: 1  交易价格: 6000000
2025-09-03 21:51:46 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1204225  购买人userid: 298  购买人名字: 陶飞航  物品名称: 飞剑•精华  物品数量: 46  交易价格: 59999
2025-09-03 21:52:27 出售人id: 397313 出售人userid: 99 出售人名字: 天煞  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 兽王腰带  物品数量: 1  交易价格: 6000000
2025-09-03 21:53:06 出售人id: 311297 出售人userid: 78 出售人名字: HairT  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 兽王腰带  物品数量: 1  交易价格: 9000000
2025-09-03 21:53:37 出售人id: 327681 出售人userid: 82 出售人名字: 赫本  购买人id: 1290241  购买人userid: 319  购买人名字: 破晓  物品名称: 九州履  物品数量: 1  交易价格: 5000000
2025-09-03 22:12:40 出售人id: 1040385 出售人userid: 257 出售人名字: 贯丘高朗  购买人id: 1359873  购买人userid: 338  购买人名字: 袁承教  物品名称: 变异绘舞天女  物品数量: 1  交易价格: 1
2025-09-03 22:12:48 出售人id: 1040385 出售人userid: 257 出售人名字: 贯丘高朗  购买人id: 1359873  购买人userid: 338  购买人名字: 袁承教  物品名称: 赤炎枪  物品数量: 1  交易价格: 1
2025-09-03 22:12:54 出售人id: 1040385 出售人userid: 257 出售人名字: 贯丘高朗  购买人id: 1359873  购买人userid: 338  购买人名字: 袁承教  物品名称: 乾坤帽  物品数量: 1  交易价格: 1
2025-09-03 22:37:36 出售人id: 1380353 出售人userid: 342 出售人名字: 飞流直下三千尺  购买人id: 1323009  购买人userid: 327  购买人名字: 赵日天  物品名称: 超级神牛  物品数量: 1  交易价格: 900000000
2025-09-03 22:39:30 出售人id: 1323009 出售人userid: 327 出售人名字: 赵日天  购买人id: 1380353  购买人userid: 342  购买人名字: 飞流直下三千尺  物品名称: 万灵果  物品数量: 1  交易价格: 200000000
2025-09-03 22:39:41 出售人id: 1323009 出售人userid: 327 出售人名字: 赵日天  购买人id: 1380353  购买人userid: 342  购买人名字: 飞流直下三千尺  物品名称: 万灵果  物品数量: 1  交易价格: 200000000
2025-09-03 22:39:45 出售人id: 1323009 出售人userid: 327 出售人名字: 赵日天  购买人id: 1380353  购买人userid: 342  购买人名字: 飞流直下三千尺  物品名称: 万灵果  物品数量: 1  交易价格: 200000000
2025-09-03 22:47:11 出售人id: 1060865 出售人userid: 262 出售人名字: 花和尚  购买人id: 1085441  购买人userid: 269  购买人名字: 贝明珠  物品名称: 降魔斗篷•精华  物品数量: 108  交易价格: 59999
2025-09-03 22:47:26 出售人id: 819201 出售人userid: 202 出售人名字: 踏梦而来丶  购买人id: 1085441  购买人userid: 269  购买人名字: 贝明珠  物品名称: 风袋•精华  物品数量: 1  交易价格: 9000000
