技能id,技能名称,图标编号,主动被动,短描述,技能描述,目标类型,魔法入口,评分,品质,低级名称,高级名称,超级名称,特殊名称,特殊名称1,技能消耗,消耗数量,消耗属性编号,摆摊是否显示
246064,高级土属性吸收(套装),347,1,让宝宝变强大的高级宠物技能书,"<T t=""有33%概率吸收土属性法术伤害，回复对应的气血。吸收失败也可减少土属性法术伤害的30%。"" c=""fffff2df""/>",1,0,200,2,,高级土属性吸收(套装),,,,无消耗,,-1,1
246065,高级雷属性吸收(套装),346,1,让宝宝变强大的高级宠物技能书,"<T t=""有33%概率吸收雷属性法术伤害，回复对应的气血。吸收失败也可减少雷属性法术伤害的30%。"" c=""fffff2df""/>",1,0,200,2,,高级雷属性吸收(套装),,,,无消耗,,-1,1
246066,高级鬼魂术(套装),350,1,让宝宝变强大的高级宠物技能书,"<T t=""死亡5回合后自动复活，不受异常状态影响。若有神佑技能不触发该效果。"" c=""fffff2df""/>",1,0,200,2,,高级鬼魂术(套装),,,,无消耗,,-1,1
246067,高级驱鬼(套装),351,1,让宝宝变强大的高级宠物技能书,"<T t=""对敌方拥有不死亡魂术单位的物理、法术伤害效果增加100%，并能将其打飞出场外。"" c=""fffff2df""/>",1,0,200,2,,高级驱鬼(套装),,,,无消耗,,-1,1
246068,高级隐身(套装),352,1,让宝宝变强大的高级宠物技能书,"<T t=""自动附加隐身状态3至5回合，隐身状态下物理伤害结果会降低15%，使用技能取消隐身状态。"" c=""fffff2df""/>",1,0,200,2,,高级隐身(套装),,,,无消耗,,-1,1
246069,高级感知(套装),353,1,让宝宝变强大的高级宠物技能书,"<T t=""能探知并攻击敌方隐身状态的单位，受到物理伤害时的格挡几率提高7%。"" c=""fffff2df""/>",1,0,200,2,,高级感知(套装),,,,无消耗,,-1,1
246070,高级永恒(套装),354,1,让宝宝变强大的高级宠物技能书,"<T t=""受到的增益状态持续回合数增加为原来的4倍。"" c=""fffff2df""/>",1,0,200,2,,高级永恒(套装),,,,无消耗,,-1,1
246071,高级精神集中(套装),355,1,让宝宝变强大的高级宠物技能书,"<T t=""可以抵御控制类异常状态，受到物理伤害时的格挡几率提高7%，但自己的物理伤害结果也会降低18%。"" c=""fffff2df""/>",1,0,200,2,,高级精神集中(套装),,,,无消耗,,-1,1
246072,高级毒(套装),357,1,让宝宝变强大的高级宠物技能书,"<T t=""普通物理攻击有22%概率使目标中毒，中毒状态下每回合损失10%气血和5%魔法，拥有高级毒技能的宠物对毒免疫（物理攻击中毒单位有15%几率被感染）"" c=""fffff2df""/>",1,0,200,2,,高级毒(套装),,,,无消耗,,-1,1
210531,凝魂,2756,1,统御技能,"<T t=""鬼魂召唤灵倒地时，有100%概率随机复活己方场上一只鬼魂召唤灵，恢复30%气血，全场生效一次。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210532,共患,2755,1,统御技能,"<T t=""召唤灵出场前3回合,召唤灵与主人相互分摊对方受到的30%伤害。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210533,挫骨,2754,1,统御技能,"<T t=""召唤灵击败一个目标后,下次物理攻击附加重伤效果,持续3回合。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210534,不屈,2753,1,统御技能,"<T t=""召唤灵出场的前两回合,血量临时提高50%，第二回合结束后扣除临时增加的血量值和气血上限,可能倒地或被击飞。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210535,硬化,2752,1,统御技能,"<T t=""拥有该技能的召唤灵，如果当前回合受到3次物理或法术伤害，则下回合减免20%受到的伤害结果。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210536,眷恋,2751,1,统御技能,"<T t=""当该召唤灵倒地时,为气血百分比最低的1个在场召唤灵回复自身气血上限的气血。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
210537,灵慧,2750,1,统御技能,"<T t=""被敌方单位击倒时,立即朝击倒自己的目标释放一次法术攻击。""c=""fffff2df""/>",1,0,400,6,,,,,,无消耗,,-1,
,下面是宠物门派技能,,,,,,,,,,,,,,,,,
290000,垫书1,2136,1,垫书,垫书1,4127,0,400,2,,,,,,无消耗,,-1,
290001,垫书2,2138,1,垫书,垫书2,4127,0,400,2,,,,,,无消耗,,-1,
290002,垫书3,2139,1,垫书,垫书3,4127,0,400,2,,,,,,无消耗,,-1,
290003,垫书4,2140,1,垫书,垫书4,4127,0,400,2,,,,,,无消耗,,-1,
290004,垫书5,2141,1,垫书,垫书5,4127,0,400,2,,,,,,无消耗,,-1,
290005,垫书6,2142,1,垫书,垫书6,4127,0,400,2,,,,,,无消耗,,-1,
290006,垫书7,2143,1,垫书,垫书7,4127,0,400,2,,,,,,无消耗,,-1,
290007,垫书8,2144,1,垫书,垫书8,4127,0,400,2,,,,,,无消耗,,-1,
290008,垫书9,2145,1,垫书,垫书9,4127,0,400,2,,,,,,无消耗,,-1,
290009,垫书10,2146,1,垫书,垫书10,4127,0,400,2,,,,,,无消耗,,-1,
290010,垫书11,2147,1,垫书,垫书11,4127,0,400,2,,,,,,无消耗,,-1,
290011,垫书12,2148,1,垫书,垫书12,4127,0,400,2,,,,,,无消耗,,-1,
290012,垫书13,2149,1,垫书,垫书13,4127,0,400,2,,,,,,无消耗,,-1,
290013,垫书14,2150,1,垫书,垫书14,4127,0,400,2,,,,,,无消耗,,-1,
290014,垫书15,2151,1,垫书,垫书15,4127,0,400,2,,,,,,无消耗,,-1,
290015,垫书16,2152,1,垫书,垫书16,4127,0,400,2,,,,,,无消耗,,-1,
290016,垫书17,2153,1,垫书,垫书17,4127,0,400,2,,,,,,无消耗,,-1,
290017,垫书18,2154,1,垫书,垫书18,4127,0,400,2,,,,,,无消耗,,-1,
290018,垫书19,2155,1,垫书,垫书19,4127,0,400,2,,,,,,无消耗,,-1,
290019,垫书20,2156,1,垫书,垫书20,4127,0,400,2,,,,,,无消耗,,-1,
290020,垫书21,2157,1,垫书,垫书21,4127,0,400,2,,,,,,无消耗,,-1,
290021,垫书22,2158,1,垫书,垫书22,4127,0,400,2,,,,,,无消耗,,-1,
290022,垫书23,2159,1,垫书,垫书23,4127,0,400,2,,,,,,无消耗,,-1,
290023,垫书24,2160,1,垫书,垫书24,4127,0,400,2,,,,,,无消耗,,-1,
290024,垫书25,2161,1,垫书,垫书25,4127,0,400,2,,,,,,无消耗,,-1,
290025,垫书26,2162,1,垫书,垫书26,4127,0,400,2,,,,,,无消耗,,-1,
290026,垫书27,2164,1,垫书,垫书27,4127,0,400,2,,,,,,无消耗,,-1,
290027,垫书28,2165,1,垫书,垫书28,4127,0,400,2,,,,,,无消耗,,-1,
290028,垫书29,2166,1,垫书,垫书29,4127,0,400,2,,,,,,无消耗,,-1,
290029,垫书30,2167,1,垫书,垫书30,4127,0,400,2,,,,,,无消耗,,-1,
