"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"6070103","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070104","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070105","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070106","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070107","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070108","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070109","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070110","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070111","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070112","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070113","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070114","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070115","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070116","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070117","130","phyattack_value","150","magicattack_value","170","medical_value","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","91","117","100","128","100","144","144","144","144","144","6000","3000","1000","0","0","105","189","115","207","115","231","231","231","231","231","6000","3000","1000","0","0"
"6070220","60","maxhp_value","140","defend_value","","","326","419","358","460","358","512","512","512","512","512","6000","3000","1000","0","0","101","130","111","143","111","159","159","159","159","159","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070221","60","maxhp_value","140","defend_value","","","326","419","358","460","358","512","512","512","512","512","6000","3000","1000","0","0","101","130","111","143","111","159","159","159","159","159","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070322","90","maxmp_value","140","defend_value","","","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","60","78","66","85","66","95","95","95","95","95","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070323","90","maxmp_value","140","defend_value","","","408","524","448","576","448","641","641","641","641","641","6000","3000","1000","0","0","60","78","66","85","66","95","95","95","95","95","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070424","150","magicattack_value","160","magicdef_value","","","112","144","123","158","123","176","176","176","176","176","6000","3000","1000","0","0","60","78","66","85","66","95","95","95","95","95","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070525","60","maxhp_value","140","defend_value","","","489","630","539","693","537","770","770","770","770","770","6000","3000","1000","0","0","40","52","44","57","44","63","63","63","63","63","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6070626","160","magicdef_value","200","speed_value","","","60","78","66","85","66","95","95","95","95","95","6000","3000","1000","0","0","46","83","50","91","50","102","102","102","102","102","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6080101","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080102","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080103","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080104","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080105","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080106","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080107","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080108","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
"6080109","130","phyattack_value","150","magicattack_value","170","medical_value","512","658","512","658","512","732","732","732","732","732","6000","3000","1000","0","0","115","148","115","148","115","165","165","165","165","165","6000","3000","1000","0","0","132","237","132","237","132","264","264","264","264","264","6000","3000","1000","0","0"
