ID,提示对话框类型,提示内容,备注
144774,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",
144784,1,请输入账号密码后再登陆。,
144798,1,此功能尚未开放，敬请期待。,
144801,1,你的银币不足。,
144806,1,你已成为队长！,
144808,1,该账号已在另一台设备登陆，你被迫下线，请注意账号安全。,
144815,1,您的等级不符合道具要求，请确认后再使用。,
144817,1,"<T t=""$parameter1$"" c=""ff00c6ff"" f=""simhei-13""></T><T t=""申请入队，请查看。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""123""></E>",
144838,1,您的任务失败或已超时，请离开副本重新接取任务。,
144839,1,该副本不是您的副本，请离开副本后重新进入。,
144840,1,组队模式人数不得少于3人。,
144841,1,你不是队长或没有接到任务，无法进入战斗。,
144846,1,您当前处于暂离状态，无法进入梦境。（需单人或组队状态即可进入。）,
144852,12,"<T t=""第"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""$parameter$"" c=""FF33FF00"" f=""simhei-11""></T><T t=""关：挑战"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""$parameter2$"" c=""ff33ff00"" f=""simhei-11""></T>",秘境降妖提示
144865,1,您已经领取过该奖励。,
144875,1,你的包裹已满，请先清理包裹。,
144876,2,回答正确，你真是很厉害！,
144877,2,你的答案不对啊。,
144879,1,战斗中不能使用该功能。,
144883,1,组队状态不能进入秘境降妖，请独自前往。,
144906,1,您的宠物栏已满，请先放生部分宠物。,
144915,1,您的背包已满，摘除失败。,
144920,1,请在我的伙伴界面选择想要添加技能的伙伴，并点击空的技能栏。,
144923,1,你身上已经有任务了。,
144948,1,当前状态无法接受系统拉人。,
144949,1,由于您的包裹已满，未能获得本次奖励，请及时清理包裹或扩充包裹栏。,
144956,1,MainControlDlg/back/pack,
144962,1,对不起，你输入的序列号无效或已作废。,
144965,1,背包空间不足。,
144987,1,该玩家正在战斗中，无法进行切磋！,
144999,1,该玩家刚刚结束战斗，请稍候再尝试。,
145000,1,参与切磋的玩家需要等级达到20级。,
145001,1,该玩家已离线或处于切磋状态，无法邀请。,
145005,1,你身上的银币不够，无法创建帮派哦！,
145006,4,"<T t=""热烈庆贺"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""的帮派"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""创建成功！大家一起恭贺他吧！"" c=""fffff2df""></T>",
145008,1,你已经申请过该帮派了，请耐心等待！,
145009,1,"<T t=""你已成功申请加入""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派，请耐心等待对方答复或联系其帮主。""></T>",
145011,1,你的帮派人数已满，暂时无法新增成员！,
145012,1,对方拒绝了你的邀请。,
145013,1,只有帮主/副帮主才能发布群消息。,
145018,1,不能对自己进行操作。,
145020,1,请先撤销原来的副帮主再来任命吧！,
145023,7,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""任命"" c=""fffff2df""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""为"" c=""fffff2df""></T><T t=""$parameter3$"" c=""FF0caf08""></T><T t=""，大家热烈欢迎！"" c=""fffff2df""></T>",
145025,1,输入信息为空或者含有非法字符。,
145026,5,退出帮派之后你的帮派贡献将被冻结，之后可以在帮派总管处进行解冻，你确定要退出帮派么？,
145027,1,你已经成功退出帮派。,
145028,7,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""离开了帮派。"" c=""fffff2df""></T>",
145034,5,玩家[colour='ff00c6ff']$parameter1$[colour='fffff2df']邀请你加入[colour='FF0caf08']$parameter2$[colour='fffff2df']帮派，是否接受邀请？,
145045,1,你申请的队伍已经满员了。,
145048,1,活动已经结束了，下次请务必要趁早啊！,
145049,1,想要领取该奖励至少需要有一笔历史充值。,
145050,1,在PVP地图不能与不同阵营的玩家组队。,
145057,5,是否要花费[colour='ffffe600']$parameter1$[colour='fffff2df']仙玉增加一次挑战机会？,
145059,5,您已经拥有不同种类的V特权，更换特权后，剩余时间将等价转化为[colour='ffffe600']$parameter1$[colour='fffff2df']仙玉返还至包裹，是否确定购买？,
145068,1,"<T t=""成功创建帮派！"" c=""fffff2df""></T>",
145071,1,你已经领取过同类型礼包。,
145074,1,更改宗旨成功！,
145075,5,退出帮派后，该帮派将被解散，你确定要退出帮派吗？,
145076,1,只有队长才可以调整队伍阵法,
145077,1,你还没有加入任何帮派，请先加入或创建一个帮派吧！,帮派提示
145088,1,请输入2-5个汉字！,
145091,1,请输入帮派宗旨~,
145092,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""已被成功任命为""></T><T t=""$parameter2$"" c=""FF0caf08""></T>",
145096,1,驱逐成功！,
145099,1,队员正在投票中，请稍侯……,
145104,1,战斗中不能进行此操作。,
145105,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""已经是""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""了，无法再任命！""></T>",
145107,1,你已成功发布了群消息。,
145109,1,"<T t=""邀请成功，玩家""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""已进入申请列表等候结果！""></T>",
145112,1,最多输入50个汉字！,
145114,1,你已经有帮派了，无法申请。,
145115,1,对方已经有帮派了，无法邀请。,
145116,1,"<T t=""玩家""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""已经加入其它帮派了！""></T>",
145117,5,你确定要将[colour='FF0caf08']$parameter1$[colour='fffff2df']驱逐出帮派吗？,
145123,1,组队状态无法放弃任务，请离队后再试。,
145130,12,"<T t=""已在等待列表中"" c=""FF0caf08""></T>",
145131,12,"<T t=""不在等待列表中"" c=""FF0caf08""></T>",
145132,1,您的等级不足以进入该副本。,
145148,1,已经有人挑战了这个目标了，再找一个吧。,
145149,1,您邀请的玩家已经退出等待列表，请刷新列表。,
145152,1,已成功给$parameter1$发放$parameter2$仙玉。,
145153,1,发放仙玉失败。,
145154,1,"<T t=""恭喜您充值成功，获得""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉。""></T>",
145202,5,提示出错了,
145221,1,宠物最多只能携带6个主动技能。,
145222,1,宠物技能格已满，无法新增技能。,
145249,1,当前状态无法跳转地图。,
145261,1,"<T t=""阵营战队伍人数不能超过""></T><T t=""3"" c=""FF0caf08""></T><T t=""人。""></T>",
145324,1,"<T t=""你使用了一张变身卡，变身为""></T><T t=""$parameter1$"" c=""ffffe600""></T><T t=""，获得了""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""分钟的变身时间，快点和小伙伴们享受这欢乐时光吧！""></T>",
145325,1,您的等级不符合该兑换码的兑换等级，请核实兑换需求。,
145344,1,请输入玩家数字ID。,
145345,1,未找到此ID对应的玩家。,
145346,1,该道具今日的余存不足，请您明日再来。,
145347,1,请不要搜索自己！,
145349,1,设置密码成功!,
145351,1,解锁成功。,
145352,1,您输入的密码错误，解锁失败。,
145354,1,您输入的旧密码不正确，请再次输入。,
145356,1,修改密码成功！,
145357,1,您的安全锁已经取消。,
145358,1,您输入的密码不正确，请再次输入。,
145359,1,您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。,
145360,1,您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。,
145361,1,您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。,
145362,1,您已经处于强行解锁队列，请勿再次点击强行解锁。,
145371,1,您的阵法被克制，效果降低。,
145372,1,申请强行解锁成功。,
145382,1,您的安全锁已经强行解锁成功。,
145390,1,等级不足，不能使用该功能。,
145415,1,"<T t=""当前秘境与自身等级不符，将不会获得"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""奖励"" c=""FF33FF00"" f=""simhei-13""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-13""></T>",
145419,7,<T t='$parameter1$' c='ff00c6ff'/><T t='因' c='fffff2df'/><T t='$parameter2$' c='FF0caf08'/><T t='被踢出了帮派。' c='fffff2df'/>,
145492,1,"<T t=""该道具只能在"" c=""FF0caf08""></T><T t=""$parameter1$"" c=""ffffff33""></T><T t=""年"" c=""ffffff33""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""月"" c=""ffffff33""></T><T t=""$parameter3$"" c=""ffffff33""></T><T t=""日"" c=""ffffff33""></T><T t=""0点后使用！"" c=""FF0caf08""></T>",
145496,1,不到$parameter1$级的小货色还是别来送死了!,
145622,1,"<T t=""对方没有曾用名""></T>",
145624,2,"<T t=""新名字将在您下次登录时生效""></T>",
145625,1,"<T t=""曾用名：""></T><T t=""$parameter1$"" c=""ff00c6ff""></T>",
145627,1,"<T t=""名字过长或过短！""></T>",
145660,1,您已经将$parameter1$加入屏蔽列表,
145661,1,该玩家已经在您的屏蔽列表中,
145662,1,最多可屏蔽20人，请移除部分玩家再屏蔽,
145663,1,您确定将$parameter1$从屏蔽列表中移除吗？,
145664,1,您已经将$parameter1$从屏蔽列表中移除,
145665,1,此人在您的屏蔽列表中，无法执行此操作,
145677,1,11级即可开启好友交互功能。,
145710,1,"<T t=""恭喜您战胜了"" c=""fffff2df""/><T t=""$parameter1$"" c=""ff00c6ff""/>",
145711,1,"<T t=""很遗憾您败给了"" c=""fffff2df""/><T t=""$parameter1$"" c=""ff00c6ff""/>",
145713,1,提示出错了,
145740,1,队伍人数已满。,
145771,1,不在活动时间内！,
145773,5,[colour='ffffff33']$parameter1$[colour='fffff2df']将要带队前往[colour='ffffff33']$parameter2$（PVP区域）[colour='fffff2df']是否跟随前去？,
145872,1,角斗场下方不知何人正在偷袭你，比试结束。,
145890,1,您要追踪的玩家不在线，请等待其上线再进行追踪,
145892,1,您当前没有追踪道具，可在商城中购买,
145946,1,你的仓库已满了，不能存入物品啦！,
145948,1,此功能50级才开启哦！,
145950,1,你的包裹已经满了，不能取出物品啦！,
146110,1,当前没有战斗，不能观战,
146113,1,您的剩余次数不足，充值即可获得更多机会！,
146130,1,您输入的名称或ID不是很准确哦，请重新输入！,
146182,1,"<T t=""该道具只能在"" c=""FF0caf08""></T><T t=""$parameter1$"" c=""ffffff33""></T><T t=""年"" c=""ffffff33""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""月"" c=""ffffff33""></T><T t=""$parameter3$"" c=""ffffff33""></T><T t=""日"" c=""ffffff33""></T><T t=""前使用！请您手动摧毁该过期道具！"" c=""FF0caf08""></T>",
146238,1,只能输入字母、汉字，含有非法字符或者为纯数字命名则不能创建。,
146331,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在等级排行榜上偷看您的装备""></T>",
146368,1,"<T t=""感谢您对我叫MT3的支持，您获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉的历史充值回馈，请查收！"" c=""fffff2df""></T>",
146388,1,师父的等级不满足80级，还不可以收徒哦~,
146389,1,拜师可是需要两个人的哦，一师一徒~,
146390,1,您当前还在师父门下，没有出师，怎么可以收徒呢？,
146391,1,您当前等级所收徒弟数目已满，不能再收徒了,
146392,1,您的徒弟当前有福利关系，不能拜您为师！,
146393,1,强行罢师后，必须超过24小时才能再次拜师！,
146394,1,徒弟背包内没有拜师酒，不能进行拜师仪式~,
146395,1,您的等级高于60级，不可以领取拜师酒了~,
146396,1,您的背包内已有拜师酒，不能再次领取了！,
146397,1,您当前不是师父，无法罢免徒弟~,
146398,1,进行出师仪式时，需要福利组队相互点评后才能完成出师。,
146399,1,当前徒弟等级没有到达60级，无法出师！,
146400,1,您二人不是福利关系！,
146401,1,"<T t=""恭喜您获得了""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""点师德值！""></T>",
146402,1,"<T t=""徒弟可拜师的等级是""></T><T t=""25级"" c=""FF33FF33""></T><T t=""到""></T><T t=""59级"" c=""FF33FF33""></T><T t=""。""></T>",
146403,1,您当前不符合条件，无法进行此项操作！,
146404,1,"<T t=""您已经成功罢黜了徒弟""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""。""></T>",
146405,1,"<T t=""您已经成功罢黜了师父""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""。""></T>",
146419,1,您二人不是好友关系，无法拜师！,
146426,1,该玩家当前没有参战宠物,
146431,1,进行出师仪式时必须要师父带队，否则无法进行出师仪式哦！,
146456,1,您仙玉数额不足，无法罢徒。,
146486,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""不同意拜您为师。""></T>",
146500,1,"<T t=""已经向""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""发出了收徒邀请。""></T>",
146501,1,主人不在线，宠物在休息（离线数据）,
150001,1,当前等级只能出战$parameter1$只宠物,
150011,5,本日首次切换加点方案免费，是否继续,加点方案首次切换提示
150012,5,你是否花费$parameter1$银币切换加点方案,加点方案非首次切换提示
150013,1,等级达到$parameter1$级才可以洗点,洗点等级不足提示
150014,1,$parameter1$级解锁第$parameter2$套方案,加点方案未解锁提示
150015,1,可重置属性点为0,洗点无属性点时提示
150016,1,不能高于人物等级10级以上,生活技能升级人物等级不足提示
150017,1,帮派贡献不足，无法学习技能。帮派贡献可以通过帮派任务获得。,生活技能帮派贡献不足提示
150018,1,洗点成功，$parameter1$重置$parameter2$点,洗点成功提示
150019,1,洗点成功，全属性重置,洗点成功全属性重置
150020,1,$parameter1$数量不足,洗点道具不足提示
150021,1,等级设置错误,组队提示
150022,1,等级不符合,组队提示
150023,1,没有设置目标,组队提示
150024,1,队伍人数已满,组队提示
150025,1,已经在匹配中,组队提示
150026,1,活动暂未开放,组队提示
150027,1,你没有加入帮派,组队提示
150028,1,请稍后再喊，距离下一次喊话$parameter1$秒,组队提示
150029,1,"<T t=""就你一人咋暂离！"" c=""fffff2df"" f=""simhei-13""></T><E e=""166""></E>",组队队长暂离提示
150030,1,"<T t=""处于组队状态，无法传送"" c=""fffff2df"" f=""simhei-13""></T>",组队队员点击地图传送提示
150031,1,"<T t=""请战斗结束后操作"" c=""fffff2df"" f=""simhei-13""></T>",组队提示
150032,1,队长战斗中无法离队,组队队长战斗离队提示
150033,1,已离队，战斗结束后生效,组队队员战斗离队提示
150034,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""已经成为队长"" c=""fffff2df""></T>",组队提示
150035,1,队伍已不存在,组队提示
150036,1,$parameter1$已有队伍,组队提示
150037,1,$parameter1$已离线,组队提示
150038,1,开始自动匹配，请稍后,组队提示
150039,1,已取消自动匹配,组队提示
150040,1,出战宠物不能放生，请先设为休息,宠物提示
150041,1,"<T t=""你已申请加入"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""队伍"" c=""fffff2df""></T>",组队申请操作提示
150042,1,[colour='fffff2df']每只宠物的前两次重置免费，当前是第[colour='FF0caf08']$parameter1$[colour='fffff2df']次，重置后所有已分配的属性将变为潜力点，确认要重新分配吗？,宠物提示
150043,1,[colour='fffff2df']当前是第[colour='FF0caf08']$parameter1$[colour='fffff2df']次，消耗[colour='ff000000']$parameter2$[colour='fffff2df']银币，重置后所有已分配的属性将变为潜力点，确认要重新分配吗？,宠物提示
150044,1,宠物属性重置成功,宠物提示
150045,1,"<I s='ccui' i='xiangyunx'></I><T t="" 使用"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-12""></T><T t=""洗炼，洗炼后将有如下变化"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""："" c=""FFFFF2DF"" f=""simhei-12""></T><B></B><T t="" "" c=""FFFFF2DF"" f=""simhei-13""></T><B></B><T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t="" 资质和成长重新刷新"" c=""FFFFF2DF"" f=""simhei-12""></T><B></B><T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t="" 技能重新刷新、等级重新变为0级"" c=""FFFFF2DF"" f=""simhei-12""></T><B></B><T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t="" 有几率获得相应变异宠物"" c=""FFFFF2DF"" f=""simhei-12""></T><B></B><T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t="" 根据次数触发多技能保底"" c=""FFFFF2DF"" f=""simhei-12""></T>",宠物提示
