"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"120024","灵威","灵威","杯弓蛇影：增加人物物理抗暴","2392","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","21","灵威","灵威","灵威","灵威","灵威","灵威","灵威","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120025","顺势而为","顺势而为","换斗移星：增加人物法术伤害","2393","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","22","顺势而为","顺势而为","顺势而为","顺势而为","顺势而为","顺势而为","顺势而为","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120026","灵咒","灵咒","千里神行：增加人物速度","2394","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","23","灵咒","灵咒","灵咒","灵咒","灵咒","灵咒","灵咒","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120027","必果","必果","气血方刚：增加人物气血","2395","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","24","必果","必果","必果","必果","必果","必果","必果","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120028","精炼","精炼","铜墙铁壁：增加人物物理防御","2396","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","25","精炼","精炼","精炼","精炼","精炼","精炼","精炼","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120029","幻变","幻变","救死扶伤：增加人物治疗强度","2397","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","26","幻变","幻变","幻变","幻变","幻变","幻变","幻变","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120030","专神","专神","杯弓蛇影：增加人物物理抗暴","2398","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","27","专神","专神","专神","专神","专神","专神","专神","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120031","碎甲","碎甲","气血方刚：增加人物气血","2399","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","28","碎甲","碎甲","碎甲","碎甲","碎甲","碎甲","碎甲","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120032","拘灵散修","拘灵散修","救死扶伤：增加人物治疗强度，挂金封印：增加人物封印命中","2380","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","29","拘灵散修","拘灵散修","拘灵散修","拘灵散修","拘灵散修","拘灵散修","拘灵散修","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"130000","变身","变身","三位大王从百兽生死相搏中领悟到的高超武艺。","33","-1","0","0","无消耗","-1","0","0","","1","1","","三位大王从百兽生死相搏中领悟到的高超武艺。大幅度增加物理暴击几率！","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","0","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","狮驼岭基础技能。变身状态下提升物理暴击，是释放鹰击，狮搏，连环击的前提。战斗开始前自动释放一次。","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","增加变身状态的物理暴击效果。永久增加角色的物理伤害","1","60","90","200","200","200","200"
"130001","鹰击","鹰击","三大王所创绝技，振翅千里发动攻击，敌人避之不及。","34","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","三大王所创绝技，振翅千里发动攻击，敌人避之不及。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","1","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","变身状态下，攻击多个目标，下回合休息。非变身状态，使用变身。","增加使用时的伤害，50级可攻击4个单位。","增加使用时的伤害，70级可攻击5个单位。","增加使用时的伤害，90级可攻击6个单位。","增加使用时的伤害，90级可攻击6个单位。","增加使用时的伤害，90级可攻击6个单位。","增加使用时的伤害，90级可攻击6个单位。","增加使用时的伤害，90级可攻击6个单位。","增加使用时的伤害，90级可攻击6个单位。","1","50","70","90","200","200","200"
"130002","狮搏","狮搏","大大王所创绝技，钢齿钢牙，号令万兽无所不从。","35","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","大大王所创绝技，钢齿钢牙，号令万兽无所不从。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","2","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","变身状态下，对目标进行强有力的攻击。非变身状态，使用变身。","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","1","200","200","200","200","200","200"
"130003","魔息术","魔息术","以兽王之威，吸纳百兽精魄，恢复精神。","36","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","以兽王之威，吸纳百兽精魄，恢复精神。","为己方4个单位附加状态，回复魔法。持续4回合。","3","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","为己方4个单位附加状态，回复魔法。持续4回合。","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","永久增加角色的速度","1","60","90","200","200","200","200"
"130004","象形","象形","二大王所创绝技，化鼻为索，让敌人束手待毙。","37","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","二大王所创绝技，化鼻为索，让敌人束手待毙。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","4","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","对目标进行攻击并使目标进入封印状态1回合，使用休息1回合。","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","1","200","200","200","200","200","200"
