id,名称,物品id1,物品id1权重,物品id2,物品id2权重,物品id3,物品id3权重,物品id4,物品id4权重,物品id5,物品id5权重,物品id6,物品id6权重,物品id7,物品id7权重,物品id8,物品id8权重,物品id9,物品id9权重,物品id10,物品id10权重,物品id11,物品id11权重,物品id12,物品id12权重,物品id13,物品id13权重,物品id14,物品id14权重,物品id15,物品id15权重,物品id16,物品id16权重,物品id17,物品id17权重,物品id18,物品id18权重,物品id19,物品id19权重,物品id20,物品id20权重,物品id21,物品id21权重,物品id22,物品id22权重,物品id23,物品id23权重,物品id24,物品id24权重,物品id25,物品id25权重,物品id26,物品id26权重,物品id27,物品id27权重,物品id28,物品id28权重,物品id29,物品id29权重,物品id30,物品id30权重,物品id31,物品id31权重,物品id32,物品id32权重,物品id33,物品id33权重,物品id34,物品id34权重,物品id35,物品id35权重,物品id36,物品id36权重,物品id37,物品id37权重,物品id38,物品id38权重,物品id39,物品id39权重,物品id40,物品id40权重,物品id41,物品id41权重,物品id42,物品id42权重,物品id43,物品id43权重,物品id44,物品id44权重,物品id45,物品id45权重,物品id46,物品id46权重,物品id47,物品id47权重,物品id48,物品id48权重,物品id49,物品id49权重,物品id50,物品id50权重,物品id51,物品id51权重,物品id52,物品id52权重,物品id53,物品id53权重,物品id54,物品id54权重,物品id55,物品id55权重,物品id56,物品id56权重,物品id57,物品id57权重,物品id58,物品id58权重,物品id59,物品id59权重,物品id60,物品id60权重,物品id61,物品id61权重,物品id62,物品id62权重,物品id63,物品id63权重,物品id64,物品id64权重,物品id65,物品id65权重,物品id66,物品id66权重,物品id67,物品id67权重,物品id68,物品id68权重,物品id69,物品id69权重,物品id70,物品id70权重,物品id71,物品id71权重,物品id72,物品id72权重,物品id73,物品id73权重,物品id74,物品id74权重,物品id75,物品id75权重,物品id76,物品id76权重,物品id77,物品id77权重,物品id78,物品id78权重
200318,130无级别宝箱,9130101,100,9130102,100,9130103,100,9130104,100,9130105,100,9130106,100,9130107,100,9130108,100,9130109,100,9130110,100,9130207,100,9130208,100,9130309,100,9130310,100,9130411,100,9130512,100,9130613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200319,140无级别宝箱,9140101,100,9140102,100,9140103,100,9140104,100,9140105,100,9140106,100,9140107,100,9140108,100,9140109,100,9140110,100,9140207,100,9140208,100,9140309,100,9140310,100,9140411,100,9140512,100,9140613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200320,150无级别宝箱,9150101,100,9150102,100,9150103,100,9150104,100,9150105,100,9150106,100,9150107,100,9150108,100,9150109,100,9150110,100,9150207,100,9150208,100,9150309,100,9150310,100,9150411,100,9150512,100,9150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200321,13级宝石箱子,35109,100,35110,100,35111,100,35112,100,35113,100,35114,100,35115,100,35116,100,35117,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200322,14级宝石箱子,35118,100,35119,100,35120,100,35121,100,35122,100,35123,100,35124,100,35125,100,35126,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200323,15级宝石箱子,35127,100,35128,100,35129,100,35130,100,35131,100,35132,100,35133,100,35134,100,35135,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200324,16级宝石箱子,35136,100,35137,100,35138,100,35139,100,35140,100,35141,100,35142,100,35143,100,35144,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200325,17级宝石箱子,35145,100,35146,100,35147,100,35148,100,35149,100,35150,100,35151,100,35152,100,35153,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200326,18级宝石箱子,35154,100,35155,100,35156,100,35157,100,35158,100,35159,100,35160,100,35161,100,35162,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200327,19级宝石箱子,35163,100,35164,100,35165,100,35166,100,35167,100,35168,100,35169,100,35170,100,35171,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200328,20级宝石箱子,35172,100,35173,100,35174,100,35175,100,35176,100,35177,100,35178,100,35179,100,35180,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200329,21级宝石箱子,35181,100,35182,100,35183,100,35184,100,35185,100,35186,100,35187,100,35188,100,35189,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200330,22级宝石箱子,35190,100,35191,100,35192,100,35193,100,35194,100,35195,100,35196,100,35197,100,35198,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200331,23级宝石箱子,35199,100,35200,100,35201,100,35202,100,35203,100,35204,100,35205,100,35206,100,35207,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200332,24级宝石箱子,35208,100,35209,100,35210,100,35211,100,35212,100,35213,100,35214,100,35215,100,35216,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200333,25级宝石箱子,35217,100,35218,100,35219,100,35220,100,35221,100,35222,100,35223,100,35224,100,35225,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200334,26级宝石箱子,35226,100,35227,100,35228,100,35229,100,35230,100,35231,100,35232,100,35233,100,35234,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200335,27级宝石箱子,35235,100,35236,100,35237,100,35238,100,35239,100,35240,100,35241,100,35242,100,35243,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200336,28级宝石箱子,35244,100,35245,100,35246,100,35247,100,35248,100,35249,100,35250,100,35251,100,35252,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200337,29级宝石箱子,35253,100,35254,100,35255,100,35256,100,35257,100,35258,100,35259,100,35260,100,35261,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200338,30级宝石箱子,35262,100,35263,100,35264,100,35265,100,35266,100,35267,100,35268,100,35269,100,35270,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200340,金币2万以内,333093,100,333094,100,333095,100,333096,300,333097,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200341,500荣誉,340166,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200342,150无级别宝箱,9150101,100,9150102,100,9150103,100,9150104,100,9150105,100,9150106,100,9150107,100,9150108,100,9150109,100,9150110,100,9150207,100,9150208,100,9150309,100,9150310,100,9150411,100,9150512,100,9150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200343,孩子技能书,311093,100,311094,100,311095,100,311096,100,311097,100,311098,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200344,神器大礼包160级,9160101,100,9160102,100,9160103,100,9160104,100,9160105,100,9160106,100,9160107,100,9160108,100,9160109,100,9160110,100,9160207,100,9160208,100,9160309,100,9160310,100,9160411,100,9160512,100,9160613,100,340823,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200345,装备道具,340159,100,340160,100,340239,300,340169,1000,340155,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200347,洞察善恶重铸武魂战神纸鸢,340159,100,340160,100,311091,100,311092,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200348,金币坐骑限量150的装备箱子,333093,100,333094,100,333095,100,333096,100,333097,100,331416,100,331417,100,331414,100,340153,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200349,附加天罡地煞星,200351,100,200352,100,200353,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200350,神器160武器加15宝石,9160101,100,9160102,100,9160103,100,9160104,100,9160105,100,9160106,100,9160107,100,9160108,100,9160109,100,9160110,100,9160207,100,9160208,100,9160309,100,9160310,100,9160411,100,9160512,100,9160613,100,35253,10,35254,10,35255,10,35256,10,35257,10,35258,10,35259,10,35260,10,35261,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200351,地煞掉落100-150装备,9120101,100,9120102,100,9120103,100,9120104,100,9120105,100,9120106,100,9120107,100,9120108,100,9120109,100,9120110,100,9120207,100,9120208,100,9120309,100,9120310,100,9120411,100,9120512,100,9120613,100,9130101,100,9130102,100,9130103,100,9130104,100,9130105,100,9130106,100,9130107,100,9130108,100,9130109,100,9130110,100,9130207,100,9130208,100,9130309,100,9130310,100,9130411,100,9130512,100,9130613,100,9140101,100,9140102,100,9140103,100,9140104,100,9140105,100,9140106,100,9140107,100,9140108,100,9140109,100,9140110,100,9140207,100,9140208,100,9140309,100,9140310,100,9140411,100,9140512,100,9140613,100,9150101,100,9150102,100,9150103,100,9150104,100,9150105,100,9150106,100,9150107,100,9150108,100,9150109,100,9150110,100,9150207,100,9150208,100,9150309,100,9150310,100,9150411,100,9150512,100,9150613,100,,,,,,,,,,,,,,,,,,,,
200352,附加天罡地煞星,8110114,100,8110115,100,8110116,100,8110117,100,8110118,100,8110119,100,8110220,100,8110221,100,8110322,100,8110323,100,8110424,100,8110525,100,8110626,100,8140114,100,8140115,100,8140116,100,8140117,100,8140118,100,8140119,100,8140220,100,8140221,100,8140322,100,8140323,100,8140424,100,8140525,100,8140626,100,8270220,100,8270221,100,8270322,100,8270323,100,8270424,100,8270525,100,8270626,100,8280220,100,8280221,100,8280322,100,8280323,100,8280424,100,8280525,100,8280626,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200353,附加天罡地煞星,8120114,100,8120115,100,8120116,100,8120117,100,8120118,100,8120119,100,8120220,100,8120221,100,8120322,100,8120323,100,8120424,100,8120525,100,8120626,100,8150114,100,8150115,100,8150116,100,8150117,100,8150118,100,8150119,100,8150220,100,8150221,100,8150322,100,8150323,100,8150424,100,8150525,100,8150626,100,8300220,100,8300221,100,8300322,100,8300323,100,8300424,100,8300525,100,8300626,100,8290220,100,8290221,100,8290322,100,8290323,100,8290424,100,8290525,100,8290626,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200354,50声望+灵饰+50荣誉,340161,100,8590614,1,8590615,1,8590616,1,8590617,1,8590618,1,8590619,1,8590620,1,8590621,1,8590622,1,8590623,1,8590624,1,8590625,1,8590626,1,8590627,1,8590628,1,8590629,1,8590630,1,8590631,1,8590632,1,8590633,1,8590634,1,8590635,1,8590636,1,8590637,1,8590638,1,8590639,1,8590640,1,8590641,1,8590642,1,8590643,1,8590644,1,8590645,1,8590646,1,8590647,1,8590648,1,8590649,1,8590650,1,8590651,1,8590652,1,8590653,1,8590654,1,8590655,1,8590656,1,8590657,1,8590658,1,8590659,1,8590660,1,8590661,1,8590662,1,8590663,1,8590664,1,8590665,1,8590666,1,8590667,1,8590668,1,8590669,1,8590670,1,8590671,1,8590672,1,8590673,1,8590674,1,8590675,1,8590676,1,8590677,1,340168,100,,,,,,,,,,,,,,,,,,,,,,,,
200355,150声望+灵饰,340162,100,8590678,1,8590679,1,8590680,1,8590681,1,8590682,1,8590683,1,8590684,1,8590685,1,8590686,1,8590687,1,8590688,1,8590689,1,8590690,1,8590691,1,8590692,1,8590693,1,8590694,1,8590695,1,8590696,1,8590697,1,8590698,1,8590699,1,8590700,1,8590701,1,8590702,1,8590703,1,8590704,1,8590705,1,8590706,1,8590707,1,8590708,1,8590709,1,8590710,1,8590711,1,8590712,1,8590713,1,8590714,1,8590715,1,8590716,1,8590717,1,8590718,1,8590719,1,8590720,1,8590721,1,8590722,1,8590723,1,8590724,1,8590725,1,8590726,1,8590727,1,8590728,1,8590729,1,8590730,1,8590731,1,8590732,1,8590733,1,8590734,1,8590735,1,8590736,1,8590737,1,8590738,1,8590739,1,8590740,1,8590741,1,,,,,,,,,,,,,,,,,,,,,,,,,,
200356,250声望+灵饰,340163,100,8590742,1,8590743,1,8590744,1,8590745,1,8590746,1,8590747,1,8590748,1,8590749,1,8590750,1,8590751,1,8590752,1,8590753,1,8590754,1,8590755,1,8590756,1,8590757,1,8590758,1,8590759,1,8590760,1,8590761,1,8590762,1,8590763,1,8590764,1,8590765,1,8590766,1,8590767,1,8590768,1,8590769,1,8590770,1,8590771,1,8590772,1,8590773,1,8590774,1,8590775,1,8590776,1,8590777,1,8590778,1,8590779,1,8590780,1,8590781,1,8590782,1,8590783,1,8590784,1,8590785,1,8590786,1,8590787,1,8590788,1,8590789,1,8590790,1,8590791,1,8590792,1,8590793,1,8590794,1,8590795,1,8590796,1,8590797,1,8590798,1,8590799,1,8590800,1,8590801,1,8590802,1,8590803,1,8590804,1,8590805,1,,,,,,,,,,,,,,,,,,,,,,,,,,
200357,500声望+灵饰,340164,100,8590806,1,8590807,1,8590808,1,8590809,1,8590810,1,8590811,1,8590812,1,8590813,1,8590814,1,8590815,1,8590816,1,8590817,1,8590818,1,8590819,1,8590820,1,8590821,1,8590822,1,8590823,1,8590824,1,8590825,1,8590826,1,8590827,1,8590828,1,8590829,1,8590830,1,8590831,1,8590832,1,8590833,1,8590834,1,8590835,1,8590836,1,8590837,1,8590838,1,8590839,1,8590840,1,8590841,1,8590842,1,8590843,1,8590844,1,8590845,1,8590846,1,8590847,1,8590848,1,8590849,1,8590850,1,8590851,1,8590852,1,8590853,1,8590854,1,8590855,1,8590856,1,8590857,1,8590858,1,8590859,1,8590860,1,8590861,1,8590862,1,8590863,1,8590864,1,8590865,1,8590866,1,8590867,1,8590868,1,8590869,1,,,,,,,,,,,,,,,,,,,,,,,,,,
200358,5000声望,340165,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200359,全部宝石1-13二八星宿之影,35035,100,35036,100,35037,100,35038,100,35039,100,35040,100,35041,100,35042,100,35043,100,35044,100,35045,100,35046,100,35047,100,35048,100,35049,100,35050,100,35051,100,35052,100,35053,100,35054,100,35055,100,35056,100,35057,100,35058,100,35059,100,35060,100,35061,100,35062,100,35063,100,35064,100,35065,100,35066,100,35067,100,35068,100,35069,100,35070,100,35071,100,35072,100,35073,100,35074,100,35075,100,35076,100,35077,100,35078,100,35079,100,35080,100,35081,100,35082,100,35083,100,35084,100,35085,100,35086,100,35087,100,35088,100,35089,100,35090,100,35091,100,35092,100,35093,100,35094,100,35095,100,35096,100,35097,100,35098,100,35099,100,35100,100,35101,100,35102,100,35103,100,35104,100,35105,100,35106,100,35107,100,35108,100,35109,100,35110,100,35111,100,35112,100
200360,全部宝石12-15知了王,35100,100,35101,100,35102,100,35103,100,35104,100,35105,100,35106,100,35107,100,35108,20,35109,20,35110,20,35111,20,35112,20,35113,20,35114,20,35115,20,35116,20,35117,20,35118,20,35119,20,35120,20,35121,20,35122,20,35123,20,35124,20,35125,20,35126,20,35127,20,35128,20,35129,20,35130,20,35131,20,35132,20,35133,20,35134,20,35135,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200361,荣誉50,340168,100,340162,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200362,16级宝石箱子+灵饰,35136,100,35137,100,35138,100,35139,100,35140,100,35141,100,35142,100,35143,100,35144,100,8590614,100,8590615,100,8590616,100,8590617,100,8590618,100,8590619,100,8590620,100,8590621,100,8590622,100,8590623,100,8590624,100,8590625,100,8590626,100,8590627,100,8590628,100,8590629,100,8590630,100,8590631,100,8590632,100,8590633,100,8590634,100,8590635,100,8590636,100,8590637,100,8590638,100,8590639,100,8590640,100,8590641,100,8590642,100,8590643,100,8590644,100,8590645,100,8590646,100,8590647,100,8590648,100,8590649,100,8590650,100,8590651,100,8590652,100,8590653,100,8590654,100,8590655,100,8590656,100,8590657,100,8590658,100,8590659,100,8590660,100,8590661,100,8590662,100,8590663,100,8590664,100,8590665,100,8590666,100,8590667,100,8590668,100,8590669,100,8590670,100,8590671,100,8590672,100,8590673,100,8590674,100,8590675,100,8590676,100,8590677,100,,,,,,,,,,
200363,17级宝石箱子+灵饰,35145,100,35146,100,35147,100,35148,100,35149,100,35150,100,35151,100,35152,100,35153,100,8590678,100,8590679,100,8590680,100,8590681,100,8590682,100,8590683,100,8590684,100,8590685,100,8590686,100,8590687,100,8590688,100,8590689,100,8590690,100,8590691,100,8590692,100,8590693,100,8590694,100,8590695,100,8590696,100,8590697,100,8590698,100,8590699,100,8590700,100,8590701,100,8590702,100,8590703,100,8590704,100,8590705,100,8590706,100,8590707,100,8590708,100,8590709,100,8590710,100,8590711,100,8590712,100,8590713,100,8590714,100,8590715,100,8590716,100,8590717,100,8590718,100,8590719,100,8590720,100,8590721,100,8590722,100,8590723,100,8590724,100,8590725,100,8590726,100,8590727,100,8590728,100,8590729,100,8590730,100,8590731,100,8590732,100,8590733,100,8590734,100,8590735,100,8590736,100,8590737,100,8590738,100,8590739,100,8590740,100,8590741,100,,,,,,,,,,
200364,18级宝石箱子+灵饰,35154,100,35155,100,35156,100,35157,100,35158,100,35159,100,35160,100,35161,100,35162,100,8590742,100,8590743,100,8590744,100,8590745,100,8590746,100,8590747,100,8590748,100,8590749,100,8590750,100,8590751,100,8590752,100,8590753,100,8590754,100,8590755,100,8590756,100,8590757,100,8590758,100,8590759,100,8590760,100,8590761,100,8590762,100,8590763,100,8590764,100,8590765,100,8590766,100,8590767,100,8590768,100,8590769,100,8590770,100,8590771,100,8590772,100,8590773,100,8590774,100,8590775,100,8590776,100,8590777,100,8590778,100,8590779,100,8590780,100,8590781,100,8590782,100,8590783,100,8590784,100,8590785,100,8590786,100,8590787,100,8590788,100,8590789,100,8590790,100,8590791,100,8590792,100,8590793,100,8590794,100,8590795,100,8590796,100,8590797,100,8590798,100,8590799,100,8590800,100,8590801,100,8590802,100,8590803,100,8590804,100,8590805,100,,,,,,,,,,
200365,19级宝石箱子+灵饰,35163,100,35164,100,35165,100,35166,100,35167,100,35168,100,35169,100,35170,100,35171,100,8590806,100,8590807,100,8590808,100,8590809,100,8590810,100,8590811,100,8590812,100,8590813,100,8590814,100,8590815,100,8590816,100,8590817,100,8590818,100,8590819,100,8590820,100,8590821,100,8590822,100,8590823,100,8590824,100,8590825,100,8590826,100,8590827,100,8590828,100,8590829,100,8590830,100,8590831,100,8590832,100,8590833,100,8590834,100,8590835,100,8590836,100,8590837,100,8590838,100,8590839,100,8590840,100,8590841,100,8590842,100,8590843,100,8590844,100,8590845,100,8590846,100,8590847,100,8590848,100,8590849,100,8590850,100,8590851,100,8590852,100,8590853,100,8590854,100,8590855,100,8590856,100,8590857,100,8590858,100,8590859,100,8590860,100,8590861,100,8590862,100,8590863,100,8590864,100,8590865,100,8590866,100,8590867,100,8590868,100,8590869,100,,,,,,,,,,
200366,20级宝石箱子+灵饰,35172,100,35173,100,35174,100,35175,100,35176,100,35177,100,35178,100,35179,100,35180,100,8590614,100,8590615,100,8590616,100,8590617,100,8590618,100,8590619,100,8590620,100,8590621,100,8590622,100,8590623,100,8590624,100,8590625,100,8590626,100,8590627,100,8590628,100,8590629,100,8590630,100,8590631,100,8590632,100,8590633,100,8590634,100,8590635,100,8590636,100,8590637,100,8590638,100,8590639,100,8590640,100,8590641,100,8590642,100,8590643,100,8590644,100,8590645,100,8590646,100,8590647,100,8590648,100,8590649,100,8590650,100,8590651,100,8590652,100,8590653,100,8590654,100,8590655,100,8590656,100,8590657,100,8590658,100,8590659,100,8590660,100,8590661,100,8590662,100,8590663,100,8590664,100,8590665,100,8590666,100,8590667,100,8590668,100,8590669,100,8590670,100,8590671,100,8590672,100,8590673,100,8590674,100,8590675,100,8590676,100,8590677,100,,,,,,,,,,
200367,21级宝石箱子+灵饰,35181,100,35182,100,35183,100,35184,100,35185,100,35186,100,35187,100,35188,100,35189,100,8590678,100,8590679,100,8590680,100,8590681,100,8590682,100,8590683,100,8590684,100,8590685,100,8590686,100,8590687,100,8590688,100,8590689,100,8590690,100,8590691,100,8590692,100,8590693,100,8590694,100,8590695,100,8590696,100,8590697,100,8590698,100,8590699,100,8590700,100,8590701,100,8590702,100,8590703,100,8590704,100,8590705,100,8590706,100,8590707,100,8590708,100,8590709,100,8590710,100,8590711,100,8590712,100,8590713,100,8590714,100,8590715,100,8590716,100,8590717,100,8590718,100,8590719,100,8590720,100,8590721,100,8590722,100,8590723,100,8590724,100,8590725,100,8590726,100,8590727,100,8590728,100,8590729,100,8590730,100,8590731,100,8590732,100,8590733,100,8590734,100,8590735,100,8590736,100,8590737,100,8590738,100,8590739,100,8590740,100,8590741,100,,,,,,,,,,
