"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"6050109","1288","50","350508","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050109","6050109","5500","6050109","3600","6050109","900","","","","","6050109","900","6050109","900","6050109","900","6050109","900","6050109","900"
"6050110","1288","50","350509","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050110","6050110","5500","6050110","3600","6050110","900","","","","","6050110","900","6050110","900","6050110","900","6050110","900","6050110","900"
"6050111","1288","50","350510","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050111","6050111","5500","6050111","3600","6050111","900","","","","","6050111","900","6050111","900","6050111","900","6050111","900","6050111","900"
"6050112","1288","50","350511","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050112","6050112","5500","6050112","3600","6050112","900","","","","","6050112","900","6050112","900","6050112","900","6050112","900","6050112","900"
"6050113","1288","50","350512","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050113","6050113","5500","6050113","3600","6050113","900","","","","","6050113","900","6050113","900","6050113","900","6050113","900","6050113","900"
"6050114","1288","50","350513","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050114","6050114","5500","6050114","3600","6050114","900","","","","","6050114","900","6050114","900","6050114","900","6050114","900","6050114","900"
"6050115","1288","50","350514","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050115","6050115","5500","6050115","3600","6050115","900","","","","","6050115","900","6050115","900","6050115","900","6050115","900","6050115","900"
"6050116","1288","50","350515","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050116","6050116","5500","6050116","3600","6050116","900","","","","","6050116","900","6050116","900","6050116","900","6050116","900","6050116","900"
"6050117","1288","50","350516","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331105","1","331105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","2","","","6050117","6050117","5500","6050117","3600","6050117","900","","","","","6050117","900","6050117","900","6050117","900","6050117","900","6050117","900"
"6050220","312","50","350517","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331135","1","331135","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","2","","","6050220","6050220","5500","6050220","3600","6050220","900","","","","","6050220","900","6050220","900","6050220","900","6050220","900","6050220","900"
"6050221","568","50","350518","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331135","1","331135","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","2","","","6050221","6050221","5500","6050221","3600","6050221","900","","","","","6050221","900","6050221","900","6050221","900","6050221","900","6050221","900"
"6050322","1640","50","350519","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331135","1","331135","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","2","","","6050322","6050322","5500","6050322","3600","6050322","900","","","","","6050322","900","6050322","900","6050322","900","6050322","900","6050322","900"
"6050323","1384","50","350520","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331135","1","331135","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","2","","","6050323","6050323","5500","6050323","3600","6050323","900","","","","","6050323","900","6050323","900","6050323","900","6050323","900","6050323","900"
"6050424","40","50","350521","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331165","1","331165","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","2","","","6050424","6050424","5500","6050424","3600","6050424","900","","","","","6050424","900","6050424","900","6050424","900","6050424","900","6050424","900"
"6050525","72","50","350522","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331165","1","331165","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","2","","","6050525","6050525","5500","6050525","3600","6050525","900","","","","","6050525","900","6050525","900","6050525","900","6050525","900","6050525","900"
"6050626","88","50","350523","1","341105","1","341105","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331165","1","331165","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","2","","","6050626","6050626","5500","6050626","3600","6050626","900","","","","","6050626","900","6050626","900","6050626","900","6050626","900","6050626","900"
"6060101","1288","60","350600","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060101","6060101","5500","6060101","3600","6060101","900","","","","","6060101","900","6060101","900","6060101","900","6060101","900","6060101","900"
"6060102","3080","60","350601","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060102","6060102","5500","6060102","3600","6060102","900","","","","","6060102","900","6060102","900","6060102","900","6060102","900","6060102","900"
"6060103","4360","60","350602","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060103","6060103","5500","6060103","3600","6060103","900","","","","","6060103","900","6060103","900","6060103","900","6060103","900","6060103","900"
"6060104","4104","60","350603","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060104","6060104","5500","6060104","3600","6060104","900","","","","","6060104","900","6060104","900","6060104","900","6060104","900","6060104","900"
"6060105","4360","60","350604","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060105","6060105","5500","6060105","3600","6060105","900","","","","","6060105","900","6060105","900","6060105","900","6060105","900","6060105","900"
"6060106","2824","60","350605","1","341106","1","341106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331106","1","331106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","6","","","6060106","6060106","5500","6060106","3600","6060106","900","","","","","6060106","900","6060106","900","6060106","900","6060106","900","6060106","900"
