"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"120004","离魂符","离魂符","上古天书中的怪异符咒，让敌人魂魄迷乱，身不由己。","29","100","1.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","5","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","以较低命中率混乱1个敌方目标，使其不分敌我攻击。混乱状态不能被药品解除，持续2回合。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","0-120级 永久增加角色的抵抗封印。","1","200","200","200","200","200","200"
"120005","失心符","失心符","抛出有箴言的符咒，让敌人呆若木鸡，漏洞百出。","30","100","1.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","3","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","封印1个敌方目标法术，降低目标防御，持续4回合，封印回合数根据双方等级差有所增减。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","0-120级 提高降低防御的效果。","1","60","200","200","200","200","200"
"120006","神兵护法","神兵护法","方寸山弟子可以用符咒召唤神兵之力，让装备更坚固。","31","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","7","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","制造一张临时符，给头盔增加物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","0-120级 增强临时符附加物理防御的效果，永久增加角色的物理防御。","1","200","200","200","200","200","200"
"120007","幻音古钟","幻音古钟","方寸山门派绝技。相传三星洞中有古钟一座，其声响彻万里，神仙鬼怪听闻，无不心旌荡漾。","32","120","0","120","消耗：$parameter1$愤怒","-1","0","0","","480","1","","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","8","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","对敌方5个目标释放随机符咒，首目标必中，其他目标为基础命中率的30%。使用后休息一回合。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","2级 命中率提升5%； 3级 命中率提升5%。","1","2","3","4","5","6","7"
"120008","方寸山被动1","方寸山被动1","方寸山被动1","25","-1","0","0","无消耗","-1","0","0","","1","0","","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","30","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","方寸山被动1：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"120009","方寸山被动2","方寸山被动2","方寸山被动2","25","-1","0","0","无消耗","-1","0","0","","1","0","","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","31","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","方寸山被动2：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"120010","方寸山被动3","方寸山被动3","方寸山被动3","25","-1","0","0","无消耗","-1","0","0","","1","0","","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","32","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","方寸山被动3：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"120012","雷动","雷动","铜墙铁壁：增加人物物理防御","2381","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","9","雷动","雷动","雷动","雷动","雷动","雷动","雷动","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120013","黄粱","黄粱","千里神行：增加人物速度","2382","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","10","黄粱","黄粱","黄粱","黄粱","黄粱","黄粱","黄粱","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120014","补缺","补缺","坚若磐石：增加人物法术防御","2383","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","11","补缺","补缺","补缺","补缺","补缺","补缺","补缺","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"120015","化身","化身","风驰霆击：增加人物物理暴击","2384","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","12","化身","化身","化身","化身","化身","化身","化身","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
