编号,礼包道具ID,角色限制,职业限制,性别限制,打开礼包时的客户端提示,奖励表ID,银币奖励,符石奖励,VIP经验,货币类型,货币值,道具1ID,道具2ID,道具3ID,道具4ID,道具5ID,道具6ID,道具7ID,道具8ID,道具9ID,道具10ID,道具11ID,道具12ID,道具13ID,道具14ID,道具15ID,道具16ID,道具17ID,道具18ID,道具19ID,道具20ID,道具21ID,道具22ID,道具23ID,道具24ID,道具25ID,道具26ID,道具27ID,道具28ID,道具29ID,道具30ID,道具31ID,道具32ID,道具33ID,道具34ID,道具35ID,道具1数量,道具2数量,道具3数量,道具4数量,道具5数量,道具6数量,道具7数量,道具8数量,道具9数量,道具10数量,道具11数量,道具12数量,道具13数量,道具14数量,道具15数量,道具16数量,道具17数量,道具18数量,道具19数量,道具20数量,道具21数量,道具22数量,道具23数量,道具24数量,道具25数量,道具26数量,道具27数量,道具28数量,道具29数量,道具30数量,道具31数量,道具32数量,道具33数量,道具34数量,道具35数量,道具1绑定,道具2绑定,道具3绑定,道具4绑定,道具5绑定,道具6绑定,道具7绑定,道具8绑定,道具9绑定,道具10绑定,道具11绑定,道具12绑定,道具13绑定,道具14绑定,道具15绑定,道具16绑定,道具17绑定,道具18绑定,道具19绑定,道具20绑定,道具21绑定,道具22绑定,道具23绑定,道具24绑定,道具25绑定,道具26绑定,道具27绑定,道具28绑定,道具29绑定,道具30绑定,道具31绑定,道具32绑定,道具33绑定,道具34绑定,道具35绑定
72,334001,7,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,334001,8,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,334001,8,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,334001,8,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,334001,9,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,334001,9,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,334001,9,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,334001,10,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,334001,10,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,334001,10,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,334001,11,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,334001,11,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,334001,11,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,334001,12,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,334001,12,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,334001,12,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,334001,13,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,334001,13,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,334001,13,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,334001,14,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,334001,14,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,334001,14,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,334001,15,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,334001,15,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,334001,15,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,334001,16,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,334001,16,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,334001,16,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,334001,17,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,334001,17,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,334001,17,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,334002,1,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,334002,1,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,334002,1,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,334002,2,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,334002,2,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,334002,2,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,334002,3,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,334002,3,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,334002,3,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,334002,4,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,334002,4,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,334002,4,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,334002,5,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,334002,5,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,334002,5,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,334002,6,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,334002,6,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,334002,6,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,334002,7,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,334002,7,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,334002,7,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,334002,8,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,334002,8,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,334002,8,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,334002,9,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,334002,9,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,334002,9,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,334002,10,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,334002,10,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,334002,10,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,334002,11,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,334002,11,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,334002,11,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,334002,12,15,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,334002,12,16,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,334002,12,18,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,334002,13,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,334002,13,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,334002,13,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,334002,14,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,334002,14,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,334002,14,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,334002,15,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,334002,15,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,334002,15,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,334002,16,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,334002,16,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,334002,16,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,334002,17,13,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,334002,17,14,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,334002,17,17,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,334003,1,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,334003,1,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,334003,1,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,334003,2,11,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,334003,2,12,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,334003,2,19,0,0,0,0,0,0,0,0,32014,32015,331300,331301,334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
