"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"1200010","五雷咒1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.5-magicdefb+2*skilllevela)*(0.5+0.05*(4-preaimcount))","","","","","502002","((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))*0.5","3","","","","","","509955","0.25","3","","","","","","","","","","","","","",""
"1200011","五雷咒2","","","","","1200010","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.2-magicdefb+2*skilllevela)*(0.5+0.05*(4-preaimcount))","","","","","509955","0.25","3","","","","","","","","","","","","","","","","","","","","","",""
"1200012","五雷咒3","","","","","1200011","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.2-magicdefb+2*skilllevela)*(0.5+0.05*(4-preaimcount))","","","","","509955","0.25","3","","","","","","","","","","","","","","","","","","","","","",""
"1200013","五雷咒4","skilllevela>=60","","","","1200012","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.2-magicdefb+2*skilllevela)*(0.5+0.05*(4-preaimcount))","","","","","509955","0.25","3","","","","","","","","","","","","","","","","","","","","","",""
"1200014","五雷咒5","skilllevela>=70","","","","1200013","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.2-magicdefb+2*skilllevela)*(0.5+0.05*(4-preaimcount))","","","","","509955","0.25","3","","","","","","","","","","","","","","","","","","","","","",""
"1200020","定身符1","","141181","501204","","0","","2","","","","","1","1","","1","","0","502003","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","4","magicdef_value=-1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200021","定身符虚弱","","","","","1200020","3","3","","","","","0","1","","1","","0","501204","1","2","sealhit_value=min(-1*gradea+0.5*skilllevela,0)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200022","定身符2","","","501204","600018","1200020","3","2","","","","","3","1","","1","","0","502003","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","4","magicdef_value=-1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200023","定身符虚弱","","","","","1200022","3","3","","","","","0","1","","1","","0","501204","1","2","sealhit_value=min(-1*gradea+0.5*skilllevela,0)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200030","失忆符1","","","","","0","","2","","","","","1","1","","1","","0","501202","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200031","失忆符2","","","","600022","1200030","4","2","","","","","5","1","","1","","0","501202","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200040","离魂符1","","","","","0","","2","","","","","1","1","","1","","0","502004","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200041","离魂符2","","","","600023","1200040","4","2","","","","","5","1","","1","","0","502004","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200050","失心符","","","","","0","","2","","","","","1","1","","1","","0","502002","0.7+0.002*(skilllevela-gradeb)+(enhanceseala-resistsealb)","4","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200051","失心符攻击","","","","600018","1200050","3","2","","","","","3","1","","1","3*skilllevela","0","510114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200060","附魔：神兵护法","","","","","0","","","","","","","","","","1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200070","幻音古钟1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","","","","","","502002","0.5","3","","","","","","502003","1","3","","","","","","","","","","","","","",""
"1200071","幻音古钟2","","","","","1200070","4","2","","","","","5","1","","1","3*skilllevela","0","510114","1","","","","","","","502002","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5","3","","","","","","502002","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5/max(1-(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5,0.01)","3","","","","","","","","","","","","","",""
"1200072","幻音古钟3","","","","","1200071","4","2","","","","","5","1","","1","3*skilllevela","0","510114","1","","","","","","","502003","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5","3","","","","","","502003","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5/max(1-(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5,0.01)","3","","","","","","","","","","","","","",""
"1200073","幻音古钟4","","","","","1200072","4","2","","","","","5","1","","1","3*skilllevela","0","510114","1","","","","","","","502002","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5","3","","","","","","501202","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5/max(1-(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5,0.01)","3","","","","","","","","","","","","","",""
"1200074","幻音古钟5附加目标","","","","","1200070","4","2","","","","","5","1","","1","3*skilllevela","0","510114","1","","","","","","","502003","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5","3","","","","","","502004","(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5/max(1-(((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))-0.16)*(0.3+0.05*skilllevela)*0.5,0.01)","3","","","","","","","","","","","","","",""
"1200075","幻音古钟虚弱休息","","","","","1200070","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","508203","1","2","","","","","","","","","","","","","",""
"1200080","方寸山被动1","","","","","0","","","","","","","","","","1","","0","502006","1","","speed_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200090","方寸山被动2","","","","","0","","","","","","","","","","1","","0","502007","1","","unseal_value=10*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200100","方寸山被动3","","","","","0","","","","","","","","","","1","","0","502008","1","","defend_value=1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254103","狮驼岭技能","","","","","0","","","","","","","","","","1","","0","501001","1","","phyattack_value=2.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300000","变身","","","","","0","","3","","","","","1","1","","1","","0","503001","1","8","phyattack_value=2*skilllevela;phycruellv_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300001","变身吸血","","","","600018","1300000","4","3","","","","","2","1","","1","","0","509085","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300010","鹰击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.2-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300011","鹰击2","","","","503001","1300010","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.22-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300012","鹰击3","","","","503001","1300011","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.3-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300013","鹰击4","","","","503001","1300012","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.36-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300014","鹰击5","skilllevela>=50","","","503001","1300013","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.55-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300015","鹰击6","skilllevela>=70","","","503001","1300014","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.45-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300016","鹰击7","skilllevela>=125","","","503001","1300014","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.32-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300018","鹰击虚弱休息","","","","503001","1300010","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","508204","1","2","","","","","","","","","","","","","",""
"1300019","鹰击清除虚弱休息","skilllevela>=125","","","503001;600018","1300018","4","3","","","","","0","1","","0.4","","0","510151","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300020","狮搏1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300021","狮搏2","","","","503001;600021","1300020","4","2","","","","","5","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.6-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
