"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"440236","阴：提升封印命中+48","","false","false","false","0","","","false","2","11","1","","","","","","5102135","0","","","1","","","",""
"440237","阴：提升封印命中+56","","false","false","false","0","","","false","2","11","1","","","","","","5102136","0","","","1","","","",""
"440238","阴：提升封印命中+64","","false","false","false","0","","","false","2","11","1","","","","","","5102137","0","","","1","","","",""
"440239","少阴：提升封印命中+72","","false","false","false","0","","","false","2","11","1","","","","","","5102138","0","","","1","","","",""
"440240","太阴：提升封印命中+80","","false","false","false","0","","","false","2","11","1","","","","","","5102139","0","","","1","","","",""
"440241","阴：提升物理抗暴+8","","false","false","false","0","","","false","2","11","1","","","","","","5102140","0","","","1","","","",""
"440242","阴：提升物理抗暴+16","","false","false","false","0","","","false","2","11","1","","","","","","5102141","0","","","1","","","",""
"440243","阴：提升物理抗暴+24","","false","false","false","0","","","false","2","11","1","","","","","","5102142","0","","","1","","","",""
"440244","阴：提升物理抗暴+32","","false","false","false","0","","","false","2","11","1","","","","","","5102143","0","","","1","","","",""
"440245","阴：提升物理抗暴+40","","false","false","false","0","","","false","2","11","1","","","","","","5102144","0","","","1","","","",""
"440246","阴：提升物理抗暴+48","","false","false","false","0","","","false","2","11","1","","","","","","5102145","0","","","1","","","",""
"440247","阴：提升物理抗暴+56","","false","false","false","0","","","false","2","11","1","","","","","","5102146","0","","","1","","","",""
"440248","阴：提升物理抗暴+64","","false","false","false","0","","","false","2","11","1","","","","","","5102147","0","","","1","","","",""
"440249","少阴：提升物理抗暴+72","","false","false","false","0","","","false","2","11","1","","","","","","5102148","0","","","1","","","",""
"440250","太阴：提升物理抗暴+80","","false","false","false","0","","","false","2","11","1","","","","","","5102149","0","","","1","","","",""
"440251","阴：提升法术抗暴+8","","false","false","false","0","","","false","2","11","1","","","","","","5102150","0","","","1","","","",""
"440252","阴：提升法术抗暴+16","","false","false","false","0","","","false","2","11","1","","","","","","5102151","0","","","1","","","",""
"440253","阴：提升法术抗暴+24","","false","false","false","0","","","false","2","11","1","","","","","","5102152","0","","","1","","","",""
"440254","阴：提升法术抗暴+32","","false","false","false","0","","","false","2","11","1","","","","","","5102153","0","","","1","","","",""
"440255","阴：提升法术抗暴+40","","false","false","false","0","","","false","2","11","1","","","","","","5102154","0","","","1","","","",""
"440256","阴：提升法术抗暴+48","","false","false","false","0","","","false","2","11","1","","","","","","5102155","0","","","1","","","",""
"440257","阴：提升法术抗暴+56","","false","false","false","0","","","false","2","11","1","","","","","","5102156","0","","","1","","","",""
"440258","阴：提升法术抗暴+64","","false","false","false","0","","","false","2","11","1","","","","","","5102157","0","","","1","","","",""
"440259","少阴：提升法术抗暴+72","","false","false","false","0","","","false","2","11","1","","","","","","5102158","0","","","1","","","",""
"440260","太阴：提升法术抗暴+80","","false","false","false","0","","","false","2","11","1","","","","","","5102159","0","","","1","","","",""
"440261","阳：提升物理暴击+1%","","false","false","false","0","","","false","2","11","1","","","","","","5102160","0","","","1","","","",""
"440262","阳：提升物理暴击+1.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102161","0","","","1","","","",""
"440263","阳：提升物理暴击+1.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102162","0","","","1","","","",""
"440264","阳：提升物理暴击+1.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102163","0","","","1","","","",""
"440265","阳：提升物理暴击+2%","","false","false","false","0","","","false","2","11","1","","","","","","5102164","0","","","1","","","",""
"440266","阳：提升物理暴击+2.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102165","0","","","1","","","",""
"440267","阳：提升物理暴击+2.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102166","0","","","1","","","",""
"440268","阳：提升物理暴击+2.6%","","false","false","false","0","","","false","2","11","1","","","","","","5102167","0","","","1","","","",""
"440269","少阳：提升物理暴击+2.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102168","0","","","1","","","",""
"440270","太阳：提升物理暴击+3%","","false","false","false","0","","","false","2","11","1","","","","","","5102169","0","","","1","","","",""
"440271","阳：提升法术暴击+1%","","false","false","false","0","","","false","2","11","1","","","","","","5102170","0","","","1","","","",""
"440272","阳：提升法术暴击+1.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102171","0","","","1","","","",""
"440273","阳：提升法术暴击+1.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102172","0","","","1","","","",""
"440274","阳：提升法术暴击+1.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102173","0","","","1","","","",""
"440275","阳：提升法术暴击+2%","","false","false","false","0","","","false","2","11","1","","","","","","5102174","0","","","1","","","",""
"440276","阳：提升法术暴击+2.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102175","0","","","1","","","",""
"440277","阳：提升法术暴击+2.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102176","0","","","1","","","",""
"440278","阳：提升法术暴击+2.6%","","false","false","false","0","","","false","2","11","1","","","","","","5102177","0","","","1","","","",""
"440279","少阳：提升法术暴击+2.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102178","0","","","1","","","",""
"440280","太阳：提升法术暴击+3%","","false","false","false","0","","","false","2","11","1","","","","","","5102179","0","","","1","","","",""
"440281","阳：提升治疗暴击+1%","","false","false","false","0","","","false","2","11","1","","","","","","5102180","0","","","1","","","",""
"440282","阳：提升治疗暴击+1.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102181","0","","","1","","","",""
"440283","阳：提升治疗暴击+1.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102182","0","","","1","","","",""
"440284","阳：提升治疗暴击+1.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102183","0","","","1","","","",""
"440285","阳：提升治疗暴击+2%","","false","false","false","0","","","false","2","11","1","","","","","","5102184","0","","","1","","","",""
"440286","阳：提升治疗暴击+2.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102185","0","","","1","","","",""
"440287","阳：提升治疗暴击+2.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102186","0","","","1","","","",""
"440288","阳：提升治疗暴击+2.6%","","false","false","false","0","","","false","2","11","1","","","","","","5102187","0","","","1","","","",""
"440289","少阳：提升治疗暴击+2.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102188","0","","","1","","","",""
"440290","太阳：提升治疗暴击+3%","","false","false","false","0","","","false","2","11","1","","","","","","5102189","0","","","1","","","",""
"440291","阳：提升封印命中+1%","","false","false","false","0","","","false","2","11","1","","","","","","5102190","0","","","1","","","",""
"440292","阳：提升封印命中+1.2%","","false","false","false","0","","","false","2","11","1","","","","","","5102191","0","","","1","","","",""
"440293","阳：提升封印命中+1.4%","","false","false","false","0","","","false","2","11","1","","","","","","5102192","0","","","1","","","",""
"440294","阳：提升封印命中+1.8%","","false","false","false","0","","","false","2","11","1","","","","","","5102193","0","","","1","","","",""
