"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","对应宠物技能","恢复宠物忠诚度","增加宠物经验","增加宠物寿命","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"311067","49","高级驱魔","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","对敌方拥有不死亡魂术单位的物理、法术伤害效果增加100%，并能将其打飞出场外。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206067","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311068","49","高级潜行","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","自动附加隐身状态3至5回合，隐身状态下物理伤害结果会降低15%，使用技能取消隐身状态。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206068","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311069","49","高级夜枭感知","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","能探知并攻击敌方隐身状态的单位，受到物理伤害时的格挡几率提高7%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206069","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311070","49","高级永恒","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","受到的增益状态持续回合数增加为原来的4倍。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206070","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311071","49","高级清心","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","可以抵御控制类异常状态，受到物理伤害时的格挡几率提高7%，但自己的物理伤害结果也会降低18%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206071","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311072","49","高级瘟疫","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","普通物理攻击有22%概率使目标中毒，中毒状态下每回合损失10%生命和5%魔法，拥有高级瘟疫技能的宠物对毒免疫（物理攻击中毒单位有15%几率被感染）","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206072","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311073","49","高级追击","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","普通物理攻击杀死对方时，有45%概率对敌方其他目标追加一次攻击，伤害是正常伤害的100%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206073","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311074","49","高级溅射","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","普通物理攻击时有20%概率对目标周围的两个敌方单位造成溅射伤害，溅射伤害为主体伤害的30%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206074","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311075","49","烈火","FF00b1ff","3","1095","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","1","0","0","0","火元素单体法术，同时有10%概率降低对方5%的物理和法术防御力，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207001","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","","","","",""
"311076","49","霜冻","FF00b1ff","3","1095","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","1","0","0","0","水元素单体法术，同时有10%概率降低对方5%的物理和法术攻击力，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207002","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","","","","",""
"311077","49","陨石","FF00b1ff","3","1095","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","1","0","0","0","土元素单体法术，同时有10%概率降低对方5%的速度，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207003","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","","","","",""
"311078","49","雷击","FF00b1ff","3","1095","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","1","0","0","0","雷元素单体法术，同时有10%概率驱除对方的所有增益状态。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207004","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","","","","",""
"311079","49","地狱烈火","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","火元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方5%的物理和法术防御力，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207005","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311080","49","霜冻新星","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","水元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方5%的物理和法术攻击力，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207006","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311081","49","天崩地裂","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","土元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方5%的速度，持续3回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207007","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311082","49","雷神之怒","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","雷元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率驱除对方的一项增益状态。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207008","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311083","49","壁垒击破","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","附加等级*2的物理伤害结果，不可被防御和保护。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207009","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311084","49","剑刃乱舞","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","攻击三个目标，首要和次要目标伤害逐次递减。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207010","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311085","49","舍命击","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","使用时提高10%的物理攻击力，同时物理和法术防御降低20%持续1回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207011","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311086","49","散失之刃","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","发动时，可以在造成物理伤害同时消耗对方少量的魔法值。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207012","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311087","49","英勇打击","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","发动时，对方的物理伤害力越低，受到的伤害越高。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207013","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311088","49","灵魂禁锢","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","发动时有30%概率使敌人附加灵魂禁锢效果，效果持续4回合。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207014","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
"311089","49","法力燃烧","FFff46f0","4","1095","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","1","0","60","1000","源于上古的秘法，施展群体法术攻击，同时消耗目标的魔法值，在非玩家对战中还可以将对方损失的魔法值汲取给主人使用。初始攻击两个目标，宠物60级可攻击三个目标。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207015","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","","","","",""
