编号,类型,显示名,道具名颜色,颜色品质,造型编号,单位,等级,需求等级,排序ID,可否摧毁,可否摆摊上架,点卡服可否摆摊上架,道具生效时间,道具过期时间,使用后持续时间（s）,默认有效时间,可否卖店,是否绑定,是否拾取绑定,是否下线消失,战斗内使用对象,战斗内使用者对象,战斗外使用对象,使用后是否消耗,最大堆叠数量,最大拥有数量,删除后服务器保留天数,珍品找回消耗,描述,功能说明,售卖商店类型,售卖NPCID,道具使用方法,道具类名,道具类名1,使用按钮功能类型,使用按钮功能参数1,使用按钮功能参数2,使用按钮功能参数3,加锁时能否消耗,需求锻造等级,需求裁缝等级,需求炼金等级,临时类型,获取途径1,获取途径2,获取途径3,获取途径4,获取途径5,获取途径6,获取途径7,获取途径8,获取途径9,是否珍品,是否稀有,摆摊冻结时间,寻路特殊处理,特殊用途1,特殊用途2,特殊用途3,特殊用途4,特殊用途5
331212,358,力量附魔卷轴,fffff2df,1,1068,张,1,1,7023,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,蕴含魔力的附魔卷轴，可以给头盔附加临时力量，效果持续12小时。,"<T t=""给头盔附加临时$parameter1$-$parameter2$力量"" c=""ff00ff00""></T>",3,161506,使用方法：点击使用,,,0,,,,0,,,,12,2,3,,,,,,,,,,30,,,,,,
331213,358,魔力附魔卷轴,fffff2df,1,1070,张,1,1,7023,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,蕴含魔力的附魔卷轴，可以给腰带附加临时魔力，效果持续12小时。,"<T t=""给腰带附加临时$parameter1$-$parameter2$魔力"" c=""ff00ff00""></T>",3,161506,使用方法：点击使用,,,0,,,,0,,,,13,2,3,,,,,,,,,,30,,,,,,
331300,118,藏宝图,fffff2df,1,1155,张,0,30,7081,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,普通藏宝图，能帮助考古的人找到埋藏宝藏的地点。,考古挖宝,,10381,使用方法:在寻宝界面直接使用,,,4,,,,0,,,,,2,,,,,,,,,,,,,,,,,
331301,198,高级藏宝图,FFff46f0,4,1100,张,0,35,7080,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,高级藏宝图，能帮助考古的人找到埋藏稀世珍宝的地点。,考古挖宝,,10381,使用方法:在寻宝界面直接使用,,,4,,,,0,,,,,,,,,,,,,,,1,,,,,,,
331350,374,巨龙之魂,FFff46f0,4,1182,个,0,1,7024,false,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,"<B></B><T t=""上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。"" c=""fffff2df"" f=""simhei-12""></T><B></B><B></B><B></B><T t=""集齐"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""5种"" c=""FF00FF00"" f=""simhei-12""></T><T t=""不同的巨龙残骸可以在紫罗兰[29,88]"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""探险者协会"" c=""FF0080FF"" f=""simhei-12""></T><T t=""处兑换稀有的高级藏宝图。"" c=""FFFFF2DF"" f=""simhei-12""></T>",藏宝图合成材料,,0,使用方法：高级藏宝图合成中使用,,,1,161532,,,0,,,,,2,,,,,,,,,,1,30,,,,,,
331351,374,巨龙之血,FFff46f0,4,1184,个,0,1,7024,false,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,"<B></B><T t=""上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。"" c=""fffff2df"" f=""simhei-12""></T><B></B><B></B><B></B><T t=""集齐"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""5种"" c=""FF00FF00"" f=""simhei-12""></T><T t=""不同的巨龙残骸可以在紫罗兰[29,88]"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""探险者协会"" c=""FF0080FF"" f=""simhei-12""></T><T t=""处兑换稀有的高级藏宝图。"" c=""FFFFF2DF"" f=""simhei-12""></T>",藏宝图合成材料,,0,使用方法：高级藏宝图合成中使用,,,1,161532,,,0,,,,,2,,,,,,,,,,1,30,,,,,,
331352,374,巨龙之眼,FF00b1ff,3,1186,个,0,1,7025,false,1,1,0,0,0,0,1143,false,false,false,0,0,1,1,99,0,0,0,"<B></B><T t=""上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。"" c=""fffff2df"" f=""simhei-12""></T><B></B><B></B><B></B><T t=""集齐"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""5种"" c=""FF00FF00"" f=""simhei-12""></T><T t=""不同的巨龙残骸可以在紫罗兰[29,88]"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""探险者协会"" c=""FF0080FF"" f=""simhei-12""></T><T t=""处兑换稀有的高级藏宝图。"" c=""FFFFF2DF"" f=""simhei-12""></T>",藏宝图合成材料,3,161506,使用方法：高级藏宝图合成中使用,,,1,161532,,,0,,,,,2,,,,,,,,,,,30,,,,,,
331353,374,巨龙之骨,FF00b1ff,3,1187,个,0,1,7025,false,1,1,0,0,0,0,1144,false,false,false,0,0,1,1,99,0,0,0,"<B></B><T t=""上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。"" c=""fffff2df"" f=""simhei-12""></T><B></B><B></B><B></B><T t=""集齐"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""5种"" c=""FF00FF00"" f=""simhei-12""></T><T t=""不同的巨龙残骸可以在紫罗兰[29,88]"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""探险者协会"" c=""FF0080FF"" f=""simhei-12""></T><T t=""处兑换稀有的高级藏宝图。"" c=""FFFFF2DF"" f=""simhei-12""></T>",藏宝图合成材料,3,161506,使用方法：高级藏宝图合成中使用,,,1,161532,,,0,,,,,2,,,,,,,,,,,30,,,,,,
331354,374,巨龙之鳞,FF00b1ff,3,1188,个,0,1,7025,false,1,1,0,0,0,0,1145,false,false,false,0,0,1,1,99,0,0,0,"<B></B><T t=""上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。"" c=""fffff2df"" f=""simhei-12""></T><B></B><B></B><B></B><T t=""集齐"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""5种"" c=""FF00FF00"" f=""simhei-12""></T><T t=""不同的巨龙残骸可以在紫罗兰[29,88]"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""探险者协会"" c=""FF0080FF"" f=""simhei-12""></T><T t=""处兑换稀有的高级藏宝图。"" c=""FFFFF2DF"" f=""simhei-12""></T>",藏宝图合成材料,3,161506,使用方法：高级藏宝图合成中使用,,,1,161532,,,0,,,,,2,,,,,,,,,,,30,,,,,,
331400,390,狮鹫,FFff46f0,4,1231,匹,0,1,7060,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,勇敢的蛮锤氏族忠实的朋友，现已成为艾泽大陆广泛的交通工具。骑乘后增加10%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331401,390,幽灵狼,FFff46f0,4,1228,匹,0,1,7060,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,桀骜的幽灵狼却同时拥有着绝对忠诚的品质。骑乘后增加20%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331402,390,科多兽,FFff46f0,4,1224,匹,0,1,7060,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,你绝对想象不到骑着一头科多兽经过地精的领地是多么威风。骑乘后增加10%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,,30,,,,,,
331403,390,艾泽战象,FFff46f0,4,1226,匹,0,1,7060,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,这种体型巨大的战争机器是由虚空流浪者从异界带到了艾泽大陆。骑乘后增加15%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331404,390,浴火魅影（七天）,FFff46f0,4,1227,匹,0,1,7060,true,0,0,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,浩劫中涅槃，重生于希望。骑乘后增加25%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331405,390,DF-99,FFff46f0,4,1229,匹,0,1,7060,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,极其高端的机械科技，永动的燃料系统一直是公众议论的焦点。骑乘后增加20%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,,30,,,,,,
331406,390,战马（七天）,FFff46f0,4,1107,匹,0,1,7060,true,0,0,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,来自地狱的烈焰战马，它的烈火永生不灭。骑乘后增加10%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,,30,,,,,,
331407,390,艾泽战象（七天）,FFff46f0,4,1226,匹,0,1,7060,true,0,0,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,这种体型巨大的战争机器是由虚空流浪者从异界带到了艾泽大陆。骑乘后增加15%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331408,390,DF-99（七天）,FFff46f0,4,1229,匹,0,1,7060,true,0,0,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,极其高端的机械科技，永动的燃料系统一直是公众议论的焦点。骑乘后增加20%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331409,4518,坐骑礼包（七天）,FFff46f0,4,1233,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,可开出一个稀有坐骑，包含战马、艾泽战象、DF-99。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331410,390,浴火魅影（七天）,FFff46f0,4,1227,匹,0,1,7060,true,0,0,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,浩劫中涅槃，重生于希望。骑乘后增加25%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
331411,390,战马,FFff46f0,4,1107,匹,0,1,7060,true,0,1,0,0,0,0,0,false,false,false,0,0,1,1,1,0,60,1000,来自地狱的烈焰战马，它的烈火永生不灭。骑乘后增加10%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,,30,,,,,,
331412,390,幽灵狼（七天）,FFff46f0,4,1228,匹,0,1,7060,true,0,1,0,0,0,604800,0,false,false,false,0,0,1,1,1,0,60,1000,桀骜的幽灵狼却同时拥有着绝对忠诚的品质。骑乘后增加20%移动速度。,坐骑,,0,使用方法：装备打造中使用,,,0,,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
332000,518,桶牛（7天）,fffff2df,1,30204,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332001,518,桶牛（30天）,fffff2df,1,30204,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332002,518,桶牛（永久）,fffff2df,1,30204,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332003,518,暗夜男（7天）,fffff2df,1,30253,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332004,518,暗夜男（30天）,fffff2df,1,30253,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332005,518,暗夜男（永久）,fffff2df,1,30253,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332006,518,会长（7天）,fffff2df,1,30243,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332007,518,会长（30天）,fffff2df,1,30243,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332008,518,会长（永久）,fffff2df,1,30243,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332009,518,牛头人酋长（7天）,fffff2df,1,30302,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332010,518,牛头人酋长（30天）,fffff2df,1,30302,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332011,518,牛头人酋长（永久）,fffff2df,1,30302,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332012,518,国足（7天）,fffff2df,1,30306,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332013,518,国足（30天）,fffff2df,1,30306,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332014,518,国足（永久）,fffff2df,1,30306,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332015,518,锁蕊深大帝（7天）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332016,518,锁蕊深大帝（30天）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332017,518,锁蕊深大帝（永久）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332018,518,大大姐（7天）,fffff2df,1,30201,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332019,518,大大姐（30天）,fffff2df,1,30201,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332020,518,大大姐（永久）,fffff2df,1,30201,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332021,518,光芒使者（7天）,fffff2df,1,30296,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332022,518,光芒使者（30天）,fffff2df,1,30296,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332023,518,光芒使者（永久）,fffff2df,1,30296,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332024,518,美屡（7天）,fffff2df,1,30261,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332025,518,美屡（30天）,fffff2df,1,30261,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332026,518,美屡（永久）,fffff2df,1,30261,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332027,518,冬（7天）,fffff2df,1,30333,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332028,518,冬（30天）,fffff2df,1,30333,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332029,518,冬（永久）,fffff2df,1,30333,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332030,518,兽王（7天）,fffff2df,1,30313,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332031,518,兽王（30天）,fffff2df,1,30313,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332032,518,兽王（永久）,fffff2df,1,30313,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332033,518,神棍德（7天）,fffff2df,1,30255,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332034,518,神棍德（30天）,fffff2df,1,30255,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332035,518,神棍德（永久）,fffff2df,1,30255,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332036,518,玛拉顿公主（7天）,fffff2df,1,30223,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332037,518,玛拉顿公主（30天）,fffff2df,1,30223,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332038,518,玛拉顿公主（永久）,fffff2df,1,30223,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332039,518,玛佛里（7天）,fffff2df,1,30315,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332040,518,玛佛里（30天）,fffff2df,1,30315,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332041,518,玛佛里（永久）,fffff2df,1,30315,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332042,518,五火球教主（7天）,fffff2df,1,30263,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332043,518,五火球教主（30天）,fffff2df,1,30263,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332044,518,五火球教主（永久）,fffff2df,1,30263,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332045,518,方砖（7天）,fffff2df,1,30257,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332046,518,方砖（30天）,fffff2df,1,30257,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332047,518,方砖（永久）,fffff2df,1,30257,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332048,518,羞花（7天）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332049,518,羞花（30天）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332050,518,羞花（永久）,fffff2df,1,30303,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332051,518,卡尔索斯（7天）,fffff2df,1,30311,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332052,518,卡尔索斯（30天）,fffff2df,1,30311,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332053,518,卡尔索斯（永久）,fffff2df,1,30311,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332054,518,闭月（7天）,fffff2df,1,30307,个,0,1,5600,true,0,0,0,0,10800,0,0,false,false,false,0,0,1,1,99,0,0,0,增加七天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332055,518,闭月（30天）,fffff2df,1,30307,个,0,1,5600,true,0,0,0,0,25200,0,0,false,false,false,0,0,1,1,99,0,0,0,增加三十天使用时间,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
332056,518,闭月（永久）,fffff2df,1,30307,个,0,1,5600,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,获得永久使用权,可使用伙伴,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
