"编号","类型","部件ID","显示名","功能说明","道具名颜色","颜色品质","装备颜色","装备前缀","造型编号","武器造型编号","武器特效编号","单位","等级","需求等级","排序ID","角色需求1","角色需求2","性别需求","职业需求","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","不能被放入的包裹id1","不能被放入的包裹id2","不能被放入的包裹id3","可否给予战斗中对象","可否卖店","能否邮寄","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","赠送类型","亲密度","货币类型","从NPC购买价","出售价格系数","对应使用方法答案ID","点击寻路链接及右键使用事件","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","淬炼等级","是否已鉴定","耐久度系数","耐久上限","附加属性1值","附加属性2值","附加属性3值","附加属性1id","附加属性2id","附加属性3id","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","增加躲闪","增加命中","增加内功防御","增加内功伤害","增加速度","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","封印抗性","加强封印","特技id","是否生成特殊属性","套装id","附加属性条数","绿色评分","蓝色评分","橙色评分","紫色评分","暗金色评分","特效id","左手路径1","左手路径2","右手路径1","右手路径2","左手挂点1","左手挂点2","右手挂点1","右手挂点2","宝石槽数量","槽1开启等级","槽2开启等级","槽3开启等级","可镶嵌最高等级宝石","可镶嵌宝石类型1","可镶嵌宝石类型2","可镶嵌宝石类型3","可镶嵌宝石类型4","可镶嵌宝石类型5","宝石1","宝石2","宝石3","宝石4","宝石5","宝石6","宝石7","宝石8","宝石9","宝石10","装备基础属性ID","附加属性随机库ID","附加属性出现几率","附加属性双加随机库ID","附加属性单加随机库ID","附加属性三加随机库ID","附加属性四加随机库ID","特效随机库ID","特效随机库1ID","特技随机库ID","装备普通修理失败几率","装备修理材料ID","装备修理材料消耗数量","装备修理材料ID1","装备修理材料消耗数量1","装备修理材料ID2","装备修理材料消耗数量2","装备修理材料ID3","装备修理材料消耗数量3","装备修理材料ID4","装备修理材料消耗数量4","装备修理材料ID5","装备修理材料消耗数量5","装备修理材料ID6","装备修理材料消耗数量6","装备修理材料ID7","装备修理材料消耗数量7","装备修理材料ID8","装备修理材料消耗数量8","装备修理材料ID9","装备修理材料消耗数量9","装备修理材料ID10","装备修理材料消耗数量10","装备特殊修理材料ID","装备特殊修理材料消耗数量","装备普通修理消耗金钱","普通修理消耗金钱类型","装备特殊修理消耗金钱","特殊修理消耗金钱类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","珍品评分","是否自动分解","分解获得银币","分解额外获得物品1","分解额外获得物品2","分解额外获得物品3","分解额外获得物品4","分解额外获得物品5","是否自动播放特效","是否有分解按钮","摆摊冻结时间","是否稀有","寻路特殊处理","装备重铸需求道具","装备重铸需求数量","装备重铸需求货币","装备点化需求道具id","装备点化需求道具数量","装备点化需求金钱数量","装备附魔需求道具","装备附魔需求数量","装备附魔需求货币","装备熔炼需求道具","装备熔炼需求道具数量","装备熔炼需求金币数量","进阶后道具ID","进阶需求道具ID","进阶需求道具数量","进阶需求金币","是否可以一键分解","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","双加属性值限制ID"
"4010105","2824","0","精炼之杖","10级白装魔棒","fffff2df","1","1","1","1540","501","","件","10","10","2001","","","0","15;16","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","工匠们精心炼制的法杖。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331101","1","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010106","4104","0","导魔法杖","10级白装法杖","fffff2df","1","1","1","1540","601","","件","10","10","2001","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","精巧的设计能够让初阶魔法师在释放魔法时更加顺畅。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331101","1","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010207","312","3","阴影胸甲","10级白装男衣","fffff2df","1","5","1","1463","1432","","件","10","10","2301","","","1","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","据说穿上这件胸甲的人在月光下投射出恶魔的阴影。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","1","3","5","7","","","","","","","","","","","","","","0","","","","","","","","50","","","331131","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010208","568","3","星光外套","10级白装女衣","fffff2df","1","5","1","1452","1436","","件","10","10","2301","","","2","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","据说在材质中添加了能够发出夜光的陨石。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","1","3","5","7","","","","","","","","","","","","","","0","","","","","","","","50","","","331131","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010309","1640","1","永冬之冠","10级白装男头盔","fffff2df","1","5","1","1441","1698","","件","10","10","2101","","","1","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","就算春天不会来临，我们也会战斗到底。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","2","3","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331131","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010310","1384","1","炎魔珠宝","10级白装女头饰","fffff2df","1","5","1","1507","1698","","件","10","10","2101","","","2","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","我也没有想通为什么会有人提出想要在用来战斗的头盔上镶嵌宝石这样无理的需求。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","2","3","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331131","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010411","40","2","哨兵徽章","10级白装项链","fffff2df","1","5","1","1474","1434","","件","10","10","2201","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","项链最中央的是一个能够发出极强穿透力哨子。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","4","5","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331161","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010512","72","4","血红腰带","10级白装腰带","fffff2df","1","5","1","1485","1435","","件","10","10","2401","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","嗯，这款式的最初设计真的是血红色的。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","1","6","9","","","","","","","","","","","","","","","0","","","","","","","","50","","","331161","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010613","88","5","刚硬皮靴","10级白装鞋子","fffff2df","1","5","1","1496","1429","","件","10","10","2501","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","穿起来会让你的脚不舒服，但是它绝对能给你最全方位的保护。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","0","6","9","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331161","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","400","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020101","1288","0","毁灭之剑","20级白装剑","fffff2df","1","1","1","1529","401","","件","20","20","2001","","","0","18;19","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","要想成为这个世界的强者，就得有能够毁灭一切的霸气。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020102","4360","0","卫兵战锤","20级白装锤","fffff2df","1","1","1","1519","201","","件","20","20","2001","","","0","17;14","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","守护在城门口的卫兵们喜爱的战锤。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020103","1800","0","迅捷长弓","20级白装匕首","fffff2df","1","1","1","1509","301","","件","20","20","2001","","","0","13","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","相信我，他的威力不是一般的惊人。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020104","3080","0","脊骨之殇","20级白装爪","fffff2df","1","1","1","1549","101","","件","20","20","2001","","","0","11;12","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","专割脊骨的斧子，想试试吗？","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020105","2824","0","能量法杖","20级白装魔棒","fffff2df","1","1","1","1539","501","","件","20","20","2001","","","0","15;16","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","一把充满着能量的法杖。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020106","4104","0","奥术法杖","20级白装法杖","fffff2df","1","1","1","1539","601","","件","20","20","2001","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","想要感受一下奥术飞弹的威力么。","1","161504","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","0","2","4","7","8","","","","","","","","","","","","","","0","","","","","","","","50","","","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","","1","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","600","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
