"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色","时间","是否点卡服显示"
"13112","广目天王","","","","0","0","1","1","1","ff00ff0d","0","1020002","1","-1","9021","1295","1186","80","74","5","","0","mafaliao","广目天王","须弥海师傅","zhiyedaoshi","古尔迪安","2468","","","","","告辞","0","180901_08.ogg","","","","0","","ff003303","0",""
"220801","须弥海首席","","","","3","3","1","1","0","ff00ff0d","0","1011118","1","-1","9021","1048","937","65","58","5","","0","shouxidizi","西游降魔录","须弥海首席弟子","","化生寺首席弟子","2637","2638","2694","","","告辞","0","","","","","0","3113","ff003303","1",""
"220802","须弥海代表队","","","","0","0","1","1","1","ff00ff0d","0","1011118","1","-1","9021","1305","1334","81","83","5","","0","shouxidizi","须弥海代表队","门派闯关","","化生寺首代表队","2352","","","","","告辞","0","","","","","0","3331","ff003303","0",""
"220803","传送妖精","","","","0","0","1","1","1","ff00ff0d","0","1010101","0","-1","9021","3202","489","200","30","5","","0","feixing","传送妖精","","","飞行管理员","2470","2360","","","","告辞","0","180138_16.ogg","","","","0","","ff003303","0",""
"220805","西游使者","","","","0","0","1","1","0","ff00ff0d","0","1010105","1","-1","9021","1132","1212","70","75","5","","0","shouxidizi","西游降魔录使者","西游降魔录引导","","西游降魔录引导","2074","2072","2073","2458","","告辞","0","shushi_1.ogg","shushi_2.ogg","shushi_3.ogg","180903_14.ogg","0","","ff003303","0",""
"13109","黄眉","","","","0","0","1","1","1","ff00ff0d","0","1030023","1","-1","1727","3074","3196","67","28","5","","0","mafaliao","杨戬","小雷音师傅","zhiyedaoshi","古尔迪安","2798","","","","","告辞","0","180901_08.ogg","","","","0","","ff003303","0",""
"220501","小雷音寺首席","","","","3","3","1","1","0","ff00ff0d","0","1010117","1","-1","1727","3232","3373","61","42","4","","0","shouxidizi","小雷音寺首席","小雷音首席弟子","","化生寺首席弟子","2637","2638","2694","","","告辞","0","","","","","0","3113","ff003303","1",""
"220502","小雷音代表队","","","","0","0","1","1","1","ff00ff0d","0","1010116","1","-1","1727","3438","3601","52","31","4","","0","shouxidizi","小雷音代表队","门派闯关","","化生寺首代表队","2352","","","","","告辞","0","","","","","0","3101","ff003303","0",""
"220503","传送妖精","","","","0","0","1","1","1","ff00ff0d","0","1010101","0","-1","1727","3024","3283","144","134","3","","0","feixing","传送妖精","","","飞行管理员","2470","2360","","","","告辞","0","180138_16.ogg","","","","0","","ff003303","0",""
"220505","西游使者","","","","0","0","1","1","0","ff00ff0d","0","1010113","1","-1","1727","3160","3185","69","40","5","","0","shouxidizi","西游使者","","","西游引导","2074","2072","2073","2458","","告辞","0","shushi_1.ogg","shushi_2.ogg","shushi_3.ogg","180903_14.ogg","0","","ff003303","0",""
"210702","骷髅战士","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2107","1010","497","63","31","5","","0","","骷髅战士","","","骷髅战士","2766","","","","","告辞","1","","","","","0","","ff003303","0",""
"161850","大唐弟子","","","","3","3","1","7","1","fffdff5d","0","1010101","0","-1","1618","823","510","22","59","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2801","ffFF0066","0",""
"162150","方寸山弟子","","","","3","3","1","7","1","fffdff5d","0","1010104","0","-1","1621","862","378","53","22","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2802","ffFF0066","0",""
"162050","狮驼岭弟子","","","","3","3","1","7","1","fffdff5d","0","1010113","0","-1","1620","715","851","44","53","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2803","ffFF0066","0",""
"180250","阴曹地府弟子","","","","3","3","1","7","1","fffdff5d","0","1010117","0","-1","1622","1223","569","75","36","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2804","ffFF0066","0",""
"161750","龙宫弟子","","","","3","3","1","7","1","fffdff5d","0","1010107","0","-1","1617","801","950","13","60","5","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2805","ffFF0066","0",""
"161950","普陀山弟子","","","","3","3","1","7","1","fffdff5d","0","1010112","0","-1","1619","200","1320","14","83","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2806","ffFF0066","0",""
"169150","魔王寨弟子","","","","3","3","1","7","1","fffdff5d","0","1010116","0","-1","1625","350","1583","22","99","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2807","ffFF0066","0",""
"169050","月宫弟子","","","","3","3","1","7","1","fffdff5d","0","1010111","0","-1","1623","540","1066","33","66","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2808","ffFF0066","0",""
"169250","化生寺弟子","","","","3","3","1","7","1","fffdff5d","0","1010102","0","-1","1624","354","949","22","59","3","","0","","","","","师门示威","2069","","","","","告辞","1","","","","","0","2809","ffFF0066","0",""
"13104","程咬金","","","","0","0","1","1","1","ff00ff0d","0","1000101","1","-1","1618","448","320","23","29","3","","0","kaienxueti","程咬金","","menpaidaoshi","程咬金","2001","","","","","告辞","0","180101_09.ogg","180406_08.ogg","","","0","","ff003303","0",""
"161801","大唐首席","","","","3","3","1","1","1","ff00ff0d","0","1010101","1","-1","1618","528","608","16","43","3","","0","shouxidizi","大唐首席","大唐官府首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3106","ff003303","0",""
"161803","大唐官府代表队","","","","4","4","1","1","1","ff00ff0d","0","1010101","1","-1","1618","528","608","39","26","3","","0","shouxidizi","大唐官府代表队","门派闯关","","大唐官府代表队","2010","","","","","告辞","0","","","","","0","3094","ff003303","0",""
"161805","劫匪强盗","","","","0","0","1","26","0","ff00ff0d","0","1020022","1","-1","1618","528","608","56","62","3","","0","shouxidizi","","","","","2080","","","","","告辞","1","","","","","0","","ff003303","0",""
"13101","菩提祖师","","","","0","0","1","1","1","ff00ff0d","0","1000102","1","-1","1621","778","464","30","46","3","","0","wusier","菩提祖师","","menpaidaoshi","菩提祖师","2002","","","","","告辞","0","180103_03.ogg","180506_05.ogg","","","0","","ff003303","0",""
"162101","方寸山首席","","","","3","3","1","1","1","ff00ff0d","0","1010102","1","-1","1621","174","690","20","60","3","","0","shouxidizi","方寸山首席","方寸山首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3109","ff003303","0",""
"162102","方寸山代表队","","","","4","4","1","1","1","ff00ff0d","0","1010104","1","-1","1621","528","608","46","47","3","","0","shouxidizi","方寸山代表队","门派闯关","","方寸山代表队","2010","","","","","告辞","0","","","","","0","3097","ff003303","0",""
"162103","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1621","785","1181","155","70","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"162105","方寸山使者","","","","3","3","1","1","1","ff00ff0d","0","1010105","1","-1","1621","623","349","29","63","3","","0","shouxidizi","方寸山使者","西游使者","","方寸山使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13108","空度禅师","","","","0","0","1","1","1","ff00ff0d","0","1000109","1","-1","1624","1005","463","51","48","5","","0","mafaliao","空度禅师","","menpaidaoshi","空度禅师","2003","","","","","告辞","0","180105_04.ogg","180706_05.ogg","","","0","","ff003303","0",""
"169201","化生寺首席","","","","3","3","1","1","1","ff00ff0d","0","1010102","1","-1","1624","784","400","31","51","5","","0","shouxidizi","化生寺首席","化生寺首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3113","ff003303","0",""
"169202","化生寺代表队","","","","4","4","1","1","1","ff00ff0d","0","1010101","1","-1","1624","528","432","17","55","3","","0","shouxidizi","化生寺代表队","门派闯关","","化生寺代表队","2010","","","","","告辞","0","","","","","0","3101","ff003303","0",""
"169203","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1624","1092","761","50","103","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"169205","化生寺使者","","","","3","3","1","1","1","ff00ff0d","0","1010103","1","-1","1624","516","524","49","67","3","","0","shouxidizi","化生寺使者","西游使者","","化生寺使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13105","东海龙王","","","","0","0","1","1","1","ff00ff0d","0","1000105","1","-1","1617","912","496","50","24","5","","0","kaiersasi","东海龙王","","menpaidaoshi","东海龙王","2004","","","","","告辞","0","180106_08.ogg","180908_15.ogg","","","0","","ff003303","0",""
"161701","龙宫首席","","","","3","3","1","1","1","ff00ff0d","0","1010107","1","-1","1617","720","512","51","34","5","","0","shouxidizi","龙宫首席","龙宫首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3105","ff003303","0",""
"161702","龙宫代表队","","","","4","4","1","1","1","ff00ff0d","0","1010108","1","-1","1617","720","512","29","26","3","","0","shouxidizi","龙宫代表队","门派闯关","","龙宫代表队","2010","","","","","告辞","0","","","","","0","3093","ff003303","0",""
"13106","嫦娥仙子","","","","0","0","1","1","1","ff00ff0d","0","1000108","0","-1","1623","976","400","61","25","5","","0","wojin","嫦娥仙子","","menpaidaoshi","月灵","2005","","","","","告辞","0","180108_12.ogg","180806_06.ogg","","","0","","ff003303","",""
"169001","月宫首席","","","","3","3","1","1","1","ff00ff0d","0","1010111","0","-1","1623","850","362","71","39","5","","0","shouxidizi","月宫首席","月宫首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3111","ff003303","0",""
"169002","月宫代表队","","","","4","4","1","1","1","ff00ff0d","0","1010109","0","-1","1623","336","912","21","57","3","","0","shouxidizi","月宫代表队","门派闯关","","月宫代表队","2010","","","","","告辞","0","","","","","0","3099","ff003303","0",""
"169003","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1623","400","609","46","82","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"169005","月宫使者","","","","3","3","1","1","1","ff00ff0d","0","1010111","0","-1","1623","862","899","70","39","5","","0","shouxidizi","月宫使者","西游使者","","月宫使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13103","观音娘娘","","","","0","0","1","1","1","ff00ff0d","0","1000103","1","-1","1619","154","237","22","31","5","","0","xianzhiweilun","观音娘娘","","menpaidaoshi","观音娘娘","2006","","","","","告辞","0","180130_03.ogg","","","","0","","ff003303","0",""
"161901","普陀山首席","","","","3","3","1","1","1","ff00ff0d","0","1010110","1","-1","1619","485","305","11","44","3","","0","shouxidizi","普陀山首席","普陀山首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3107","ff003303","0",""
"161902","普陀山代表队","","","","4","4","1","1","1","ff00ff0d","0","1010112","1","-1","1619","342","633","56","17","3","","0","shouxidizi","普陀山代表队","门派闯关","","普陀山代表队","2010","","","","","告辞","0","","","","","0","3095","ff003303","0",""
"161903","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1619","234","528","17","33","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"161905","普陀山使者","","","","3","3","1","1","1","ff00ff0d","0","1010112","1","-1","1619","648","640","13","47","3","","0","shouxidizi","普陀山使者","西游使者","","普陀山使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13102","大大王","","","","0","0","1","1","1","ff00ff0d","0","1000104","0","-1","1620","896","912","56","57","3","","0","wojin","大大王","","menpaidaoshi","大大王","2007","","","","","告辞","0","180132_09.ogg","180906_11.ogg","","","0","","ff003303","0",""
"162001","狮驼岭首席","","","","3","3","1","1","1","ff00ff0d","0","1010114","0","-1","1620","960","1216","60","76","3","","0","shouxidizi","狮驼岭首席","狮驼岭首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3108","ff003303","0",""
"162002","狮驼岭代表队","","","","4","4","1","1","1","ff00ff0d","0","1010113","0","-1","1620","720","576","31","53","5","","0","shouxidizi","狮驼岭代表队","门派闯关","","狮驼岭代表队","2010","","","","","告辞","0","","","","","0","3096","ff003303","0",""
"162003","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1620","834","529","24","39","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"162005","狮驼岭使者","","","","3","3","1","1","1","ff00ff0d","0","1010115","0","-1","1620","230","693","35","58","3","","0","shouxidizi","狮驼岭使者","西游使者","","狮驼岭使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13107","牛魔王","","","","0","0","1","1","1","ff00ff0d","0","1000107","1","-1","1625","246","447","30","39","3","","0","wusier","牛魔王","","menpaidaoshi","牛魔王","2008","","","","","告辞","0","180133_05.ogg","180406_08.ogg","","","0","","ff003303","0",""
"169101","魔王寨首席","","","","3","3","1","1","1","ff00ff0d","0","1010117","1","-1","1625","656","704","41","44","3","","0","shouxidizi","魔王寨首席","魔王寨首席弟子","","张牧之","2011","","","","","告辞","0","","","","","0","3112","ff003303","0",""
"169102","魔王寨代表队","","","","4","4","1","1","1","ff00ff0d","0","1010116","1","-1","1625","288","704","18","44","3","","0","shouxidizi","魔王寨代表队","门派闯关","","魔王寨代表队","2010","","","","","告辞","0","","","","","0","3100","ff003303","0",""
"169103","传送人","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","1625","781","297","19","79","3","","0","feixing","传送人","","","传送妖精","2470","2360","","","","告辞","0","","","","","0","","ff003303","0",""
"169105","魔王寨使者","","","","3","3","1","1","1","ff00ff0d","0","1010113","1","-1","1625","447","403","39","46","5","","0","shouxidizi","魔王寨使者","西游使者","","魔王寨使者","2012","","","","","告辞","0","","","","","0","","ff003303","0",""
"13100","地藏王","","","","0","0","1","1","1","ff00ff0d","0","1000106","1","-1","1622","448","320","34","32","3","","0","mafaliao","地藏王","","menpaidaoshi","地藏王","2009","","","","","告辞","0","180135_09.ogg","180406_08.ogg","","","0","","ff003303","0",""
