"id","名称","物品id1","物品id1权重","物品id2","物品id2权重","物品id3","物品id3权重","物品id4","物品id4权重","物品id5","物品id5权重","物品id6","物品id6权重","物品id7","物品id7权重","物品id8","物品id8权重","物品id9","物品id9权重","物品id10","物品id10权重","物品id11","物品id11权重","物品id12","物品id12权重","物品id13","物品id13权重","物品id14","物品id14权重","物品id15","物品id15权重","物品id16","物品id16权重","物品id17","物品id17权重","物品id18","物品id18权重","物品id19","物品id19权重","物品id20","物品id20权重","物品id21","物品id21权重","物品id22","物品id22权重","物品id23","物品id23权重","物品id24","物品id24权重","物品id25","物品id25权重","物品id26","物品id26权重","物品id27","物品id27权重","物品id28","物品id28权重","物品id29","物品id29权重","物品id30","物品id30权重","物品id31","物品id31权重","物品id32","物品id32权重","物品id33","物品id33权重","物品id34","物品id34权重","物品id35","物品id35权重","物品id36","物品id36权重","物品id37","物品id37权重","物品id38","物品id38权重","物品id39","物品id39权重","物品id40","物品id40权重","物品id41","物品id41权重","物品id42","物品id42权重","物品id43","物品id43权重","物品id44","物品id44权重","物品id45","物品id45权重","物品id46","物品id46权重","物品id47","物品id47权重","物品id48","物品id48权重","物品id49","物品id49权重","物品id50","物品id50权重","物品id51","物品id51权重","物品id52","物品id52权重","物品id53","物品id53权重","物品id54","物品id54权重","物品id55","物品id55权重","物品id56","物品id56权重","物品id57","物品id57权重","物品id58","物品id58权重","物品id59","物品id59权重","物品id60","物品id60权重","物品id61","物品id61权重","物品id62","物品id62权重","物品id63","物品id63权重","物品id64","物品id64权重","物品id65","物品id65权重","物品id66","物品id66权重","物品id67","物品id67权重","物品id68","物品id68权重","物品id69","物品id69权重","物品id70","物品id70权重","物品id71","物品id71权重","物品id72","物品id72权重","物品id73","物品id73权重","物品id74","物品id74权重","物品id75","物品id75权重","物品id76","物品id76权重","物品id77","物品id77权重","物品id78","物品id78权重","物品id79","物品id79权重","物品id80","物品id80权重","物品id81","物品id81权重","物品id82","物品id82权重","物品id83","物品id83权重","物品id84","物品id84权重","物品id85","物品id85权重","物品id86","物品id86权重","物品id87","物品id87权重","物品id88","物品id88权重","物品id89","物品id89权重","物品id90","物品id90权重","物品id91","物品id91权重","物品id92","物品id92权重","物品id93","物品id93权重","物品id94","物品id94权重","物品id95","物品id95权重","物品id96","物品id96权重","物品id97","物品id97权重","物品id98","物品id98权重","物品id99","物品id99权重","物品id100","物品id100权重","物品id101","物品id101权重","物品id102","物品id102权重","物品id103","物品id103权重","物品id104","物品id104权重","物品id105","物品id105权重","物品id106","物品id106权重","物品id107","物品id107权重","物品id108","物品id108权重","物品id109","物品id109权重","物品id110","物品id110权重","物品id111","物品id111权重","物品id112","物品id112权重","物品id113","物品id113权重","物品id114","物品id114权重","物品id115","物品id115权重","物品id116","物品id116权重","物品id117","物品id117权重","物品id118","物品id118权重","物品id119","物品id119权重","物品id120","物品id120权重","物品id121","物品id121权重","物品id122","物品id122权重","物品id123","物品id123权重","物品id124","物品id124权重","物品id125","物品id125权重","物品id126","物品id126权重","物品id127","物品id127权重","物品id128","物品id128权重","物品id129","物品id129权重","物品id130","物品id130权重","物品id131","物品id131权重","物品id132","物品id132权重","物品id133","物品id133权重","物品id134","物品id134权重","物品id135","物品id135权重","物品id136","物品id136权重","物品id137","物品id137权重","物品id138","物品id138权重","物品id139","物品id139权重","物品id140","物品id140权重"
"200031","50-60紫装混合库","7050101","15","7050102","15","7050103","15","7050104","15","7050105","15","7050106","15","7050207","30","7050208","30","7050309","30","7050310","30","7050411","30","7050512","30","7050613","30","7060101","5","7060102","5","7060103","5","7060104","5","7060105","5","7060106","5","7060207","10","7060208","10","7060309","10","7060310","10","7060411","10","7060512","10","7060613","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200032","40-50精铁库","341104","50","341105","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200033","50-60-70精铁库","341105","50","341106","50","341107","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200034","40级环装库","4040101","80","4040102","80","4040103","80","4040104","80","4040105","80","4040106","80","4040207","80","4040208","80","4040309","80","4040310","80","4040411","80","4040512","80","4040613","80","5040101","20","5040102","20","5040103","20","5040104","20","5040105","20","5040106","20","5040207","20","5040208","20","5040309","20","5040310","20","5040411","20","5040512","20","5040613","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200035","50级环装库","4050101","80","4050102","80","4050103","80","4050104","80","4050105","80","4050106","80","4050207","80","4050208","80","4050309","80","4050310","80","4050411","80","4050512","80","4050613","80","5050101","20","5050102","20","5050103","20","5050104","20","5050105","20","5050106","20","5050207","20","5050208","20","5050309","20","5050310","20","5050411","20","5050512","20","5050613","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200036","60级环装库","4060101","80","4060102","80","4060103","80","4060104","80","4060105","80","4060106","80","4060207","80","4060208","80","4060309","80","4060310","80","4060411","80","4060512","80","4060613","80","5060101","20","5060102","20","5060103","20","5060104","20","5060105","20","5060106","20","5060207","20","5060208","20","5060309","20","5060310","20","5060411","20","5060512","20","5060613","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200037","10-20-30精铁库","341101","20","341102","20","341103","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200038","30-40精铁库","341103","50","341104","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200039","30-40-50精铁库","341103","50","341104","50","341105","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200040","40-50-60精铁库","341104","50","341105","50","341106","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200041","50-60精铁库","341105","50","341106","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
