"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","是否采集获得","左上X","左上Y","右下X","右下Y","进度条文字","进度条时间","使用地图","是否放入任务道具页","耐久上限","使用特效ID","显示特效ID","显示特效X轴","显示特效Y轴","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"50404","25","点化石","ff6ddcf6","1","1214","个","0","1","17001","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","","药剂","","0","","","","","","","","0","72","24","81","31","使用药剂","2","1609","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50500","41","塔兰之锤","ff6ddcf6","1","1521","只","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","塔兰小时候最喜欢的玩具，这把锤子是按照佛丁战锤模型用木头制成。","木质玩具","","0","","","","","","","","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50501","41","荣耀战旗","ff6ddcf6","1","1099","面","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","这面战旗象征着白银之手圣光骑士团对于圣光的信仰和对邪恶势力复仇的决心。","骑士团战旗","","0","","","","","","","","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50502","41","肖像画","ff6ddcf6","1","1052","幅","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","一幅一家三口的肖像画，取景和用色的绝佳搭配更加使这幅作品洋溢着幸福美满的气息。","幸福画卷","","0","","","","","","","","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50503","41","沉重的包裹","ff6ddcf6","1","1238","个","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","厚厚的包裹里边装满了塔兰小时候的回忆。","勾起塔兰回忆","","0","","","","","","","","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50504","41","灰烬使者","ff6ddcf6","1","1533","把","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","任何试图靠近这把剑的天灾军队都被圣光的火焰灼烧化作灰烬。","神器","","0","","","","","","","","0","0","0","0","0","","0","0","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50505","25","铁铲","ff6ddcf6","1","1541","把","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","一把结实的铁铲，除了一些傻缺会用它来当武器外一般都只是一件建筑工具。","工具","","0","","","","","","","","0","0","0","0","0","挖掘中","1","1678","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50506","41","龙脊草","ff6ddcf6","1","1020","棵","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","非常稀有的草药，据说有起死回生的功效。","草药","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50507","41","奥罗巴根须","ff6ddcf6","1","1145","个","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","或许它应该叫做奥罗巴的胡须更为妥帖。","草药","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50508","41","回光药剂","ff6ddcf6","1","1013","个","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","超强副作用的药剂，但能够短时间恢复和强化身体机能。","药剂","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50509","25","伐木的斧子","ff6ddcf6","1","1555","把","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","粗糙的一把斧子，斧刃已经有不少缺口。","工具","","0","","","","","","","","0","0","0","0","0","砍伐木材","1","1638","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50510","25","混乱泉水","ff6ddcf6","1","1013","份","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","含有恶魔力量的泉水。","恶魔泉水","","0","","","","","","","","0","0","0","0","0","假装喝下","1","3017","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50511","41","月亮井水","ff6ddcf6","1","1012","份","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","暗夜精灵如果有经济头脑，这玩意要是上市绝对比农妇三泉畅销。","泉水","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50512","25","半神号角","ff6ddcf6","1","1236","个","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","据说是半神塞纳留斯最喜欢的乐器。","唤醒德鲁伊","","0","","","","","","","","0","0","0","0","0","唤醒大德鲁伊","1","2100","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50513","25","宁神花","ff6ddcf6","1","1022","棵","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","具有提神醒脑的作用，能够让人快速的清醒。","草药","","0","","","","","","","","0","0","0","0","0","喂他服药","1","2130","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50514","41","静息草","ff6ddcf6","1","1024","棵","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","能够让人宁神静息。","草药","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50515","25","静息水","ff6ddcf6","1","1016","瓶","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","静息草制成的药水，能够让灵魂安息。","药剂","","0","","","","","","","","0","0","0","0","0","撒药水","1","2107","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50516","41","火符印","ff6ddcf6","1","1190","个","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","开启萨格拉斯之墓的符印。","符印","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50520","41","凤梨佳酿","ff6ddcf6","1","1092","瓶","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","没打开瓶盖都能闻到沁人心脾的酒香。","愿君无忧","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50521","41","调查情报","ff6ddcf6","1","1052","封","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","一封用奇怪符号写成的古怪情报。","调查情报","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50530","25","雪莲花","ff6ddcf6","1","1018","株","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","生长于极其寒冷的北境，因为稀有而非常珍贵。","草药","","0","","","","","","","","0","0","0","0","0","使用草药救治","1","2110","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50531","41","女王的亲笔信","ff6ddcf6","1","1052","封","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","女王希尔亲自书写的信件。","信件","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50532","25","新鲜的霜狼肉","ff6ddcf6","1","1014","份","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","有独特的食谱的霜狼，据说它们的肉鲜美无比。","诱饵","","0","","","","","","","","0","0","0","0","0","放下诱饵","1","2116","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50533","41","冰霜之血","ff6ddcf6","1","1016","份","0","1","0","true","0","0","0","0","false","false","false","0","0","0","1","9999","9999","0","","冰霜巨兽的血液，浅蓝色上透着淡淡的寒气。","材料","","0","","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50534","25","变身药剂","ff6ddcf6","1","1013","份","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","让人难以下咽的药剂。","药剂","","0","","","","","","","","0","0","0","0","0","服用药剂","1","2114","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50535","25","庆祝的烟花","ff6ddcf6","1","1006","个","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","华丽的烟火，有许多人用它来许愿","燃放花火","","0","使用方法：点击使用","","","","","","","0","95","95","105","105","点燃烟花","2","1615","0","0","","11067","600","400","","","","","","","","","","","","","","","","","",""
"50536","25","庆祝的烟花","ff6ddcf6","1","1006","个","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","华丽的烟火，有许多人用它来许愿","燃放花火","","0","使用方法：点击使用","","","","","","","0","95","95","105","105","点燃烟花","2","1615","0","0","","11067","600","400","","","","","","","","","","","","","","","","","",""
"50537","25","庆祝的烟花","ff6ddcf6","1","1006","个","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","华丽的烟火，有许多人用它来许愿","燃放花火","","0","使用方法：点击使用","","","","","","","0","95","95","105","105","点燃烟花","2","1615","0","0","","11067","600","400","","","","","","","","","","","","","","","","","",""
"50800","25","老孙头的信","ff6ddcf6","1","885","封","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","老孙头给陆萧然的信件，切勿遗失。","信件","","0","使用方法：点击使用","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50801","25","魔气","ff6ddcf6","1","884","缕","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","击杀发狂的动物，可收集此物。","怪物魔气","","0","使用方法：点击使用","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50802","25","装满魔气的瓶子","ff6ddcf6","1","881","瓶","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","装满了魔气的瓶子。","瓶子","","0","使用方法：点击使用","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50803","25","灵露","ff6ddcf6","1","1207","份","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","菩提祖师给予的灵露，可用于净化魔气。","净化","","0","使用方法：点击使用","","","","","","","0","0","0","0","0","","1","","1","0","","","","","","","","","","","","","","","","","","","","","",""
"50804","25","五龙丹","ff6ddcf6","1","1209","颗","0","1","0","true","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","","五龙丹，可用于解除封印，中毒，异常状态。","丹药","","0","使用方法：点击使用","","","","","","","0","45","100","45","100","喂服丹药中~","4","1614","1","0","","","","","","","","","","","","","","","","","","","","","",""
