"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"501016","杀气决/增加穿透","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phynodefrate_value=1;phynodefdegree_value=0.05","","","5","0","","","0","","杀气决/增加穿透","22","","","0","",""
"501105","后发制人预操作","后发制人预操作","fire.pb.buff.continual.DecisionBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","2","0","","","0","","后发制人预操作","23","","","0","",""
"501106","后发制人","提升双防 优先出手","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","2","0","","","1","","后发制人","114","geffect/skill/acc1-dt/Cc.hfzrbuff","","0","",""
"501001","大唐官府主技能被动","大唐官府主技能被动","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","","大唐官府主技能被动","23","","","0","",""
"501005","大唐官府被动1","大唐官府被动1","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","","大唐官府被动1","23","","","0","",""
"501006","大唐官府被动2","大唐官府被动2","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","","大唐官府被动2","23","","","0","",""
"501007","大唐官府被动3","大唐官府被动3","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","","大唐官府被动3","23","","","0","",""
"501107","大唐官府被动4","大唐官府被动4","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","","大唐官府被动4","23","","","0","",""
"254522","方寸山技能/被动","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","方寸山技能/被动","","","","","","",""
"501201","失心符","","fire.pb.buff.continual.ConstantlyBuff","2","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","4","3","","","1","封印法术，物理防御降低","失心符","121","geffect/skill/acc2-fc/shixinfu_buff","","-2","",""
"501202","失忆符","","fire.pb.buff.continual.ConstantlyBuff","3;11","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","0","3","","","1","封印特技，药品","失忆符","119","geffect/skill/acc2-fc/shiyifu_buff","","1","",""
"501203","定身符","","fire.pb.buff.continual.ConstantlyBuff","1;2","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","4","3","","","1","封印物法，法术防御降低","定身符","118","geffect/skill/acc2-fc/dingshenfubuff","","-1","","0"
"501204","定身符/虚弱","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","2","0","","","1","封印命中下降，无法继续释放定身符","定身符/虚弱","118","geffect/skill/acc2-fc/Cc.fyxj","","1","",""
"502002","失心符","","fire.pb.buff.continual.ConstantlyBuff","2","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","4","3","","","1","封印法术，物理防御降低","失心符","121","geffect/skill/acc2-fc/shixinfu_buff","","-2","",""
"502003","定身符","","fire.pb.buff.continual.ConstantlyBuff","1;2","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","4","3","","","1","封印物法，法术防御降低","定身符","118","geffect/skill/acc2-fc/dingshenfubuff","","-1","","0"
"502004","离魂符","","fire.pb.buff.continual.ConstantlyBuff","11;19","-1","-1","9","false","0","战斗中强控制状态","131","","1","","true","","","","4","3","","","1","混乱，五龙丹不可解除","离魂符","120","","2","0","",""
"502001","方寸山主技能被动","方寸山主技能被动","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","方寸山主技能被动","方寸山主技能被动","1189","","","0","",""
"502006","方寸山被动1","方寸山被动1","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","方寸山被动1","方寸山被动1","1189","","","0","",""
"502007","方寸山被动2","方寸山被动2","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","方寸山被动2","方寸山被动2","1189","","","0","",""
"502008","方寸山被动3","方寸山被动3","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","方寸山被动3","方寸山被动3","1189","","","0","",""
"254523","狮驼岭技能/被动","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","狮驼岭技能/被动","","","","","","",""
"501301","象形","","fire.pb.buff.continual.ConstantlyBuff","1;2;3;4;5;6;7;8;10;11;19","-1","-1","0","false","0","战斗中强控制状态","131","","1","","true","","","","2","3","","","1","封印物法，药品，召唤","象形","126","geffect/skill/acc3-st/Cc.xiangxingbuff","","-1","",""
"501302","变身吸血","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","FALSE","0","其他","310","","1","","TRUE","xixuerate_value=1;xixuedegree_value=0.2","","","-1","0","","","0","","血脉愤张","33","","","0","",""
"501303","变身吸血","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","FALSE","0","其他","310","","1","","TRUE","","","","1","0","","","0","","血脉愤张","33","","","0","",""
"503001","变身","提升物理暴击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","1","","变身","123","geffect/skill/acc3-st/Cc.bianshenbuff","","0","",""
"503002","魔息术","回合结束，恢复魔法","fire.pb.buff.continual.RoundBuff","","-1","-1","0","false","0","战斗中hot","220","","1","","true","","510202","","4","0","","","1","","魔息术","124","geffect/skill/acc3-st/Cc.moxishubuff","","-2","",""
"503003","狮驼岭被动1","狮驼岭被动1","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","狮驼岭被动1","狮驼岭被动1","1189","","","0","",""
"503004","狮驼岭被动2","狮驼岭被动2","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","狮驼岭被动2","狮驼岭被动2","1189","","","0","",""
"503005","狮驼岭被动3","狮驼岭被动3","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","狮驼岭被动3","狮驼岭被动3","1189","","","0","",""
"503006","变身被动","变身被动","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","变身被动","变身被动","1189","","","0","",""
"503007","远程武器/杀破狼","远程武器/杀破狼","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","-1","0","","","0","远程武器/杀破狼","远程武器/杀破狼","1189","","","0","",""
"254524","阴曹地府技能/被动","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","阴曹地府技能/被动","","","","","","",""
"504001","阴曹地府主技能被动","阴曹地府主技能被动","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","阴曹地府主技能被动","阴曹地府主技能被动","1189","","","0","",""
"504003","幽冥鬼眼","提高封印抵抗，可攻击隐身目标。","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中增益状态","210","","1","","true","","","","5","0","","","1","","幽冥鬼眼","134","geffect/skill/acc4-df/Cc.guiyan_buff","","0","",""
"504004","魂锁判官","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中减益状态","110","","1","","true","defend_percent=-0.1;magicdef_percent=-0.1","","","6","0","","","0","无法复活","魂锁判官","1189","","","0","",""
"504007","阴曹地府被动1","阴曹地府被动1","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","阴曹地府被动1","阴曹地府被动1","1189","","","0","",""
"504008","阴曹地府被动2","阴曹地府被动2","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","阴曹地府被动2","阴曹地府被动2","1189","","","0","",""
"504009","阴曹地府被动3","阴曹地府被动3","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","阴曹地府被动3","阴曹地府被动3","1189","","","0","",""
"504010","幽冥鬼眼/被动","可攻击隐身目标","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中增益状态","210","","1","","true","","","","3","0","","","0","幽冥鬼眼/被动","幽冥鬼眼/被动","46","","","0","",""
"501401","尸腐毒","","fire.pb.buff.continual.RoundBuff","","-1","-1","0","false","0","战斗中dot","120","","1","","true","","510135","curhp_percent=-0.05","5","0","","","1","持续扣除气血","尸腐毒","129","geffect/skill/acc4-df/Cc.shifudubuff","","0","",""
"501402","六道轮回","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中减益状态","110","","1","","true","","","","4","0","","","1","物理防御法术降低","六道轮回","130","geffect/skill/acc4-df/Cc.ldlhbuff","","1","",""
"501403","修罗隐身","隐身，提升物伤结果","fire.pb.buff.continual.RoundBuff","","-1","-1","4","false","0","其他","310","","1","","true","physicrevise_value=0.1","","","5","3","","","1","","修罗隐身","133","","1","0","",""
"506201","盗贼潜行","盗贼潜行","fire.pb.buff.continual.RoundBuff","","-1","-1","4","false","0","其他","310","","1","","true","onfanjinum_value=9.99","","","5","3","","","0","","盗贼潜行","1189","","","0","",""
"254525","龙宫技能/被动","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","龙宫技能/被动","","","","","","",""
"505001","龙宫主技能被动","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","永久增加角色技能等级*2的法术攻击。","龙宫主技能被动","1189","","","0","",""
"505002","龙宫被动1","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*0.5的速度。","龙宫被动1","1189","","","0","",""
"505003","龙宫被动2","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*10的控制抗性。","龙宫被动2","1189","","","0","",""
"505004","龙宫被动3","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*1的法术防御。","龙宫被动3","1189","","","0","",""
"501501","逆鳞","提升法连概率，增强法连伤害","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中增益状态","210","","1","","true","magicdouble_value=0.2;magiccombo_value=0.2;magiccombolimit=1","","","-1","0","","","1","","逆鳞","135","geffect/skill/acc5-lg/Cc.nilinbuff","","0","",""
"501502","逆鳞法伤增强","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","-1","0","","","0","","逆鳞法伤增强","5","","","0","",""
"501503","龙宫被动4","永久角色法连伤害固定","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","FALSE","0","其他","310","","1","","true","","","","-1","0","","","0","","永久角色法连伤害固定","53","","","0","",""
"254526","普陀山技能/被动","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","阴曹地府技能/被动","","","","","","",""
"506001","普陀山主技能被动","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","永久增加角色技能等级*14的生命。","普陀山主技能被动","1189","","","0","",""
"506002","失心符/未知","","fire.pb.buff.continual.ConstantlyBuff","2","-1","-1","0","false","0","战斗中弱控制状态","130","","1","","true","","","","3","3","","","0","","失心符/未知","1189","geffect/skill/acc2-fc/shixinfu_buff","","-1","",""
"506003","灵动九天","提升法伤，法防","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","战斗中增益状态","210","","1","","true","","","","5","0","","","1","","灵动九天","138","geffect/skill/acc6-pt/Cc.ldjtbuff","","0","",""
"506004","沐日慈悲","免疫一次死亡","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","9","false","0","战斗中增益状态","210","","1","","true","","","","2","0","","","1","","沐日慈悲","139","geffect/skill/acc6-pt/Cc.mrcbbuff","","-1","",""
"506005","普陀山被动1","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*0.5的速度。","普陀山被动1","1189","","","0","",""
"506006","普陀山被动2","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*10的控制抗性。","普陀山被动2","1189","","","0","",""
"506007","普陀山被动3","","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","","","","3","0","","","0","永久增加角色技能等级*1的法术攻击。","普陀山被动3","1189","","","0","",""
"506008","普渡众生","持续回复血量","fire.pb.buff.continual.RoundBuff","","-1","-1","0","false","0","其他","310","","1","","true","","510101","","-1","0","","","1","","普渡众生","137","geffect/skill/acc6-pt/Cc.pdzsbuff","","-1","",""
