"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","是否可回收","回收道具ID","回收道具数量","可否分解","分解成道具","分解数量"
"331208","358","临时符","ff6ddcf6","4","1689","张","150","1","7023","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","神奇的符咒，可以给特定部位的装备附加临时属性，效果持续12小时。","<T t=""给衣服附加临时$parameter1$-$parameter2$封印命中"" c=""ff00ff00""></T>","3","161506","使用方法：点击使用","","","0","","","","0","","","","8","","","","","","","","","","","1","30","","封印命中符","","","","","0","0","0","0","0","0"
"331209","358","临时符","ff6ddcf6","4","1692","张","150","1","7023","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","神奇的符咒，可以给特定部位的装备附加临时属性，效果持续12小时。","<T t=""给鞋子附加临时$parameter1$-$parameter2$速度"" c=""ff00ff00""></T>","3","161506","使用方法：点击使用","","","0","","","","0","","","","9","","","","","","","","","","","1","30","","速度符","","","","","0","0","0","0","0","0"
"111115","96","下面是五宝/藏宝图：编号5","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","大量的金钱。","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"331350","374","金刚石","ff6ddcf6","4","1179","个","0","1","7024","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","最坚硬美丽的石头，传说中的五宝之一。集齐五宝获得高级藏宝图。","藏宝图合成材料","4","0","使用方法：高级藏宝图合成中使用","","","1","161510","","","0","","","","","","","","","","","","","","","1","30","","","","","","","0","0","0","0","0","0"
"331351","374","定魂珠","ff6ddcf6","4","1191","个","0","1","7024","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","可以用来寻找散失在人间的鬼混的奇妙宝珠，是传说中的五宝之一。集齐五宝获得高级藏宝图。","藏宝图合成材料","4","0","使用方法：高级藏宝图合成中使用","","","1","161510","","","0","","","","","","","","","","","","","","","1","30","","","","","","","0","0","0","0","0","0"
"331352","374","避水珠","ff6ddcf6","4","1189","个","0","1","7025","true","1","1","0","0","0","0","1137","false","false","false","0","0","1","1","99999","0","0","5000000","用这件宝物，不熟水性之人也可以去到深海底，传说中的五宝之一。集齐五宝获得高级藏宝图。","藏宝图合成材料","4","0","使用方法：高级藏宝图合成中使用","","","1","161510","","","0","","","","","","","","","","","","","","","1","30","","","","","","","0","0","0","0","0","0"
"331353","374","夜光珠","ff6ddcf6","4","1181","个","0","1","7025","true","1","1","0","0","0","0","1138","false","false","false","0","0","1","1","99999","0","0","5000000","能够在夜里发光的明珠，传说中的五宝之一。集齐五宝获得高级藏宝图。","藏宝图合成材料","4","0","使用方法：高级藏宝图合成中使用","","","1","161510","","","0","","","","","","","","","","","","","","","1","30","","","","","","","0","0","0","0","0","0"
"331354","374","龙鳞","ff6ddcf6","4","1184","个","0","1","7025","true","1","1","0","0","0","0","1139","false","false","false","0","0","1","1","99999","0","0","5000000","龙珠下颚的鳞，愤怒和威力的象征，传说中的五宝之一。集齐五宝获得高级藏宝图。","藏宝图合成材料","4","0","使用方法：高级藏宝图合成中使用","","","1","161510","","","0","","","","","","","","","","","","","","","1","30","","","","","","","0","0","0","0","0","0"
"331300","118","藏宝图","ff6ddcf6","4","1253","张","0","25","7081","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","普通藏宝图，能帮助挖宝的人找到埋藏宝藏的地点。","挖宝挖宝","","0","使用方法:在寻宝界面直接使用","","","4","","","","0","","","","","","","","","","","","","","","1","7","","","","","","","0","0","0","0","0","0"
"331301","198","高级藏宝图","ff6ddcf6","4","1180","张","0","25","7080","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","高级藏宝图，能帮助挖宝的人找到埋藏稀世珍宝的地点。","挖宝挖宝","","0","使用方法:在寻宝界面直接使用","","","4","","","","0","","","","","","","","","","","","","","","1","7","","","","","","","0","0","0","0","0","0"
"331302","4262","高级藏宝图","ff6ddcf6","4","1180","张","0","25","7081","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","高级藏宝图，打开获得28888金币和奇珍异宝。","挖宝挖宝","","0","使用方法:在寻宝界面直接使用","宝图","","","","","","0","","","","","","","","","","","","","","","1","7","","","","","","","0","0","0","0","0","0"
"777777","96","下面是五宝/坐骑：编号坐骑","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","大量的金钱。","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"331401","390","可爱云","FFff46f0","4","2066","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术伤害","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331402","390","流沙葫","FFff46f0","4","2007","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术伤害","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331403","390","丹须虾","FFff46f0","4","2078","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术伤害","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331404","390","望月吼","FFff46f0","4","2073","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术伤害","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331405","390","龙羽枭","FFff46f0","4","2079","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术伤害","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331406","390","四不像","FFff46f0","4","2082","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331407","390","灵月驼","FFff46f0","4","2087","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331408","390","岩溶牛","FFff46f0","4","2074","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331409","390","蝶语莺","FFff46f0","4","2085","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331410","390","龙灵猫","FFff46f0","4","2081","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331411","390","冰晶虎","FFff46f0","4","2083","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331412","390","羊咩咩","FFff46f0","4","1981","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331413","390","金玉鲤","FFff46f0","4","2000","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331414","390","竹团团","FFff46f0","4","2041","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331415","390","九霄鹏","FFff46f0","4","1675","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：25点物理伤害 20点法术防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331416","390","比翼飞","FFff46f0","4","2044","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：20点法术伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331417","390","开明兽","FFff46f0","4","2028","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：20点法术伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331418","390","吉庆兽","FFff46f0","4","2054","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：20点法术伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
"331419","390","炎爆龙","FFff46f0","4","2031","匹","1","1","7060","true","0","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","60","1000","乘坐获得：20点法术伤害 20点物理防御","坐骑","","0","使用方法：点击乘骑","坐骑","","","","","","0","","","","","","","","","","","","","","1","1","30","","Lv.1","","","","","","","","","",""
