"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","召唤数量","","","","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"55030","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8606,劣人喊话","这头蠢牛居然引来这么多怪！","","","","",""
"55031","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8606,玩家喊话","真是无药可救了！","","","","",""
"55032","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8607,哀木涕喊话","老不死的,你的末日到了。","","","","",""
"55033","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8607,小德喊话","请问要来件银鳞胸甲不？","","","","",""
"55034","0","","0","1","TRUE","","0","2","722002","","1","0","","","","","","","","0","8602,大小姐群秒技能","","","","","",""
"55035","0","","0","1","TRUE","","0","2","722003","","1","0","","","","","","","","0","8602,大小姐控制技能","","","","","",""
"55036","0","","0","1","TRUE","","0","2","722005","","1","0","","","","","","","","0","8602,大小姐辅助技能","","","","","",""
"55037","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8603,哀木涕喊话","嘿嘿！师父果然利害！看来我很快就能强力了。","","","","",""
"55038","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8603,战斗结束冬喊话","这群小怪,一点都不经打,真无聊啊！","","","","",""
"55039","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8604,哀木涕喊话","嘿嘿！又可以掀小软的裙子了！","","","","",""
"55040","0","","0","1","TRUE","","0","12","","","","","","{29060@1000}$15,{29060@1000}$16,{29060@1000}$17,{29060@1000}$18,{29060@1000}$19,","","","","","","0","8606,召唤食人工头","","","","","",""
"56800","0","","0","1","TRUE","","0","2","420022","","1","0","","","","","","","","0","8606,食人工头施放圣灵之甲","","","","","",""
"55041","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8607,阿撸高喊话","想不到这种货色也能站在我面前向我挑衅！","","","","",""
"55045","0","","0","1","TRUE","","0","2","741002","","1","0","","","","","","","","0","8609,小德喊话1,并降防","哀木涕,去把那只怪拉住！","","","","",""
"55046","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8609,小德喊话2","你这废物牛,让你去拉怪,谁让你引一群怪过来？","","","","",""
"55047","0","","0","1","TRUE","","0","12","","","","","","{29091@1000}$23,{29091@1000}$24,{29092@1000}$15,{29092@1000}$16,{29092@1000}$17,{29092@1000}$18,{29092@1000}$19","","","","","","0","8609,野猪人召唤","","","","","",""
"55048","0","","0","1","TRUE","","0","2","110002","","1","0","","","","","","","","0","8609,哀木涕嘲讽","","","","","",""
"55049","0","","0","1","TRUE","","0","2","110001","","1","0","","","","","","","","0","8609,哀木涕幻影斩","","","","","",""
"55042","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8607,阿撸高喊话","愚蠢的动物们,你们会为自己的行为付出代价。","","","","",""
"56001","0","","0","1","TRUE","","0","12","","","","","","{29509@1000}$2","","","","","95002","0","妖风剧情","","","","","",""
"56002","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","妖风喊话1","<T t=""真是不自量力！"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""103""></E>","","","","",""
"56003","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","妖风喊话2","<T t=""就这点本事还斩妖除魔~哈哈哈。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""223""></E>","","","","",""
"56004","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","妖风喊话3","<T t=""杨...杨戬！！！"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""220""></E>","","","","",""
"56005","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","杨戬喊话","<T t=""妖风！你不思悔改！还敢破封祸乱世人！"" c=""FFFFF2DF"" f=""simhei-12""></T>","","","","",""
"56006","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","主角喊话","<T t=""可恶！"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""191""></E>","","","","",""
"56007","0","","0","1","TRUE","","0","2","761003","","1","0","","","","","","","95035","0","沐丝救人","","","","","",""
"56008","0","","0","1","TRUE","","0","2","761002","","1","0","","","","","","","95036","0","沐丝治疗","","","","","",""
"56009","0","","0","1","TRUE","","0","2","711002","","1","0","","","","","","","","0","哀木涕嘲讽技能","","","","","",""
"56010","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","战士喊话,嘲讽BOSS","卑鄙的亡灵,居然攻击无辜的平民。","","","","",""
"56011","0","","0","1","TRUE","","0","12","","","","","","{29422@1000}$11","","","","","95002","0","","欺人太甚,我跟你们拼了！","","","","",""
"56012","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","","怎么回事,这股力量...我控制不住了。","","AIchat/zhujue_003.ogg","","",""
"56013","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","莫迪伦喊话","小心！","","","","",""
"56014","0","","0","1","TRUE","","0","2","180001","","1","0","","","","","","","95004","0","艾尔索斯三连击主角","","","","","",""
"56015","0","","0","1","TRUE","","0","2","160003","","","","","","","","","","95013","0","","复活吧,我的勇士！","","","","",""
"56016","0","","0","1","TRUE","","0","5","","","","","","","","","","","95009","0","莫迪伦保护主角","小心！","","","","",""
"56017","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","莫迪伦对全体队友释放特技","","","","","",""
"56018","0","","0","1","TRUE","","0","10","","","","","","","","","","","","0","辛德拉苟萨吼叫","吼~","","","","",""
"55090","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95007","0","普通攻击索尔","为了艾尔索斯！","","","","",""
"56019","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95008","0","普通攻击安度因","为了艾尔索斯！","","","","",""
"56026","0","","0","1","TRUE","","0","12","","","","","","{29422@1000}$11","","","","","95002","0","召唤索尔","","","","","",""
"56027","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95011","0","普通攻击战士领袖","","","","","",""
"56028","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95012","0","普通攻击法师领袖","","","","","",""
"56029","0","","0","1","TRUE","","0","2","180025","","1","0","","","","","","","","0","辛德拉苟萨施放技能","","","","","",""
"56180","0","","0","1","TRUE","","0","2","713002","","1","0","","","","","","","95029","0","新手战斗,战士嘲讽喊话","卑鄙的亡灵,居然攻击无辜的平民。","","","","",""
"56181","0","","0","1","TRUE","","0","2","160002","","1","0","","","","","","","95009","0","牧师第一回合治疗主角","冒险者,你没事吧？","","AIchat/anduyin_01.ogg","","",""
"56182","0","","0","1","TRUE","","0","2","160002","","1","0","","","","","","","95009","0","牧师释放治疗技能","","","","","",""
"56183","0","","0","1","TRUE","","0","2","140002","","1","0","","","","","","","","0","新手战斗德鲁伊释放绿之潮","","","","","",""
"56184","0","","0","1","TRUE","","0","2","140003","","1","0","","","","","","","","0","新手战斗德鲁伊释放黄昏花蕾","","","","","",""
"56185","0","","0","1","TRUE","","0","2","751003","","1","0","","","","","","","95030","0","新手战斗法师羊冰龙","","","","","",""
"56186","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","","0","新手战斗法师单秒","","","","","",""
"56187","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95031","0","新手战斗,单秒战士29400","为了艾尔索斯！","","","","",""
"56188","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95032","0","新手战斗,单秒小德29401","为了艾尔索斯！","","","","",""
"56189","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95033","0","新手战斗,单秒法师29402","为了艾尔索斯！","","AIchat/nanwuyao_001.ogg","","",""
"56190","0","","0","1","TRUE","","0","2","150002","","1","0","","","","","","","95034","0","新手战斗,单秒牧师29403","为了艾尔索斯！","","AIchat/nanwuyao_001.ogg","","",""
"56191","0","","0","1","TRUE","","0","10","","","","","","","","","","","","0","辛德拉苟萨吼叫","","","","","",""
"56192","0","","0","1","TRUE","","0","2","180000","","1","0","","","","","","","","0","新手战斗,艾尔索斯群法技能","别想逃！","","","","",""
"56193","0","","0","1","TRUE","","0","2","180000","","1","0","","","","","","","","0","艾尔索斯群法技能","","","","","",""
"56194","0","","0","1","TRUE","","0","2","161005","","1","0","","","","","","","","0","新手战斗,索尔释放狂热 图腾","","","","","",""
"56195","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","新手战斗主角喊话","喂,喂,我是无辜的,要不我先走了,你们继续打。","","AIchat/zhujue_001.ogg","","",""
"56196","0","","0","1","TRUE","","0","12","","","","","","{29405@1000}$11","","","","","95002","0","新手战斗主角召唤索尔","欺人太甚,我跟你们拼了！","","AIchat/zhujue_002.ogg","","",""
"56197","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","新手战斗主角喊话","怎么回事,这股力量...我控制不住了。","","AIchat/zhujue_003.ogg","","",""
"56020","0","","0","1","TRUE","","0","2","150001","","1","0","","","","","","","94006","0","方砖嘲讽大小姐","大小姐那个傻娘们儿,唉","","AIchat/fangzhuang_001.ogg","","",""
"56021","0","","0","1","TRUE","","0","2","120001","","1","0","","","","","","","94006","0","大小姐攻击","","","","","",""
"56022","0","","0","1","TRUE","","0","2","120004","","1","0","","","","","","","95015","0","","阿男,交给你了。","","AIchat/daxiaojie_001.ogg","","",""
"56023","0","","0","1","TRUE","","0","12","","","","","","{29526@1000}$11,{29527@1000}$12,{29528@1000}$13","","","","","95002","0","","","","","","",""
"56024","0","","0","1","TRUE","","0","2","771001","","200","0","","","","","","","","0","","你太弱了。","","AIchat/shaman_001.ogg","","",""
"56025","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","傻馒...","","","","",""
"56030","0","","0","1","TRUE","","0","4","","","","","","","","","","","","0","","（莱恩祖）不得不说你们的勇气可嘉。","","AIchat/naiaozu_001.ogg","","",""
"56031","0","","0","1","TRUE","","0","2","180003","","1","0","","","","","","","95005","0","","（莱恩祖）哦？你不知道么？你该仔细想想,阿撸高是从哪里召唤出这些狼人来的？","","","","",""
"56032","0","","0","1","TRUE","","0","2","180003","","1","0","","","","","","","95006","0","","（莱恩祖）别急,很快就轮到你了,戈德瑞的残渣。","","","","",""
"56033","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","（莱恩祖）事实上我觉得,像你这样的东西,变成神孽才是最好的选择。","","","","",""
"56034","0","","0","1","TRUE","","0","2","180004","","1","0","","","","","","","","0","","让你见识下我真正实力吧！","","AIchat/naiaozu_002.ogg","","",""
"56035","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","","莱恩祖,你的目的到底是什么？","","","","",""
"56036","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","","你的行为,就连深渊的魔鬼都感到邪恶。","","","","",""
"56037","0","","0","1","TRUE","","0","4","","","","","","","","","","","","0","","（愤怒）吼~","","","","",""
"56038","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","哀木涕葛葛！","","","","",""
"56039","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","","我理解你们得痛苦,与对不公正待遇的怨恨。","","","","",""
"56040","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","但是这些毫无意义！","","","","",""
"56041","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我也了解金币被人抢走的痛苦。","","","","",""
"56042","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","哀木涕你个蠢货,他们说的不是这个。","","","","",""
"56050","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","寒冰王子喊话","来到这里,然后死去,便是你的命运。","","","","",""
"56051","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","主角喊话","如果真的有宿命,那么我的战斗还没到结束的时候。","","","","",""
"56052","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","","","","","","",""
