技能id,技能名称,产出级别,产出级别2,装备打造,练功区,降服灵兽,魔法入口,图标编号,主动被动,消耗显示,消耗数量,消耗属性编号,技能描述,目标类型,是否付魔大法显示,附魔大法需求道具id,附魔大法需求道具数量,经脉值
542211,忘形,0,150,0,0,0,0,3094,1,,,-1,单次承受伤害结果超过自身最大气血30%，有概率获得身外化身效果,1,1,340160,10,0.000000
542212,万象随心,0,150,0,0,0,0,3090,1,,,-1,每次获得新的千变万化造型时，附加的数值额外提高一定比例，后续每回合衰减10%,1,1,340160,10,0.000000
542301,斗战,0,150,0,0,0,0,3074,1,,,-1,增加自身物理伤害,1,1,340160,10,0.000000
542302,金刚,0,150,0,0,0,0,3073,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
542303,大圣,0,150,0,0,0,0,3072,1,,,-1,如果队伍中只有一个花果山，自身释放的泼天乱棍提高一定比例的伤害结果,1,1,340160,10,0.000000
542304,御灵,0,150,0,0,0,0,3071,1,,,-1,己方出战宠物造型达4种及以上时，额外提高自身泼天乱棍一定比例的伤害结果,1,1,340160,10,0.000000
542305,不坏,0,150,0,0,0,0,3070,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
542306,金箍,0,150,0,0,0,0,3069,1,,,-1,增加自身力量属性点,1,1,340160,10,0.000000
542307,七窍,0,150,0,0,0,0,3068,1,,,-1,自身当前气血高于50%时，自身释放泼天乱棍额外提高一定比例的伤害结果,1,1,340160,10,0.000000
542308,凌霄,0,150,0,0,0,0,3066,1,,,-1,通过物理技能每击败一个单位增加一层凌霄增益状态，每层增加物理伤害结果，死亡则层数清空，每回合最多增加1层>=5个时，额外忽视所有目标一定比例的法术防御,1,1,340160,10,0.000000
542309,搅海,0,150,0,0,0,0,3065,1,,,-1,自身释放泼天乱棍额外增加一定数值的物理伤害结果,1,1,340160,10,0.000000
542310,诛邪,0,150,0,0,0,0,3095,1,,,-1,自身释放泼天乱棍时，触发如意金箍棒追加的伤害结果提高一定比例,1,1,340160,10,0.000000
542311,忘形,0,150,0,0,0,0,3094,1,,,-1,单次承受伤害结果超过自身最大气血30%，有概率获得身外化身效果,1,1,340160,10,0.000000
542312,万象随心,0,150,0,0,0,0,3090,1,,,-1,每次获得新的千变万化造型时，附加的数值额外提高一定比例，后续每回合衰减10%,1,1,340160,10,0.000000
542400,银汉,0,150,0,0,0,0,3089,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
542401,紫电,0,150,0,0,0,0,3087,1,,,-1,增加自身物理伤害。,1,1,340160,10,0.000000
542402,七星,0,150,0,0,0,0,3085,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
542403,通天棍,0,150,0,0,0,0,3083,1,,,-1,全属性+3%,1,1,340160,10,0.000000
542404,墨庭,0,150,0,0,0,0,3088,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
542405,青霜,0,150,0,0,0,0,3086,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
542406,风雷,0,150,0,0,0,0,3084,1,,,-1,自身受到召唤灵的法术伤害结果降低。,1,1,340160,10,0.000000
542407,破万象,0,150,0,0,0,0,3080,1,,,-1,全属性+3%,1,1,340160,10,0.000000
543001,落英,0,150,0,0,0,0,3031,1,,,-1,自身气血高于50%时，减免受到的物理伤害结果,1,1,340160,10,0.000000
543002,聆心,0,150,0,0,0,0,3030,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
543003,曦花,0,150,0,0,0,0,3029,1,,,-1,如果队伍中只有一个方寸时，失心符命中率提升,1,1,340160,10,0.000000
543004,肃心,0,150,0,0,0,0,3026,1,,,-1,自身处于被封印状态时，临时额外物理防御,1,1,340160,10,0.000000
543005,飘零,0,150,0,0,0,0,3025,1,,,-1,增加当前穿戴武器法术伤害相关的封印命中,1,1,340160,10,0.000000
543006,嫣然,0,150,0,0,0,0,3025,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
543007,快意,0,150,0,0,0,0,3024,1,,,-1,增加自身体质属性点,1,1,340160,10,0.000000
543008,鸾鸣,0,150,0,0,0,0,3023,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
543009,照影,0,150,0,0,0,0,3022,1,,,-1,处于失忆符封印状态的目标额外降低抵抗封印,1,1,340160,10,0.000000
543010,芳华,0,150,0,0,0,0,3019,1,,,-1,自身死亡倒地后，有概率在回合结束后复活并获得部分最大气血，每场战斗限触发1次,1,1,340160,10,0.000000
543011,晴阳,0,150,0,0,0,0,3016,1,,,-1,使用基础愤怒消耗&gt;=135的特技后，获得愤怒值,1,1,340160,10,0.000000
543012,心神澄镜,0,150,0,0,0,0,3047,1,,,-1,封印命中+5%,1,1,340160,10,0.000000
543101,落英,0,150,0,0,0,0,3031,1,,,-1,自身气血高于50%时，减免受到的物理伤害结果,1,1,340160,10,0.000000
543102,聆心,0,150,0,0,0,0,3030,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
543103,曦花,0,150,0,0,0,0,3029,1,,,-1,如果队伍中只有一个方寸时，失心符命中率提升,1,1,340160,10,0.000000
543104,沐风,0,150,0,0,0,0,3028,1,,,-1,自身处于被封印状态时，临时额外物理防御,1,1,340160,10,0.000000
543105,听花,0,150,0,0,0,0,3027,1,,,-1,增加当前穿戴武器法术伤害相关的封印命中,1,1,340160,10,0.000000
543106,嫣然,0,150,0,0,0,0,3025,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
543107,快意,0,150,0,0,0,0,3024,1,,,-1,增加自身体质属性点,1,1,340160,10,0.000000
543108,鸾鸣,0,150,0,0,0,0,3023,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
543109,照影,0,150,0,0,0,0,3022,1,,,-1,虚幻咒状态持续期间，减免受到的法术伤害结果,1,1,340160,10,0.000000
543110,芳华,0,150,0,0,0,0,3019,1,,,-1,自身死亡倒地后，有概率在回合结束后复活并获得部分最大气血，每场战斗限触发1次,1,1,340160,10,0.000000
543111,晴阳,0,150,0,0,0,0,3016,1,,,-1,使用基础愤怒消耗&gt;=135的特技后，获得愤怒值,1,1,340160,10,0.000000
543112,心神澄镜,0,150,0,0,0,0,3047,1,,,-1,封印命中+5%,1,1,340160,10,0.000000
543201,落英,0,150,0,0,0,0,3031,1,,,-1,自身气血高于50%时，减免受到的物理伤害结果,1,1,340160,10,0.000000
543202,聆心,0,150,0,0,0,0,3030,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
543203,曦花,0,150,0,0,0,0,3029,1,,,-1,如果队伍中只有一个方寸时，失心符命中率提升,1,1,340160,10,0.000000
543204,肃心,0,150,0,0,0,0,3026,1,,,-1,自身处于被封印状态时，临时额外物理防御,1,1,340160,10,0.000000
543205,飘零,0,150,0,0,0,0,3025,1,,,-1,增加当前穿戴武器法术伤害相关的封印命中,1,1,340160,10,0.000000
543206,嫣然,0,150,0,0,0,0,3025,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
543207,快意,0,150,0,0,0,0,3024,1,,,-1,佩戴附灵玉时，战斗中两仪属性效果临时增加,1,1,340160,10,0.000000
543208,水墨,0,150,0,0,0,0,3021,1,,,-1,增加自身法术伤害,1,1,340160,10,0.000000
543209,青砂,0,150,0,0,0,0,3020,1,,,-1,五雷咒造成封印，则有概率追加一次五雷咒，优先选择尚未被封印单位，伤害结果、触发概率依次减半,1,1,340160,10,0.000000
543210,和煦,0,150,0,0,0,0,3018,1,,,-1,使用单体封印技能后，临时增加法术伤害，持续3回合,1,1,340160,10,0.000000
543211,淳风,0,150,0,0,0,0,3017,1,,,-1,五雷咒目标上限限定为3个，释放五雷咒时额外提升法术伤害结果,1,1,340160,10,0.000000
543212,国色天香,0,150,0,0,0,0,3046,1,,,-1,速度+5%,1,1,340160,10,0.000000
543301,落英,0,150,0,0,0,0,3031,1,,,-1,自身气血高于50%时，减免受到的物理伤害结果,1,1,340160,10,0.000000
543302,聆心,0,150,0,0,0,0,3030,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
543303,曦花,0,150,0,0,0,0,3029,1,,,-1,如果队伍中只有一个方寸时，失心符命中率提升,1,1,340160,10,0.000000
543304,沐风,0,150,0,0,0,0,3017,1,,,-1,自身处于被封印状态时，临时额外物理防御,1,1,340160,10,0.000000
543305,听花,0,150,0,0,0,0,3027,1,,,-1,增加当前穿戴武器法术伤害相关的封印命中,1,1,340160,10,0.000000
543306,嫣然,0,150,0,0,0,0,3025,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
543307,快意,0,150,0,0,0,0,3024,1,,,-1,增加自身气血属性点,1,1,340160,10,0.000000
543308,水墨,0,150,0,0,0,0,3021,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
543309,青砂,0,150,0,0,0,0,3020,1,,,-1,处于失忆符封印状态的目标额外降低抵抗封印,1,1,340160,10,0.000000
543310,和煦,0,150,0,0,0,0,3018,1,,,-1,使用单体封印技能后，临时增加法术伤害，持续3回合,1,1,340160,10,0.000000
543311,淳风,0,150,0,0,0,0,3017,1,,,-1,五雷咒目标上限限定为3个，释放五雷咒时额外提升法术伤害结果,1,1,340160,10,0.000000
543312,国色天香,0,150,0,0,0,0,3046,1,,,-1,速度+5%,1,1,340160,10,0.000000
543400,梦华,0,150,0,0,0,0,3045,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
543401,玉瑶,0,150,0,0,0,0,3043,1,,,-1,增加自身物理伤害。,1,1,340160,10,0.000000
543402,锦簇,0,150,0,0,0,0,3041,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
543403,洛神赋,0,150,0,0,0,0,3039,1,,,-1,全属性+3%,1,1,340160,10,0.000000
543404,宸宫,0,150,0,0,0,0,3044,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
543405,琼英,0,150,0,0,0,0,3042,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
543406,龙雕,0,150,0,0,0,0,3040,1,,,-1,自身受到召唤灵的法术伤害结果降低。,1,1,340160,10,0.000000
543407,落花吟,0,150,0,0,0,0,3038,1,,,-1,全属性+3%,1,1,340160,10,0.000000
544001,海祝,0,150,0,0,0,0,3037,1,,,-1,入场进入战斗给须弥海自身附加3点须弥值,1,1,340160,10,0.000000
544002,归海,0,150,0,0,0,0,3036,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
544003,登仙,0,150,0,0,0,0,3035,1,,,-1,如果队伍中只有一个须弥海时，击水三千额外提高法术伤害结果,1,1,340160,10,0.000000
544004,垂天,0,150,0,0,0,0,3032,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
544005,续梦,0,150,0,0,0,0,3034,1,,,-1,共潮生持续期间，星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544006,骇浪,0,150,0,0,0,0,3063,1,,,-1,星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544007,风行,0,150,0,0,0,0,3062,1,,,-1,使用朔风斩时，额外提升朔风斩增加的物理伤害效果,1,1,340160,10,0.000000
544008,怒潮,0,150,0,0,0,0,3059,1,,,-1,非星鲲状态下每回合增加愤怒值,1,1,340160,10,0.000000
544009,千帆,0,150,0,0,0,0,3058,1,,,-1,每次使用朔风斩、飞流吟，增益一层千帆状态，每层增加法术伤害结果，倒地层数清空，每回合最多增加1层，最高累积5层,1,1,340160,10,0.000000
544010,飞渡,0,150,0,0,0,0,3056,1,,,-1,飞流吟持续期间，额外提升目标单位附加的速度,1,1,340160,10,0.000000
544011,海歌,0,150,0,0,0,0,3055,1,,,-1,使用琴音三叠时，增加1点须弥值,1,1,340160,10,0.000000
544012,怒海狂澜,0,150,0,0,0,0,3052,1,,,-1,法术连击+5%,1,1,340160,10,0.000000
544101,海祝,0,150,0,0,0,0,3037,1,,,-1,入场进入战斗给须弥海自身附加3点须弥值,1,1,340160,10,0.000000
544102,归海,0,150,0,0,0,0,3036,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
544103,登仙,0,150,0,0,0,0,3035,1,,,-1,如果队伍中只有一个须弥海时，击水三千额外提高法术伤害结果,1,1,340160,10,0.000000
544104,垂天,0,150,0,0,0,0,3032,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
544105,续梦,0,150,0,0,0,0,3034,1,,,-1,共潮生持续期间，星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544106,惊涛,0,150,0,0,0,0,3033,1,,,-1,星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544107,骇浪,0,150,0,0,0,0,3063,1,,,-1,使用朔风斩时，额外提升朔风斩增加的物理伤害效果,1,1,340160,10,0.000000
544108,百川,0,150,0,0,0,0,3060,1,,,-1,非星鲲状态下每回合增加愤怒值,1,1,340160,10,0.000000
544109,怒潮,0,150,0,0,0,0,3059,1,,,-1,每次使用朔风斩、飞流吟，增益一层千帆状态，每层增加法术伤害结果，倒地层数清空，每回合最多增加1层，最高累积5层,1,1,340160,10,0.000000
544110,飞渡,0,150,0,0,0,0,3056,1,,,-1,飞流吟持续期间，额外提升目标单位附加的速度,1,1,340160,10,0.000000
544111,海歌,0,150,0,0,0,0,3055,1,,,-1,使用琴音三叠时，增加1点须弥值,1,1,340160,10,0.000000
544112,怒海狂澜,0,150,0,0,0,0,3052,1,,,-1,法术连击+5%,1,1,340160,10,0.000000
544201,海祝,0,150,0,0,0,0,3037,1,,,-1,入场进入战斗给须弥海自身附加3点须弥值,1,1,340160,10,0.000000
544202,归海,0,150,0,0,0,0,3036,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
544203,登仙,0,150,0,0,0,0,3035,1,,,-1,如果队伍中只有一个须弥海时，击水三千额外提高法术伤害结果,1,1,340160,10,0.000000
544204,垂天,0,150,0,0,0,0,3032,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
544205,续梦,0,150,0,0,0,0,3034,1,,,-1,共潮生持续期间，星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544206,惊涛,0,150,0,0,0,0,3033,1,,,-1,每次扶摇直上提升下次击水三千的法术伤害结果,1,1,340160,10,0.000000
544207,鹏举,0,150,0,0,0,0,3061,1,,,-1,扶摇直上对非人物单位额外增加伤害结果,1,1,340160,10,0.000000
544208,玄穹,0,150,0,0,0,0,3037,1,,,-1,每使用扶摇直上造成击败，则增加一层玄穹增益状态，每层增加法术暴击概率，倒地层数清空，每回合最多增加1层，最高累积5层。,1,1,340160,10,0.000000
544209,撼海,0,150,0,0,0,0,3057,1,,,-1,星鲲状态下额外增加自身10%法术暴击概率,1,1,340160,10,0.000000
544210,暗涌,0,150,0,0,0,0,3054,1,,,-1,刹那须弥最多消耗自身50%气血,1,1,340160,10,0.000000
544211,覆海,0,150,0,0,0,0,3053,1,,,-1,星鲲状态结束后，额外回复1点须弥值,1,1,340160,10,0.000000
544212,浪涌星叠,0,150,0,0,0,0,3051,1,,,-1,法术攻击+5%,1,1,340160,10,0.000000
544301,海祝,0,150,0,0,0,0,3037,1,,,-1,入场进入战斗给须弥海自身附加3点须弥值,1,1,340160,10,0.000000
544302,归海,0,150,0,0,0,0,3036,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
544303,登仙,0,150,0,0,0,0,3035,1,,,-1,如果队伍中只有一个须弥海时，击水三千额外提高法术伤害结果,1,1,340160,10,0.000000
544304,垂天,0,150,0,0,0,0,3032,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
544305,续梦,0,150,0,0,0,0,3034,1,,,-1,共潮生持续期间，星鲲状态下额外增加法术暴击概率,1,1,340160,10,0.000000
544306,惊涛,0,150,0,0,0,0,3033,1,,,-1,每次扶摇直上提升下次击水三千的法术伤害结果,1,1,340160,10,0.000000
544307,骇浪,0,150,0,0,0,0,3063,1,,,-1,扶摇直上对非人物单位额外增加伤害结果,1,1,340160,10,0.000000
544308,鲲息,0,150,0,0,0,0,3056,1,,,-1,每使用扶摇直上造成击败，则增加一层玄穹增益状态，每层增加法术暴击概率，倒地层数清空，每回合最多增加1层，最高累积5层。,1,1,340160,10,0.000000
544309,玄穹,0,150,0,0,0,0,3037,1,,,-1,星鲲状态下额外增加自身10%法术暴击概率,1,1,340160,10,0.000000
544310,暗涌,0,150,0,0,0,0,3054,1,,,-1,刹那须弥最多消耗自身50%气血,1,1,340160,10,0.000000
544311,覆海,0,150,0,0,0,0,3053,1,,,-1,星鲲状态结束后，额外回复1点须弥值,1,1,340160,10,0.000000
544312,浪涌星叠,0,150,0,0,0,0,3051,1,,,-1,法术攻击+5%,1,1,340160,10,0.000000
544400,海崖,0,150,0,0,0,0,3050,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
544401,狂流,0,150,0,0,0,0,3079,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
544402,海眼,0,150,0,0,0,0,3077,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
544403,逍遥游,0,150,0,0,0,0,3075,1,,,-1,全属性+3%,1,1,340160,10,0.000000
544404,镜海,0,150,0,0,0,0,3048,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
544405,拍岸,0,150,0,0,0,0,3049,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
544406,波心,0,150,0,0,0,0,3078,1,,,-1,自身受到召唤灵的法术伤害结果降低,1,1,340160,10,0.000000
544407,须弥境,0,150,0,0,0,0,3076,1,,,-1,全属性+3%,1,1,340160,10,0.000000
