编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
530652,32000,变异吸血鬼,FF00FF00,4,3,161506,65,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1866,2332,1347,1684,777,972,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500652,520652,,,1100604,206029,206005,206064,206012,206004,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530652@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280007
530653,32000,变异蜃蛇,FF00FF00,4,3,161506,65,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1451,1814,1036,1296,1036,1296,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500653,520653,,,1100605,206072,206002,206027,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530653@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280008
530751,32000,变异夜叉,FF00FF00,4,3,161506,75,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,1451,1814,1244,1555,1036,1296,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500751,520751,,,1100701,206066,206039,206001,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530751@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280009
530752,32000,变异幽莹娃娃,FF00FF00,4,3,161506,75,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3693,4617,2280,2851,933,1166,1140,1425,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500752,520752,,,1100702,206066,207007,206046,206019,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530752@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280010
530753,32000,变异鬼将,FF00FF00,4,3,161506,75,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,1244,1555,1347,1684,933,1166,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500753,520753,,,1100703,206066,206038,207011,206011,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530753@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280011
530754,32000,变异幽冥书生,FF00FF00,4,3,161506,75,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4471,5589,1886,2332,1192,1490,1036,1296,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500754,520754,,,1100704,206066,207013,206048,206022,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530754@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280012
530801,32000,变异蟠桃童子,FF00FF00,4,3,161506,80,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,2280,2851,1036,1296,1140,1425,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500801,520801,,,1100801,207008,206023,206065,206050,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530801@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280013
530802,32000,变异天兵,FF00FF00,4,3,161506,80,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1555,1944,1140,1425,1347,1684,829,1036,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500802,520802,,,1100802,206058,206060,206001,206067,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530802@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280014
530803,32000,变异巨灵神将,FF00FF00,4,3,161506,80,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3628,4536,1555,1944,1382,1728,950,1188,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500803,520803,,,1100803,206041,207012,206067,206023,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530803@1000,,1000000,1000000,,1350,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280015
530851,32000,变异珍露童子,FF00FF00,4,3,161506,85,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2488,3110,933,1166,1036,1296,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500851,520851,,,1100804,206047,207006,206059,206023,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530851@1000,,1000000,1000000,,1350,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280016
530852,32000,变异御风童子,FF00FF00,4,3,161506,85,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,2592,3240,1036,1296,933,1166,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500852,520852,,,1100805,206056,207004,206043,206045,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530852@1000,,1000000,1000000,,1350,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280017
530853,32000,变异芙蓉仙子,FF00FF00,4,3,161506,85,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1658,2073,1347,1684,1036,1296,1192,1490,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500853,520853,,,1100806,206060,206059,206050,206058,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530853@1000,,1000000,1000000,,1350,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280018
530854,32000,变异巡游天神,FF00FF00,4,3,161506,85,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2073,2592,1347,1684,1036,1296,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500854,520854,,,1100807,206067,207019,206055,206005,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530854@1000,,1000000,1000000,,1350,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280019
530855,32000,变异猴小仙,FF00FF00,4,3,161506,85,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,2073,2592,1347,1684,933,1166,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500855,520855,,,1100808,206056,206001,206065,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530855@1000,,1000000,1000000,,1350,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280020
530901,32000,变异蛟龙,FF00FF00,4,3,161506,90,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,2488,3110,1296,1620,1140,1425,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500901,520901,,,1100901,206023,206070,207006,206063,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530901@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280021
530902,32000,变异凤凰仙子,FF00FF00,4,3,161506,90,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,2280,2851,1140,1425,1036,1296,1347,1684,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500902,520902,,,1100902,207005,206062,207001,206051,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530902@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280022
530951,32000,变异噬天虎,FF00FF00,4,3,161506,95,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,1658,2073,1451,1814,1088,1360,1347,1684,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500951,520951,,,1100903,206040,207009,206039,206023,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530951@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280023
530952,32000,变异雾中仙,FF00FF00,4,3,161506,95,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2488,3110,1244,1555,1244,1555,1399,1749,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500952,520952,,,1100904,207008,206051,206019,207016,206026,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530952@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280024
530953,32000,变异布雨神君,FF00FF00,4,3,161506,95,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2592,3240,1036,1296,1036,1296,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500953,520953,,,1100905,207006,206062,206063,206064,206065,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530953@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280025
530954,32000,变异武罗仙子,FF00FF00,4,3,161506,95,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,1814,2268,1347,1684,1036,1296,1296,1620,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500954,520954,,,1100906,206041,206069,206055,206054,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,530954@1000,,1000000,1000000,,1350,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280026
531051,32000,变异净瓶女娲,FF00FF00,4,3,161506,105,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4860,6075,2695,3369,1036,1296,1347,1684,933,1166,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501051,521051,,,1101001,206069,206057,206019,206070,206064,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531051@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280027
531052,32000,变异灵符女娲,FF00FF00,4,3,161506,105,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2695,3369,1140,1425,1347,1684,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501052,521052,,,1101002,207005,207015,206009,206060,206048,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531052@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280028
531053,32000,变异律法女娲,FF00FF00,4,3,161506,105,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,2073,2592,1503,1879,1347,1684,1347,1684,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501053,521053,,,1101003,206055,207014,206004,206042,206050,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531053@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280029
531054,32000,变异羽云仙子,FF00FF00,4,3,161506,105,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4860,6075,1866,2332,1451,1814,1244,1555,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501054,521054,,,1101004,206056,206039,206041,206040,206042,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531054@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280030
531101,32000,变异鬼剑,FF00FF00,4,3,161506,109,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,1866,2332,1472,1840,1036,1296,1399,1749,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501101,521101,,,1101005,206041,207010,206002,206067,206065,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531101@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280031
531102,32000,变异嘲风,FF00FF00,4,3,161506,109,50,50,5,0,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,2073,2592,1244,1555,1244,1555,1451,1814,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501102,521102,,,1101006,206070,206048,206053,206058,206059,207212,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,333,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531102@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280032
531103,32000,变异菱心仙子,FF00FF00,4,3,161506,109,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4860,6075,2737,3421,1036,1296,1296,1620,933,1166,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,501103,521103,,,1101007,207008,206043,206061,206050,206069,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531103@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280033
531104,32000,变异虎力大仙,FF00FF00,4,3,161506,110,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5248,6561,2073,2592,1503,1879,1192,1490,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511104,521104,,,1101008,206038,207230,206049,206018,206020,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531104@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280034
531105,32000,变异大力金刚,FF00FF00,4,3,161506,105,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,1987,2484,1520,1895,1192,1490,1192,1490,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511105,521105,,,1101009,206040,207012,206067,206048,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531105@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280035
531106,32000,变异龙龟,FF00FF00,4,3,161506,110,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4860,6075,2695,3369,1036,1296,1347,1684,933,1166,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511106,521106,,,1101010,206026,207261,206058,207002,206016,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531106@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280036
531107,32000,变异绘舞天女,FF00FF00,4,3,161506,115,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4665,5832,2737,3421,1158,1396,1158,1396,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511107,521107,,,1101011,207007,208133,206047,206019,206032,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531107@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280037
531108,32000,变异苏摩罗,FF00FF00,4,3,161506,115,50,50,5,0,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",5054,6318,2384,2980,1267,1498,1244,1555,1244,1555,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511108,521108,,,1101012,206057,207251,206051,206013,206033,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宝宝洗炼,,,特殊活动,310104,2,531108@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280038
531109,32000,变异铜臂,FF00FF00,4,3,161506,115,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4881,6102,2073,2592,1468,1836,1244,1555,1296,1620,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511109,521109,,,1101013,206040,207262,206041,206032,206023,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310104,2,531109@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280039
531110,32000,变异启明星,FF00FF00,4,3,161506,65,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4472,5630,2488,3110,1120,1348,1158,1396,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511110,521110,,,1101014,207005,208132,206057,206023,206009,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310104,2,531110@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280040
531111,32000,变异元宝大王,FF00FF00,4,3,161506,65,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4472,5630,2073,2592,1347,1684,1158,1396,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,511111,521111,,,1101015,206042,208131,206057,206030,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310104,2,531111@1000,,1000000,1000000,,1350,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280041
,,下面是神兽与特殊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666666,32000,泡泡,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003",3888,4860,1658,2073,1192,1490,1036,1296,1036,1296,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,0,0,0,,1100001,207006,206006,206007,206009,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,0,0,新手活动,,,新手活动,310104,10,666666@100,,1000000,1000000,,1,1,5500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,
666667,32000,吸血鬼,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003",4400,4500,1850,1950,1350,1450,1050,1150,1200,1300,,,,,,1150,1150,1150,1150,1150,1150,1150,,6,10,10,3,0,0,0,,1100604,206038,206039,206040,206041,206042,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310102,5,666667@100,1,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,
666670,32000,巨灵神将,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003",4665,5832,2695,3369,1140,1425,1347,1684,1036,1296,,,,,,1102,1110,1118,1126,1134,1142,1150,,6,10,10,2,0,0,0,,1100803,207008,206043,206061,206050,206069,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310102,5,666670@100,1,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,
666668,32000,花妖,FF00FF00,3,3,161506,25,25,25,0,5,0,0,0,2,100,10000,0,0,0,2880,3600,1536,1920,672,840,864,1080,864,1080,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,2,0,666668,666669,,1100202,207003,206026,206021,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310102,1,666669@100,,1000000,1000000,,1245,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
666669,32000,变异花妖,FF00FF00,4,3,161506,25,25,25,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3110,3888,1658,2073,725,907,933,1166,933,1166,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,3,0,666668,,,1100202,207003,206026,206021,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,666669@100,,1000000,1000000,,1350,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
